"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
6695,"391731","Plastic tube, pipe or hose, flexible, mbp > 27.6 MPa","6digit","Plastic tube, pipe or hose, flexible, mbp > 27.6 MPa","","Plastic tube, pipe or hose, flexible, mbp > 27.6 MPa","",1110.0
6696,"391732","Flexible plastic tube/hose not reinforced, no fitting","6digit","Flexible plastic tube/hose not reinforced, no fitting","","Flexible plastic tube/hose not reinforced, no fitting","",1110.0
6697,"391733","Flexible plastic tube/hose with fitting not reinforce","6digit","Flexible plastic tube/hose with fitting not reinforce","","Flexible plastic tube/hose with fitting not reinforce","",1110.0
6698,"391739","Plastic tube, pipe or hose, flexible, nes","6digit","Plastic tube, pipe or hose, flexible, nes","","Plastic tube, pipe or hose, flexible, nes","",1110.0
6699,"391740","Fittings for plastic tube, pipe or hose","6digit","Fittings for plastic tube, pipe or hose","","Fittings for plastic tube, pipe or hose","",1110.0
6700,"391810","Floor, wall, ceiling cover, roll, tile, vinyl chlorid","6digit","Floor, wall, ceiling cover, roll, tile, vinyl chlorid","","Floor, wall, ceiling cover, roll, tile, vinyl chlorid","",1111.0
6701,"391890","Floor/wall/ceiling cover, roll/tile not vinyl chlorid","6digit","Floor/wall/ceiling cover, roll/tile not vinyl chlorid","","Floor/wall/ceiling cover, roll/tile not vinyl chlorid","",1111.0
6702,"391910","Self-adhesive plastic, rolls <20cm wide","6digit","Self-adhesive plastic, rolls <20cm wide","","Self-adhesive plastic, rolls <20cm wide","",1112.0
6703,"391990","Self-adhesive plates, sheets, film, plastic, w >20 cm","6digit","Self-adhesive plates, sheets, film, plastic, w >20 cm","","Self-adhesive plates, sheets, film, plastic, w >20 cm","",1112.0
6704,"392010","Sheet/film not cellular/reinf polymers of ethylene","6digit","Sheet/film not cellular/reinf polymers of ethylene","","Sheet/film not cellular/reinf polymers of ethylene","",1113.0
6705,"392020","Sheet/film not cellular/reinf polymers of propylene","6digit","Sheet/film not cellular/reinf polymers of propylene","","Sheet/film not cellular/reinf polymers of propylene","",1113.0
6706,"392030","Sheet/film not cellular/reinf polymers of styrene","6digit","Sheet/film not cellular/reinf polymers of styrene","","Sheet/film not cellular/reinf polymers of styrene","",1113.0
6707,"392041","Sheet/film not cellular/reinf rigid vinyl polymer","6digit","Sheet/film not cellular/reinf rigid vinyl polymer","","Sheet/film not cellular/reinf rigid vinyl polymer","",1113.0
6708,"392042","Sheet/film not cellular/reinf flexible vinyl polymer","6digit","Sheet/film not cellular/reinf flexible vinyl polymer","","Sheet/film not cellular/reinf flexible vinyl polymer","",1113.0
6709,"392051","Sheet/film not cellular/reinf polymethyl methacrylate","6digit","Sheet/film not cellular/reinf polymethyl methacrylate","","Sheet/film not cellular/reinf polymethyl methacrylate","",1113.0
6710,"392059","Sheet/film not cellular/reinf acrylic polymers nes","6digit","Sheet/film not cellular/reinf acrylic polymers nes","","Sheet/film not cellular/reinf acrylic polymers nes","",1113.0
6711,"392061","Sheet/film not cellular/reinf polycarbonates","6digit","Sheet/film not cellular/reinf polycarbonates","","Sheet/film not cellular/reinf polycarbonates","",1113.0
6712,"392062","Sheet/film not cellular/reinf polyethylene terephthal","6digit","Sheet/film not cellular/reinf polyethylene terephthal","","Sheet/film not cellular/reinf polyethylene terephthal","",1113.0
6713,"392063","Sheet/film not cellular/reinf unsaturated polyesters","6digit","Sheet/film not cellular/reinf unsaturated polyesters","","Sheet/film not cellular/reinf unsaturated polyesters","",1113.0
6714,"392069","Sheet/film not cellular/reinf polyesters nes","6digit","Sheet/film not cellular/reinf polyesters nes","","Sheet/film not cellular/reinf polyesters nes","",1113.0
6715,"392071","Sheet/film not cellular/reinf regenerated cellulose","6digit","Sheet/film not cellular/reinf regenerated cellulose","","Sheet/film not cellular/reinf regenerated cellulose","",1113.0
6716,"392072","Sheet/film not cellular/reinf vulcanised rubber","6digit","Sheet/film not cellular/reinf vulcanised rubber","","Sheet/film not cellular/reinf vulcanised rubber","",1113.0
6717,"392073","Sheet/film not cellular/reinf cellulose acetate","6digit","Sheet/film not cellular/reinf cellulose acetate","","Sheet/film not cellular/reinf cellulose acetate","",1113.0
6718,"392079","Sheet/film not cellular/reinf cellulose derivs nes","6digit","Sheet/film not cellular/reinf cellulose derivs nes","","Sheet/film not cellular/reinf cellulose derivs nes","",1113.0
6719,"392091","Sheet/film not cellular/reinf polyvinyl butyral","6digit","Sheet/film not cellular/reinf polyvinyl butyral","","Sheet/film not cellular/reinf polyvinyl butyral","",1113.0
6720,"392092","Sheet/film not cellular/reinf polyamides","6digit","Sheet/film not cellular/reinf polyamides","","Sheet/film not cellular/reinf polyamides","",1113.0
6721,"392093","Sheet/film not cellular/reinf amino-resins","6digit","Sheet/film not cellular/reinf amino-resins","","Sheet/film not cellular/reinf amino-resins","",1113.0
6722,"392094","Sheet/film not cellular/reinf phenolic resins","6digit","Sheet/film not cellular/reinf phenolic resins","","Sheet/film not cellular/reinf phenolic resins","",1113.0
6723,"392099","Sheet/film not cellular/reinf plastics nes","6digit","Sheet/film not cellular/reinf plastics nes","","Sheet/film not cellular/reinf plastics nes","",1113.0
6724,"392111","Sheet etc, cellular of polymers of styrene","6digit","Sheet etc, cellular of polymers of styrene","","Sheet etc, cellular of polymers of styrene","",1114.0
6725,"392112","Sheet etc, cellular of polymers of vinyl chloride","6digit","Sheet etc, cellular of polymers of vinyl chloride","","Sheet etc, cellular of polymers of vinyl chloride","",1114.0
6726,"392113","Sheet etc, cellular of polyurethane","6digit","Sheet etc, cellular of polyurethane","","Sheet etc, cellular of polyurethane","",1114.0
6727,"392114","Sheet etc, cellular of regenerated cellulose","6digit","Sheet etc, cellular of regenerated cellulose","","Sheet etc, cellular of regenerated cellulose","",1114.0
6728,"392119","Sheet etc, cellular of plastics nes","6digit","Sheet etc, cellular of plastics nes","","Sheet etc, cellular of plastics nes","",1114.0
6729,"392190","Plastic sheet, film, foil or strip, nes","6digit","Plastic sheet, film, foil or strip, nes","","Plastic sheet, film, foil or strip, nes","",1114.0
6730,"392210","Baths, shower-baths and wash basins, of plastics","6digit","Baths, shower-baths and wash basins, of plastics","","Baths, shower-baths and wash basins, of plastics","",1115.0
6731,"392220","Lavatory seats and covers of plastics","6digit","Lavatory seats and covers of plastics","","Lavatory seats and covers of plastics","",1115.0
6732,"392290","Bathroom wares nes, of plastics","6digit","Bathroom wares nes, of plastics","","Bathroom wares nes, of plastics","",1115.0
6733,"392310","Boxes, cases, crates etc. of plastic","6digit","Boxes, cases, crates etc. of plastic","","Boxes, cases, crates etc. of plastic","",1116.0
6734,"392321","Sacks & bags (including cones) of polymers of ethylen","6digit","Sacks & bags (including cones) of polymers of ethylen","","Sacks & bags (including cones) of polymers of ethylen","",1116.0
6735,"392329","Plastic sacks, bags, cone except of ethylene polymers","6digit","Plastic sacks, bags, cone except of ethylene polymers","","Plastic sacks, bags, cone except of ethylene polymers","",1116.0
6736,"392330","Plastic carboys, bottles and flasks, etc","6digit","Plastic carboys, bottles and flasks, etc","","Plastic carboys, bottles and flasks, etc","",1116.0
6737,"392340","Plastic spools, cops, bobbins and similar supports","6digit","Plastic spools, cops, bobbins and similar supports","","Plastic spools, cops, bobbins and similar supports","",1116.0
6738,"392350","Plastic stoppers, lids, caps and other closures","6digit","Plastic stoppers, lids, caps and other closures","","Plastic stoppers, lids, caps and other closures","",1116.0
6739,"392390","Plastic articles for goods conveyance or packing nes","6digit","Plastic articles for goods conveyance or packing nes","","Plastic articles for goods conveyance or packing nes","",1116.0
6740,"392410","Plastic table and kitchen ware","6digit","Plastic table and kitchen ware","","Plastic table and kitchen ware","",1117.0
6741,"392490","Plastic household, toilet articles not table, kitchen","6digit","Plastic household, toilet articles not table, kitchen","","Plastic household, toilet articles not table, kitchen","",1117.0
6742,"392510","Plastic reservoirs, tanks, vats, etc, capacity <300l","6digit","Plastic reservoirs, tanks, vats, etc, capacity <300l","","Plastic reservoirs, tanks, vats, etc, capacity <300l","",1118.0
6743,"392520","Plastic doors and windows and frames thereof","6digit","Plastic doors and windows and frames thereof","","Plastic doors and windows and frames thereof","",1118.0
6744,"392530","Plastic shutters and blinds (including Venetian)","6digit","Plastic shutters and blinds (including Venetian)","","Plastic shutters and blinds (including Venetian)","",1118.0
6745,"392590","Plastic builders' ware nes","6digit","Plastic builders' ware nes","","Plastic builders' ware nes","",1118.0
6746,"392610","Plastic office and school articles and supplies","6digit","Plastic office and school articles and supplies","","Plastic office and school articles and supplies","",1119.0
6747,"392620","Plastic apparel and clothing accessories","6digit","Plastic apparel and clothing accessories","","Plastic apparel and clothing accessories","",1119.0
6748,"392630","Plastic fittings for furniture, coachwork, etc","6digit","Plastic fittings for furniture, coachwork, etc","","Plastic fittings for furniture, coachwork, etc","",1119.0
6749,"392640","Plastic statuettes and other ornamental articles","6digit","Plastic statuettes and other ornamental articles","","Plastic statuettes and other ornamental articles","",1119.0
6750,"392690","Plastic articles nes","6digit","Plastic articles nes","","Plastic articles nes","",1119.0
6751,"400110","Natural rubber latex, including prevulcanised","6digit","Natural rubber latex, including prevulcanised","","Natural rubber latex, including prevulcanised","",1120.0
6752,"400121","Natural rubber in smoked sheets","6digit","Natural rubber in smoked sheets","","Natural rubber in smoked sheets","",1120.0
6753,"400122","Technically specified natural rubber (TSNR)","6digit","Technically specified natural rubber (TSNR)","","Technically specified natural rubber (TSNR)","",1120.0
6754,"400129","Natural rubber in other forms","6digit","Natural rubber in other forms","","Natural rubber in other forms","",1120.0
6755,"400130","Balata, gutta-percha, guayule, chicle and similar gum","6digit","Balata, gutta-percha, guayule, chicle and similar gum","","Balata, gutta-percha, guayule, chicle and similar gum","",1120.0
6756,"400211","Styrene-butadiene rubber (SBR/XSBR) latex","6digit","Styrene-butadiene rubber (SBR/XSBR) latex","","Styrene-butadiene rubber (SBR/XSBR) latex","",1121.0
6757,"400219","Styrene-butadiene rubber (SBR/XSBR) except latex","6digit","Styrene-butadiene rubber (SBR/XSBR) except latex","","Styrene-butadiene rubber (SBR/XSBR) except latex","",1121.0
6758,"400220","Butadiene rubber (BR)","6digit","Butadiene rubber (BR)","","Butadiene rubber (BR)","",1121.0
6759,"400231","Isobutene-isoprene (butyl) rubber (IIR)","6digit","Isobutene-isoprene (butyl) rubber (IIR)","","Isobutene-isoprene (butyl) rubber (IIR)","",1121.0
6760,"400239","Halo-isobutene-isoprene rubber (CIIR/BIIR)","6digit","Halo-isobutene-isoprene rubber (CIIR/BIIR)","","Halo-isobutene-isoprene rubber (CIIR/BIIR)","",1121.0
6761,"400241","Chloroprene (chlorobutadiene) rubber (CR) latex","6digit","Chloroprene (chlorobutadiene) rubber (CR) latex","","Chloroprene (chlorobutadiene) rubber (CR) latex","",1121.0
6762,"400249","Chloroprene (chlorobutadiene) rubber (CR) except late","6digit","Chloroprene (chlorobutadiene) rubber (CR) except late","","Chloroprene (chlorobutadiene) rubber (CR) except late","",1121.0
6763,"400251","Acrylonitrile-butadiene rubber (NBR), latex","6digit","Acrylonitrile-butadiene rubber (NBR), latex","","Acrylonitrile-butadiene rubber (NBR), latex","",1121.0
6764,"400259","Acrylonitrile-butadiene rubber (NBR) except as latex","6digit","Acrylonitrile-butadiene rubber (NBR) except as latex","","Acrylonitrile-butadiene rubber (NBR) except as latex","",1121.0
6765,"400260","Isoprene rubber (IR)","6digit","Isoprene rubber (IR)","","Isoprene rubber (IR)","",1121.0
6766,"400270","Ethylene-propylene-non-conj diene rubber (EPDM)","6digit","Ethylene-propylene-non-conj diene rubber (EPDM)","","Ethylene-propylene-non-conj diene rubber (EPDM)","",1121.0
6767,"400280","Mixtures of natural and synthetic rubbers","6digit","Mixtures of natural and synthetic rubbers","","Mixtures of natural and synthetic rubbers","",1121.0
6768,"400291","Synthetic rubber or factice latex from oils, nes","6digit","Synthetic rubber or factice latex from oils, nes","","Synthetic rubber or factice latex from oils, nes","",1121.0
6769,"400299","Synthetic rubber, factice except latex from oils, nes","6digit","Synthetic rubber, factice except latex from oils, nes","","Synthetic rubber, factice except latex from oils, nes","",1121.0
6770,"400300","Reclaimed rubber in primary forms or in sheets","6digit","Reclaimed rubber in primary forms or in sheets","","Reclaimed rubber in primary forms or in sheets","",1122.0
6771,"400400","Waste, parings and scrap (except hard rubber)","6digit","Waste, parings and scrap (except hard rubber)","","Waste, parings and scrap (except hard rubber)","",1123.0
6772,"400510","Compounded (carbon black, silica) unvulcanised rubber","6digit","Compounded (carbon black, silica) unvulcanised rubber","","Compounded (carbon black, silica) unvulcanised rubber","",1124.0
6773,"400520","Rubber solutions, dispersions nes","6digit","Rubber solutions, dispersions nes","","Rubber solutions, dispersions nes","",1124.0
6774,"400591","Compounded unvulcanised rubber in plate, sheet, strip","6digit","Compounded unvulcanised rubber in plate, sheet, strip","","Compounded unvulcanised rubber in plate, sheet, strip","",1124.0
6775,"400599","Compounded unvulcanised rubber in primary forms nes","6digit","Compounded unvulcanised rubber in primary forms nes","","Compounded unvulcanised rubber in primary forms nes","",1124.0
6776,"400610","Camel-back strips for retreading rubber tyres","6digit","Camel-back strips for retreading rubber tyres","","Camel-back strips for retreading rubber tyres","",1125.0
6777,"400690","Rubber unvulcanised as rods, tubes, profiles, etc","6digit","Rubber unvulcanised as rods, tubes, profiles, etc","","Rubber unvulcanised as rods, tubes, profiles, etc","",1125.0
6778,"400700","Vulcanised rubber thread and cord","6digit","Vulcanised rubber thread and cord","","Vulcanised rubber thread and cord","",1126.0
6779,"400811","Plate, sheet, strip of vulcanised cellular rubber","6digit","Plate, sheet, strip of vulcanised cellular rubber","","Plate, sheet, strip of vulcanised cellular rubber","",1127.0
6780,"400819","Rod and profile shapes of vulcanised cellular rubber","6digit","Rod and profile shapes of vulcanised cellular rubber","","Rod and profile shapes of vulcanised cellular rubber","",1127.0
6781,"400821","Plate, sheet, strip of vulcanised non-cellular rubber","6digit","Plate, sheet, strip of vulcanised non-cellular rubber","","Plate, sheet, strip of vulcanised non-cellular rubber","",1127.0
6782,"400829","Rods, profile shapes of vulcanised non-cellular rubbe","6digit","Rods, profile shapes of vulcanised non-cellular rubbe","","Rods, profile shapes of vulcanised non-cellular rubbe","",1127.0
6783,"400910","Rubber tube, pipe or hose not reinforced, no fittings","6digit","Rubber tube, pipe or hose not reinforced, no fittings","","Rubber tube, pipe or hose not reinforced, no fittings","",1128.0
6784,"400920","Rubber tube, pipe, hose, metal reinforced, no fitting","6digit","Rubber tube, pipe, hose, metal reinforced, no fitting","","Rubber tube, pipe, hose, metal reinforced, no fitting","",1128.0
6785,"400930","Rubber tube, pipe, hose textile-reinforced no fitting","6digit","Rubber tube, pipe, hose textile-reinforced no fitting","","Rubber tube, pipe, hose textile-reinforced no fitting","",1128.0
6786,"400940","Rubber tube, pipe or hose, reinforced nes, no fitting","6digit","Rubber tube, pipe or hose, reinforced nes, no fitting","","Rubber tube, pipe or hose, reinforced nes, no fitting","",1128.0
6787,"400950","Rubber tube, pipe or hose with fittings","6digit","Rubber tube, pipe or hose with fittings","","Rubber tube, pipe or hose with fittings","",1128.0
6788,"401010","Transmission belts etc, rubber, trapezoidal","6digit","Transmission belts etc, rubber, trapezoidal","","Transmission belts etc, rubber, trapezoidal","",1129.0
6789,"401091","Conveyor belts and belting, rubber, <20cm wide","6digit","Conveyor belts and belting, rubber, <20cm wide","","Conveyor belts and belting, rubber, <20cm wide","",1129.0
6790,"401099","Conveyor, transmission belts and belting, rubber nes","6digit","Conveyor, transmission belts and belting, rubber nes","","Conveyor, transmission belts and belting, rubber nes","",1129.0
6791,"401110","Pneumatic tyres new of rubber for motor cars","6digit","Pneumatic tyres new of rubber for motor cars","","Pneumatic tyres new of rubber for motor cars","",1130.0
6792,"401120","Pneumatic tyres new of rubber for buses or lorries","6digit","Pneumatic tyres new of rubber for buses or lorries","","Pneumatic tyres new of rubber for buses or lorries","",1130.0
6793,"401130","Pneumatic tyres new of rubber for aircraft","6digit","Pneumatic tyres new of rubber for aircraft","","Pneumatic tyres new of rubber for aircraft","",1130.0
6794,"401140","Pneumatic tyres new of rubber for motorcycles","6digit","Pneumatic tyres new of rubber for motorcycles","","Pneumatic tyres new of rubber for motorcycles","",1130.0
6795,"401150","Pneumatic tyres new of rubber for bicycles","6digit","Pneumatic tyres new of rubber for bicycles","","Pneumatic tyres new of rubber for bicycles","",1130.0
6796,"401191","Pneumatic tyres new of rubber nes, herring-bone tread","6digit","Pneumatic tyres new of rubber nes, herring-bone tread","","Pneumatic tyres new of rubber nes, herring-bone tread","",1130.0
6797,"401199","Pneumatic tyres new of rubber nes","6digit","Pneumatic tyres new of rubber nes","","Pneumatic tyres new of rubber nes","",1130.0
6798,"401210","Retreaded tyres","6digit","Retreaded tyres","","Retreaded tyres","",1131.0
6799,"401220","Pneumatic tyres used","6digit","Pneumatic tyres used","","Pneumatic tyres used","",1131.0
6800,"401290","Solid or cushioned tyres, interchangeable treads","6digit","Solid or cushioned tyres, interchangeable treads","","Solid or cushioned tyres, interchangeable treads","",1131.0
6801,"401310","Inner tubes of rubber for motor vehicles","6digit","Inner tubes of rubber for motor vehicles","","Inner tubes of rubber for motor vehicles","",1132.0
6802,"401320","Inner tubes of rubber for bicycles","6digit","Inner tubes of rubber for bicycles","","Inner tubes of rubber for bicycles","",1132.0
6803,"401390","Inner tubes of rubber except bicycle or motor vehicle","6digit","Inner tubes of rubber except bicycle or motor vehicle","","Inner tubes of rubber except bicycle or motor vehicle","",1132.0
6804,"401410","Sheath contraceptives","6digit","Sheath contraceptives","","Sheath contraceptives","",1133.0
6805,"401490","Rubber hygienic, pharmacy items except contraceptives","6digit","Rubber hygienic, pharmacy items except contraceptives","","Rubber hygienic, pharmacy items except contraceptives","",1133.0
6806,"401511","Rubber surgical gloves","6digit","Rubber surgical gloves","","Rubber surgical gloves","",1134.0
6807,"401519","Gloves other than surgical, of rubber","6digit","Gloves other than surgical, of rubber","","Gloves other than surgical, of rubber","",1134.0
6808,"401590","Clothing and accessories except gloves, of rubber","6digit","Clothing and accessories except gloves, of rubber","","Clothing and accessories except gloves, of rubber","",1134.0
6809,"401610","Articles of cellular rubber","6digit","Articles of cellular rubber","","Articles of cellular rubber","",1135.0
6810,"401691","Floor coverings, mats of rubber except cellular, hard","6digit","Floor coverings, mats of rubber except cellular, hard","","Floor coverings, mats of rubber except cellular, hard","",1135.0
6811,"401692","Erasers (vulcanised rubber)","6digit","Erasers (vulcanised rubber)","","Erasers (vulcanised rubber)","",1135.0
6812,"401693","Gaskets, washers and other seals of vulcanised rubber","6digit","Gaskets, washers and other seals of vulcanised rubber","","Gaskets, washers and other seals of vulcanised rubber","",1135.0
6813,"401694","Boat and dock fenders, of vulcanised rubber","6digit","Boat and dock fenders, of vulcanised rubber","","Boat and dock fenders, of vulcanised rubber","",1135.0
6814,"401695","Rubber articles, inflatable nes, vulcanised rubber","6digit","Rubber articles, inflatable nes, vulcanised rubber","","Rubber articles, inflatable nes, vulcanised rubber","",1135.0
6815,"401699","Articles of vulcanised rubber nes, except hard rubber","6digit","Articles of vulcanised rubber nes, except hard rubber","","Articles of vulcanised rubber nes, except hard rubber","",1135.0
6816,"401700","Hard rubber (eg ebonite) in all forms, articles,scrap","6digit","Hard rubber (eg ebonite) in all forms, articles,scrap","","Hard rubber (eg ebonite) in all forms, articles,scrap","",1136.0
6817,"410110","Bovine skins, whole, raw","6digit","Bovine skins, whole, raw","","Bovine skins, whole, raw","",1137.0
6818,"410121","Bovine hides, whole, fresh or wet-salted","6digit","Bovine hides, whole, fresh or wet-salted","","Bovine hides, whole, fresh or wet-salted","",1137.0
6819,"410122","Butts and bends, bovine, fresh or wet-salted","6digit","Butts and bends, bovine, fresh or wet-salted","","Butts and bends, bovine, fresh or wet-salted","",1137.0
6820,"410129","Hide sections, bovine, nes, fresh or wet-salted","6digit","Hide sections, bovine, nes, fresh or wet-salted","","Hide sections, bovine, nes, fresh or wet-salted","",1137.0
6821,"410130","Bovine hides, raw, nes","6digit","Bovine hides, raw, nes","","Bovine hides, raw, nes","",1137.0
6822,"410140","Equine hides and skins, raw","6digit","Equine hides and skins, raw","","Equine hides and skins, raw","",1137.0
6823,"410210","Sheep or lamb skins, raw, wool on, except Persian etc","6digit","Sheep or lamb skins, raw, wool on, except Persian etc","","Sheep or lamb skins, raw, wool on, except Persian etc","",1138.0
6824,"410221","Sheep or lamb skins, pickled, without wool","6digit","Sheep or lamb skins, pickled, without wool","","Sheep or lamb skins, pickled, without wool","",1138.0
6825,"410229","Sheep or lamb skins, raw, except pickled, no wool","6digit","Sheep or lamb skins, raw, except pickled, no wool","","Sheep or lamb skins, raw, except pickled, no wool","",1138.0
6826,"410310","Goat or kid hides and skins, raw, nes","6digit","Goat or kid hides and skins, raw, nes","","Goat or kid hides and skins, raw, nes","",1139.0
6827,"410320","Reptile skins, raw","6digit","Reptile skins, raw","","Reptile skins, raw","",1139.0
6828,"410390","Raw hide/skins except bovine/equine/sheep/goat/reptil","6digit","Raw hide/skins except bovine/equine/sheep/goat/reptil","","Raw hide/skins except bovine/equine/sheep/goat/reptil","",1139.0
6829,"410410","Bovine skin leather, whole","6digit","Bovine skin leather, whole","","Bovine skin leather, whole","",1140.0
6830,"410421","Bovine leather, vegetable pre-tanned except whole ski","6digit","Bovine leather, vegetable pre-tanned except whole ski","","Bovine leather, vegetable pre-tanned except whole ski","",1140.0
6831,"410422","Bovine leather, otherwise pre-tanned except whole ski","6digit","Bovine leather, otherwise pre-tanned except whole ski","","Bovine leather, otherwise pre-tanned except whole ski","",1140.0
6832,"410429","Bovine and equine leather, tanned or retanned, nes","6digit","Bovine and equine leather, tanned or retanned, nes","","Bovine and equine leather, tanned or retanned, nes","",1140.0
6833,"410431","Bovine and equine leather, full or split grain, nes","6digit","Bovine and equine leather, full or split grain, nes","","Bovine and equine leather, full or split grain, nes","",1140.0
6834,"410439","Bovine and equine leather, nes","6digit","Bovine and equine leather, nes","","Bovine and equine leather, nes","",1140.0
6835,"410511","Sheep or lamb skin leather, vegetable pre-tanned","6digit","Sheep or lamb skin leather, vegetable pre-tanned","","Sheep or lamb skin leather, vegetable pre-tanned","",1141.0
6836,"410512","Sheep or lamb skin leather, otherwise pre-tanned","6digit","Sheep or lamb skin leather, otherwise pre-tanned","","Sheep or lamb skin leather, otherwise pre-tanned","",1141.0
6837,"410519","Sheep or lamb skin leather, tanned or retanned, nes","6digit","Sheep or lamb skin leather, tanned or retanned, nes","","Sheep or lamb skin leather, tanned or retanned, nes","",1141.0
6838,"410520","Sheep or lamb skin leather, nes","6digit","Sheep or lamb skin leather, nes","","Sheep or lamb skin leather, nes","",1141.0
6839,"410611","Goat or kid skin leather, vegetable pre-tanned","6digit","Goat or kid skin leather, vegetable pre-tanned","","Goat or kid skin leather, vegetable pre-tanned","",1142.0
6840,"410612","Goat or kid skin leather, otherwise pre-tanned","6digit","Goat or kid skin leather, otherwise pre-tanned","","Goat or kid skin leather, otherwise pre-tanned","",1142.0
6841,"410619","Goat or kid skin leather, tanned or retanned, nes","6digit","Goat or kid skin leather, tanned or retanned, nes","","Goat or kid skin leather, tanned or retanned, nes","",1142.0
6842,"410620","Goat or kid skin leather, nes","6digit","Goat or kid skin leather, nes","","Goat or kid skin leather, nes","",1142.0
6843,"410710","Swine leather","6digit","Swine leather","","Swine leather","",1143.0
6844,"410721","Reptile leather, vegetable pre-tanned","6digit","Reptile leather, vegetable pre-tanned","","Reptile leather, vegetable pre-tanned","",1143.0
6845,"410729","Reptile leather, other than vegetable pre-tanned","6digit","Reptile leather, other than vegetable pre-tanned","","Reptile leather, other than vegetable pre-tanned","",1143.0
6846,"410790","Leather, of animals nes","6digit","Leather, of animals nes","","Leather, of animals nes","",1143.0
6847,"410800","Chamois (including combination chamois) leather","6digit","Chamois (including combination chamois) leather","","Chamois (including combination chamois) leather","",1144.0
6848,"410900","Patent leather, metallised leather","6digit","Patent leather, metallised leather","","Patent leather, metallised leather","",1145.0
6849,"411000","Parings and other waste of leather","6digit","Parings and other waste of leather","","Parings and other waste of leather","",1146.0
6850,"411100","Composition leather, in slabs, sheets or strip","6digit","Composition leather, in slabs, sheets or strip","","Composition leather, in slabs, sheets or strip","",1147.0
6851,"420100","Saddlery and harness, of any material","6digit","Saddlery and harness, of any material","","Saddlery and harness, of any material","",1148.0
6852,"420211","Trunks, suit-cases/etc, outer surface leather","6digit","Trunks, suit-cases/etc, outer surface leather","","Trunks, suit-cases/etc, outer surface leather","",1149.0
6853,"420212","Trunks, suit-cases, etc, outer surface plastic/textil","6digit","Trunks, suit-cases, etc, outer surface plastic/textil","","Trunks, suit-cases, etc, outer surface plastic/textil","",1149.0
6854,"420219","Trunks, suit-cases and similar containers, outer nes","6digit","Trunks, suit-cases and similar containers, outer nes","","Trunks, suit-cases and similar containers, outer nes","",1149.0
6855,"420221","Handbags with outer surface of leather","6digit","Handbags with outer surface of leather","","Handbags with outer surface of leather","",1149.0
6856,"420222","Handbags with outer surface plastics, textile materia","6digit","Handbags with outer surface plastics, textile materia","","Handbags with outer surface plastics, textile materia","",1149.0
6857,"420229","Handbags, of vulcanised fibre or paperboard","6digit","Handbags, of vulcanised fibre or paperboard","","Handbags, of vulcanised fibre or paperboard","",1149.0
6858,"420231","Articles for pocket or handbag, leather outer surface","6digit","Articles for pocket or handbag, leather outer surface","","Articles for pocket or handbag, leather outer surface","",1149.0
6859,"420232","Articles for pocket or handbag, plastic, textile oute","6digit","Articles for pocket or handbag, plastic, textile oute","","Articles for pocket or handbag, plastic, textile oute","",1149.0
6860,"420239","Articles for pocket or handbag, nes","6digit","Articles for pocket or handbag, nes","","Articles for pocket or handbag, nes","",1149.0
6861,"420291","Containers nes, outer surface of leather","6digit","Containers nes, outer surface of leather","","Containers nes, outer surface of leather","",1149.0
6862,"420292","Containers nes, outer surface plastic or textile","6digit","Containers nes, outer surface plastic or textile","","Containers nes, outer surface plastic or textile","",1149.0
6863,"420299","Gun, musical instrument, camera, etc cases, nes","6digit","Gun, musical instrument, camera, etc cases, nes","","Gun, musical instrument, camera, etc cases, nes","",1149.0
6864,"420310","Articles of apparel of leather or composition leather","6digit","Articles of apparel of leather or composition leather","","Articles of apparel of leather or composition leather","",1150.0
6865,"420321","Leather, composition sports gloves, mittens and mitts","6digit","Leather, composition sports gloves, mittens and mitts","","Leather, composition sports gloves, mittens and mitts","",1150.0
6866,"420329","Leather, composition gloves & mittens except sports","6digit","Leather, composition gloves & mittens except sports","","Leather, composition gloves & mittens except sports","",1150.0
6867,"420330","Belts and bandoliers of leather or composition leathe","6digit","Belts and bandoliers of leather or composition leathe","","Belts and bandoliers of leather or composition leathe","",1150.0
6868,"420340","Clothing accessories nes, of leather or composition","6digit","Clothing accessories nes, of leather or composition","","Clothing accessories nes, of leather or composition","",1150.0
6869,"420400","Articles of leather & composition for technical uses","6digit","Articles of leather & composition for technical uses","","Articles of leather & composition for technical uses","",1151.0
6870,"420500","Articles of leather and composition leather, nes","6digit","Articles of leather and composition leather, nes","","Articles of leather and composition leather, nes","",1152.0
6871,"420610","Articles of catgut","6digit","Articles of catgut","","Articles of catgut","",1153.0
6872,"420690","Articles of gut, goldbeater skin, bladder, tendons ne","6digit","Articles of gut, goldbeater skin, bladder, tendons ne","","Articles of gut, goldbeater skin, bladder, tendons ne","",1153.0
6873,"430110","Raw mink furskins, whole","6digit","Raw mink furskins, whole","","Raw mink furskins, whole","",1154.0
6874,"430120","Raw rabbit or hare furskins, whole","6digit","Raw rabbit or hare furskins, whole","","Raw rabbit or hare furskins, whole","",1154.0
6875,"430130","Raw Persian and similar lamb furskins, whole","6digit","Raw Persian and similar lamb furskins, whole","","Raw Persian and similar lamb furskins, whole","",1154.0
6876,"430140","Raw beaver furskins, whole","6digit","Raw beaver furskins, whole","","Raw beaver furskins, whole","",1154.0
