code	level	name_en	name_es	name_short_es	name_short_en
5808	4digit	Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles	Trenzas en pieza; artículos de pasamanería y artículos ornamentales análogos, en pieza, sin bordar, excepto los de punto; bellotas, madroños, pompones, borlas y artículos similares.	Trenzas en pieza	Braids in piece
5809	4digit	Woven fabrics of metal thread and woven fabrics of metalized yarn of heading 5605, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included (229)	Tejidos de hilos de metal y tejidos de hilados metálicos o de hilados textiles metalizados de la partida 56.05, de los tipos utilizados en prendas de vestir, tapicería o usos similares, no expresados ni comprendidos en otra parte.	Tejidos de hilos de metal	Woven fabric incorporating metal threads
5810	4digit	Embroidery in the piece, in strips or in motifs	Bordados en pieza, tiras o motivos.	Bordados en pieza, tiras o motivos	Embroidery in the piece, in strips or in motifs
5811	4digit	Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 5810:	Productos textiles acolchados en pieza, constituidos por una o varias capas de materia textil combinadas con una materia de relleno y mantenidas mediante puntadas u otro modo de sujeción, excepto los bordados de la partida 58.10.	Productos textiles acolchados en pieza	Quilted textile products
5901	4digit	Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like; tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations	Telas recubiertas de cola o materias amiláceas, de los tipos utilizados para encuadernación, cartonaje, estuchería o usos similares; transparentes textiles para calcar o dibujar; lienzos preparados para pintar; bucarán y telas rígidas similares de los tipos utilizados en sombrerería.	Telas recubiertas de cola	Textile fabrics coated with gum
5902	4digit	Tire cord fabric of high tenacity yarn of nylon or other poly- amides, polyesters or viscose rayon	Napas tramadas para neumáticos fabricadas con hilados de alta tenacidad de nailon o demás poliamidas, de poliésteres o de rayón viscosa.	Napas tramadas para neumáticos	Tire cord fabric
5903	4digit	Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 5902	Telas impregnadas, recubiertas, revestidas o estratificadas con plástico, excepto las de la partida 59.02.	Telas impregnadas con plástico	Textile fabrics impregnated with plastics
5904	4digit	Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape	Linóleo, incluso cortado; revestimientos para el suelo formados por un recubrimiento o revestimiento aplicado sobre un soporte textil, incluso cortados.	Linóleo	Linoleum
5905	4digit	Textile wall coverings:	Revestimientos de materia textil para paredes.	Revestimientos de materia textil para paredes	Textile wall coverings
5906	4digit	Rubberized textile fabrics, other than those of heading 5902	Telas cauchutadas, excepto las de la partida 59.02.	Telas cauchutadas	Rubberized textile fabrics
5907	4digit	Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like:	Las demás telas impregnadas, recubiertas o revestidas; lienzos pintados para decoraciones de teatro, fondos de estudio o usos análogos.	Otras telas impregnadas o revestidas	Other textile fabrics impregnated, coated or covered
5908	4digit	Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated	Mechas de materia textil tejida, trenzada o de punto, para lámparas, hornillos, mecheros, velas o similares; manguitos de incandescencia y tejidos de punto tubulares utilizados para su fabricación, incluso impregnados.	Mechas de materia textil	Textile wicks
5909	4digit	Textile hosepiping and similar textile tubing, with or without lining, armor or accessories of other materials:	Mangueras para bombas y tubos similares, de materia textil, incluso con armadura o accesorios de otras materias.	Mangueras textiles para bombas	Textile hosepiping and similar tubing
5910	4digit	Transmission or conveyor belts or belting, of textile material, whether or not impregnated, coated, covered or laminated with plastics, or reinforced with metal or other material:	Correas transportadoras o de transmisión, de materia textil, incluso impregnadas, recubiertas, revestidas o estratificadas con plástico o reforzadas con metal u otra materia.	Correas transportadoras, de materia textil	Transmission belts or belting, of textile material
5911	4digit	Textile products and articles, for technical uses, specified in note 7 to this chapter	Productos y artículos textiles para usos técnicos mencionados en la Nota 7 de este Capítulo.	Artículos textiles para usos técnicos	Textile articles for technical use
6001	4digit	Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted	Terciopelo, felpa (incluidos los tejidos de punto “de pelo largo”) y tejidos con bucles, de punto.	Terciopelo, felpa y tejidos con bucles, de punto	Pile fabrics, knit
6002	4digit	Knitted or crocheted fabrics of a width not exceeding 30 cm, containing by weight 5 percent or more of elastomeric yarn or rubber thread, other than those of heading 6001	Tejidos de punto de anchura inferior o igual a 30 cm, con un contenido de hilados de elastómeros o de hilos de caucho superior o igual al 5% en peso, excepto los de la partida 60.01.	Tejidos de punto de anchura < 30 cm, caucho > 5%	Knit fabric, width <30 cm, >5% elastomer
6003	4digit	Knitted or crocheted fabrics of a width not exceeding 30 cm, other than those of heading 6001 or 6002:	Tejidos de punto de anchura inferior o igual a 30 cm, excepto los de las partidas 60.01 ó 60.02.	Tejidos de punto, anchura < 30 cm	Knit fabric, width < 30 cm
6004	4digit	Knitted or crocheted fabrics of a width exceeding 30 cm, containing by weight 5 percent or more of elastomeric yarn or rubber thread, other than those of heading 6001:	Tejidos de punto de anchura superior a 30 cm, con un contenido de hilados de elastómeros o de hilos de caucho superior o igual al 5% en peso, excepto los de la partida 60.01.	Tejidos de punto, anchura > 30 cm, >5% elastómer	Knit fabric, width > 30 cm, >5% elastomer
6005	4digit	Warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004:	Tejidos de punto por urdimbre (incluidos los obtenidos en telares de pasamanería), excepto los de las partidas 60.01 a 60.04.	Tejidos de punto por urdimbre	Warp knit fabrics
6006	4digit	Other knitted or crocheted fabrics:	Los demás tejidos de punto.	Los demás tejidos de punto	Other knit fabrics
6101	4digit	Men's or boys' overcoats, carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles, knitted or crocheted, other than those of heading 6103	Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, de punto, para hombres o niños, excepto los artículos de la partida 61.03.	Abrigos para hombres, de punto	Men's overcoats, knit
6102	4digit	Women's or girls' overcoats, carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles, knitted or crocheted, other than those of heading 6104	Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, de punto, para mujeres o niñas, excepto los artículos de la partida 61.04.	Abrigos para mujeres, de punto	Women's overcoats, knit
6103	4digit	Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted	Trajes (ambos o ternos), conjuntos, chaquetas (sacos), pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), de punto, para hombres o niños.	Trajes para hombres, de punto	Men's suits, knit
6104	4digit	Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted	Trajes sastre, conjuntos, chaquetas (sacos), vestidos, faldas, faldas pantalón, pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), de punto, para mujeres o niñas.	Trajes para mujeres, de punto	Women's suits, knit
6105	4digit	Men's or boys' shirts, knitted or crocheted	Camisas de punto para hombres o niños.	Camisas para hombres, de punto	Men's shirts, knit
6106	4digit	Women's or girls' blouses and shirts, knitted or crocheted	Camisas, blusas y blusas camiseras, de punto, para mujeres o niñas.	Camisas para mujeres, de punto	Women's shirts, knit
6107	4digit	Men's or boys' underpants, briefs, nightshirts, pajamas, bathrobes, dressing gowns and similar articles, knitted or crocheted	Calzoncillos (incluidos los largos y los slips), camisones, pijamas, albornoces de baño, batas de casa y artículos similares, de punto, para hombres o niños.	Calzoncillos para hombres, de punto	Men's undergarments, knit
6108	4digit	Women's or girls' slips, petticoats, briefs, panties, night-dresses, pajamas, negligees, bathrobes, dressing gowns and similar articles, knitted or crocheted	Combinaciones, enaguas, bragas (bombachas, calzones) (incluso las que no llegan hasta la cintura), camisones, pijamas, saltos de cama, albornoces de baño, batas de casa y artículos similares, de punto, para mujeres o niñas.	Ropa interior para mujeres, de punto	Women's undergarments, knit
6109	4digit	T-shirts, singlets, tank tops and similar garments, knitted or crocheted	“T-shirts” y camisetas, de punto.	“T-shirts” y camisetas, de punto	T-shirts, knit
6110	4digit	Sweaters, pullovers, sweatshirts, waistcoats (vests) and similar articles, knitted or crocheted	Suéteres (jerseys), "pullovers", "cardigans", chalecos y artículos similares, incluidos los "sous-pull", de punto.	Suéteres (jerseys) y artículos similares, de punto	Sweaters, pullovers, sweatshirts etc., knit
6111	4digit	Babies' garments and clothing accessories, knitted or crocheted	Prendas y complementos (accesorios), de vestir, de punto, para bebés.	Prendas para bebés, de punto	Babies' garments, knit
6112	4digit	Track suits, ski-suits and swimwear, knitted or crocheted	Conjuntos de abrigo para entrenamiento o deporte (chandales), monos (overoles) y conjuntos de esquí y bañadores, de punto.	Ropa deportiva, de punto	Activewear, knit
6113	4digit	Garments, made up of knitted or crocheted fabrics of heading 5903, 5906 or 5907:	Prendas de vestir confeccionadas con tejidos de punto de las partidas 59.03, 59.06 ó 59.07.	Prendas de vestir de punto con tejidos impregnados	Garments knit with impregnated fibers
6114	4digit	Other garments, knitted or crocheted	Las demás prendas de vestir, de punto.	Las demás prendas de vestir, de punto	Other garments, knit
6115	4digit	Panty hose, tights, stockings, socks and other hosiery, including graduated compression hosiery (for example, stockings for varicose veins) and footwear without applied soles, knitted or crocheted	Calzas, panty-medias, leotardos, medias, calcetines y demás artículos de calcetería, incluso de compresión progresiva (por ejemplo, medias para várices), de punto.	Medias, calzas, etc., de punto	Socks, stockings, etc., knit
6116	4digit	Gloves, mittens and mitts, knitted or crocheted	Guantes, mitones y manoplas, de punto.	Guantes, de punto	Gloves, knit
6117	4digit	Other made up clothing accessories, knitted or crocheted; knitted or crocheted parts of garments or of clothing accessories	Los demás complementos (accesorios) de vestir confeccionados, de punto; partes de prendas o de complementos (accesorios), de vestir, de punto.	Los demás complementos de vestir, de punto	Other clothing accesories, knit
6201	4digit	Men's or boys' overcoats,carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles(including padded, sleeveless jackets), other than those of heading 6203	Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, para hombres o niños, excepto los artículos de la partida 62.03.	Abrigos para hombres	Men's overcoats, not knit
6202	4digit	Women's or girls' overcoats,carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles(including padded, sleeveless jackets), other than those of heading 6204	Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, para mujeres o niñas, excepto los artículos de la partida 62.04.	Abrigos para mujeres	Womens overcoats, not knit
6203	4digit	Men's or boys' suits, ensembles, suit-type jackets,blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear)	Trajes (ambos o ternos), conjuntos, chaquetas (sacos), pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), para hombres o niños.	Trajes y pantalones para hombres	Men's suits and pants
6204	4digit	Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts,divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear)	Trajes sastre, conjuntos, chaquetas (sacos), vestidos, faldas, faldas pantalón, pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), para mujeres o niñas.	Trajes y pantalones para mujeres	Women's suits and pants
6205	4digit	Men's or boys' shirts	Camisas para hombres o niños.	Camisas para hombres	Men's shirts
6206	4digit	Women's or girls' blouses, shirts and shirt-blouses	Camisas, blusas y blusas camiseras, para mujeres o niñas.	Camisas para mujeres	Women's shirts
6207	4digit	Men's or boys' singlets and other undershirts, underpants, briefs, nightshirts, pajamas, bathrobes,dressing gowns and similar articles	Camisetas, calzoncillos (incluidos los largos y los slips), camisones, pijamas, albornoces de baño, batas de casa y artículos similares, para hombres o niños.	Ropa interior para hombres	Men's undergarments
6208	4digit	Women's or girls' singlets and other undershirts, slips, petticoats, briefs,panties, nightdresses, pajamas, negligees, bathrobes, dressing gowns and similar articles	Camisetas, combinaciones, enaguas, bragas (bombachas, calzones) (incluso las que no llegan hasta la cintura), camisones, pijamas, saltos de cama, albornoces de baño, batas de casa y artículos similares, para mujeres o niñas.	Ropa interior para mujeres	Women's undergarments
6209	4digit	Babies' garments and clothing accessories	Prendas y complementos (accesorios), de vestir, para bebés.	Prendas de vestir para bebés	Babies' garments
6210	4digit	Garments, made up of fabrics of heading 5602, 5603, 5903, 5906 or 5907	Prendas de vestir confeccionadas con productos de las partidas nos 56.02, 56.03, 59.03, 59.06 ó 59.07.	Prendas de vestir de fieltro o tela sin tejer	Garments made of textile felts and nonwoven fabric
6211	4digit	Track suits, ski-suits and swimwear; other garments	Conjuntos de abrigo para entrenamiento o deporte (chandales), monos (overoles) y conjuntos de esquí y “trajes de baño” (bañadores); las demás prendas de vestir.	Ropa deportiva	Activewear
6212	4digit	Brassieres, girdles, corsets, braces, suspenders, garters and similar articles and parts thereof, whether or not knitted or crocheted	Sostenes (corpiños), fajas, corsés, tirantes (tiradores), ligas y artículos similares, y sus partes, incluso de punto.	Sostenes y artículos similares	Brassieres
6213	4digit	Handkerchiefs	Pañuelos de bolsillo.	Pañuelos de bolsillo	Handkerchiefs
6214	4digit	Shawls, scarves, mufflers,mantillas, veils and the like	Chales, pañuelos de cuello, bufandas, mantillas, velos y artículos similares.	Chales, pañuelos de cuello, etc	Shawls, scarves, etc.
6215	4digit	Ties, bow ties and cravats	Corbatas y lazos similares.	Corbatas y lazos similares	Ties, bow ties and cravats
6216	4digit	Gloves, mittens and mitts:	Guantes, mitones y manoplas.	Guantes	Gloves
6217	4digit	Other made up clothing accessories; parts of garments or of clothing accessories, other than thoseof heading 6212	Los demás complementos (accesorios) de vestir confeccionados; partes de prendas o de complementos (accesorios), de vestir, excepto las de la partida 62.12.	Los demás complementos de vestir	Other clothing accesories
6301	4digit	Blankets and traveling rugs	Mantas.	Mantas	Blankets
6302	4digit	Bed linen, table linen, toilet linen and kitchen linen	Ropa de cama, mesa, tocador o cocina.	Ropa de cama	House linen
6303	4digit	Curtains (including drapes) and interior blinds; curtain or bed valances	Visillos y cortinas; guardamalletas y rodapiés de cama.	Visillos y cortinas	Curtains
6304	4digit	Other furnishing articles, excluding those of heading 9404	Los demás artículos de tapicería, excepto los de la partida 94.04.	Los demás artículos de tapicería	Other furnishing articles
6305	4digit	Sacks and bags, of a kind used for the packing of goods	Sacos (bolsas) y talegas, para envasar.	Sacos para envasar	Bags for packing goods
6306	4digit	Tarpaulins, awnings and sunblinds; tents; sails for boats, sailboards or landcraft; camping goods	Toldos de cualquier clase; tiendas (carpas); velas para embarcaciones, deslizadores o vehículos terrestres; artículos de acampar.	Toldos, velámenes y artículos de acampar	Tarpaulins, tents, sails etc.
6307	4digit	Other made up articles, including dress patterns	Los demás artículos confeccionados, incluidos los patrones para prendas de vestir.	Los demás artículos confeccionados	Other made up articles
6308	4digit	Needlecraft sets of woven fabric & yarn, retail pack	Juegos constituidos por piezas de tejido e hilados, incluso con accesorios, para la confección de alfombras, tapicería, manteles o servilletas bordados o de artículos textiles similares, en envases para la venta al por menor.	Juegos de tejido e hilados	Needlecraft sets of woven fabric and yarn
6309	4digit	Used clothes and textiles	Artículos de prendería.	Artículos de prendería	Used clothes and textiles
6310	4digit	Used or new rags, scrap twine, cordage, rope and cables, and worn out articles of twine, cordage, rope or cables, of textile materials	Trapos; cordeles, cuerdas y cordajes, de materia textil, en desperdicios o en artículos inservibles.	Trapos y cordajes textiles en desperdicios	Used or new rags textile scraps
6401	4digit	Waterproof footwear with outer soles and uppers of rubber or plastics, the uppers of which are neither fixed to the sole nor assembled by stitching, riveting, nailing, screwing, plugging or similar processes	Calzado impermeable con suela y parte superior de caucho o plástico, cuya parte superior no se haya unido a la suela por costura o por medio de remaches, clavos, tornillos, espigas o dispositivos similares, ni se haya formado con diferentes partes unidas de la misma manera.	Calzado impermeable	Waterproof footwear
6402	4digit	Other footwear with outer soles and uppers of rubber or plastics	Los demás calzados con suela y parte superior de caucho o plástico.	Los demás calzados de caucho o plástico	Other footwear of rubber or plastics
6403	4digit	Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of leather	Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de cuero natural.	Calzado de cuero	Leather footwear
6404	4digit	Footwear with outer soles of rubber, plastics, leather or composition leather and uppers of textile materials	Calzado con suela de caucho, plástico, cuero natural o regenerado y parte superior de materia textil.	Calzado de materia textil	Textile footwear
6405	4digit	Other footwear	Los demás calzados.	Los demás calzados	Other footwear
6406	4digit	Parts of footwear (including uppers whether or not attached to soles other than outer soles); removable insoles, heel cushions and similar articles; gaiters, leggings and similar articles, and parts thereof	Partes de calzado (incluidas las partes superiores fijadas a las palmillas distintas de la suela); plantillas, taloneras y artículos similares, amovibles; polainas y artículos similares, y sus partes.	Partes de calzado	Parts of footwear
6501	4digit	Hat forms, hat bodies and hoods of felt, neither blocked to shape nor with made brims; plateaux and manchons (including slit manchons), of felt:	Cascos sin ahormado ni perfilado del ala, platos (discos) y cilindros, aunque estén cortados en el sentido de la altura, de fieltro, para sombreros.	Gorras, de múltiples formas	Hat forms
6502	4digit	Hat shapes, plaited or made by assembling strips of any material, neither blocked to shape, nor with made brims, not lined, nor trimmed:	Cascos para sombreros, trenzados o fabricados por unión de tiras de cualquier materia, sin ahormado ni perfilado del ala y sin guarnecer.	Cascos para sombreros	Hat shapes
6503	4digit	Felt hats & other felt headgear	Sombreros y demas tocados de fieltro fabricados con cascos o platos dela partida 65.01, incluso guarnecidos.	Sombreros y demás tocados de fieltro	Felt hats
6504	4digit	Hats and other headgear, plaited or made by assembling strips of any material, whether or not lined or trimmed:	Sombreros y demás tocados, trenzados o fabricados por unión de tiras de cualquier materia, incluso guarnecidos.	Sombreros	Hats
6505	4digit	Hats and other headgear, knitted or crocheted, or made up from lace, felt or other textile fabric, in the piece (but not in strips), whether or not lined or trimmed; hair-nets of any material, whether or not lined or trimmed	Sombreros y demás tocados, de punto o confeccionados con encaje, fieltro u otro producto textil, en pieza (pero no en tiras), incluso guarnecidos; redecillas para el cabello, de cualquier materia, incluso guarnecidas.	Gorras, de punto	Hats, knit
6506	4digit	Other headgear, whether or not lined or trimmed	Los demás sombreros y tocados, incluso guarnecidos.	Los demás sombreros y tocados	Other headgear
6507	4digit	Headbands, linings, covers, hat foundations, hat frames, peaks (visors) and chin straps, for headgear	Desudadores, forros, fundas, armaduras, viseras y barboquejos (barbijos), para sombreros y demás tocados.	Desudadores	Headbands
6601	4digit	Umbrellas and sun umbrellas (including walking-stick umbrellas, garden umbrellas and similar umbrellas)	Paraguas, sombrillas y quitasoles (incluidos los paraguas bastón, los quitasoles toldo y artículos similares).	Paraguas	Umbrellas
6602	4digit	Walking-sticks, seat-sticks, whips, riding-crops and the like	Bastones, bastones asiento, látigos, fustas y artículos similares.	Bastones	Walking sticks
6603	4digit	Parts, trimmings and accessories of articles of heading 6601 or 6602	Partes, guarniciones y accesorios para los artículos de las partidas 66.01 ó 66.02.	Piezas de paraguas o bastones	Parts of umbrellas or walking sticks
6701	4digit	Skins and other parts of birds with their feathers or down, feathers, parts of feathers, down and articles thereof (other than goods of heading 0505 and worked quills and scapes):	Pieles y demás partes de ave con sus plumas o plumón; plumas, partes de plumas, plumón y artículos de estas materias, excepto los productos de la partida 05.05 y los cañones y astiles de plumas, trabajados.	Plumas o plumón	Feathers or down
6702	4digit	Artificial flowers, foliage and fruit and parts thereof; articles made of artificial flowers, foliage or fruit	Flores, follaje y frutos, artificiales, y sus partes; artículos confeccionados con flores, follaje o frutos, artificiales.	Flores artificiales	Artificial flowers
6703	4digit	Human hair, dressed, thinned, bleached or otherwise worked; wool or other animal hair or other textile materials, prepared for use in making wigs or the like:	Cabello peinado, afinado, blanqueado o preparado de otra forma; lana, pelo u otra materia textil, preparados para la fabricación de pelucas o artículos similares.	Cabello o lana para pelucas	Human animal hair prepared for use in wigs
6704	4digit	Wigs, false beards, eyebrows and eyelashes, switches and the like, of human or animal hair or of textile materials; articles of human hair not elsewhere specified or included	Pelucas, barbas, cejas, pestañas, mechones y artículos análogos, de cabello, pelo o materia textil; manufacturas de cabello no expresadas ni comprendidas en otra parte.	Pelucas	Wigs
6801	4digit	Setts, curbstones and flagstones, of natural stone (except slate)	Adoquines, encintados (bordillos) y losas para pavimentos, de piedra natural (excepto la pizarra).	Losas para pavimentos, de piedra natural	Flagstones, of natural stone
6802	4digit	Worked monumental or building stone (except slate) and articles thereof, other than goods of heading 6801; mosaic cubes and the like, of natural stone (including slate), whether or not on a backing; artificially colored granules, chippings and powder, of	Piedras de talla o de construcción trabajadas (excluida la pizarra) y sus manufacturas, excepto las de la partida 68.01; cubos, dados y artículos similares para mosaicos, de piedra natural (incluida la pizarra), aunque estén sobre soporte; gránulos, tasquiles (fragmentos) y polvo de piedra natural (incluida la pizarra), coloreados artificialmente.	Piedras de construcción trabajadas	Worked building stone
6803	4digit	Worked slate and articles of slate or of agglomerated slate:	Pizarra natural trabajada y manufacturas de pizarra natural o aglomerada.	Pizarra natural trabajada	Worked slate
6804	4digit	Millstones, grindstones, grinding wheels and the like, without frameworks, for grinding, sharpening, polishing, trueing or cutting, hand sharpening or polishing stones, and parts thereof, of natural stone, of agglomerated natural or artificial abrasives,	Muelas y artículos similares, sin bastidor, para moler, desfibrar, triturar, afilar, pulir, rectificar, cortar o trocear, piedras de afilar o pulir a mano, y sus partes, de piedra natural, de abrasivos naturales o artificiales aglomerados o de cerámica, incluso con partes de otras materias.	Muelas y artículos similares para moler	Grindstones
6805	4digit	Natural or artificial abrasive powder or grain, on a base of textile material, of paper, of paperboard or of other materials, whether or not cut to shape or sewn or otherwise made up	Abrasivos naturales o artificiales en polvo o gránulos con soporte de materia textil, papel, cartón u otras materias, incluso recortados, cosidos o unidos de otra forma.	Abrasivos naturales o artificiales en polvo	Natural or artificial abrasive powder
6806	4digit	Slag wool, rock wool and similar mineral wools; exfoliated vermiculite, expanded clays, foamed slag and similar expanded mineral materials; mixtures and articles of heat-insulating, sound-insulating or sound-absorbing mineral materials, other than those o	Lana de escoria, de roca y lanas minerales similares; vermiculita dilatada, arcilla dilatada, espuma de escoria y productos minerales similares dilatados; mezclas y manufacturas de materias minerales para aislamiento térmico o acústico o para la absorción del sonido, excepto las de las partidas 68.11, 68.12 ó del Capítulo 69.	Lanas de escoria, roca y otras minerales	Slag wool, rock wool and similar mineral wools
6807	4digit	Articles of asphalt or of similar material (for example, petroleum bitumen or coal tar pitch)	Manufacturas de asfalto o de productos similares (por ejemplo: pez de petróleo, brea).	Asfalto	Asphalt
6808	4digit	Panels, boards, tiles, blocks and similar articles of vegetable fiber, of straw or of shavings, chips, particles, sawdust or other waste, of wood, agglomerated with cement, plaster or other mineral binders	Paneles, placas, losetas, bloques y artículos similares, de fibra vegetal, paja o viruta, de plaquitas o partículas, o de aserrín o demás desperdicios de madera, aglomerados con cemento, yeso fraguable o demás aglutinantes minerales.	Paneles de fibre vegetal	Panels of vegetable fibers
6809	4digit	Articles of plaster or of compositions based on plaster	Manufacturas de yeso fraguable o de preparaciones a base de yeso fraguable.	Artículos de yeso	Plaster articles
6810	4digit	Articles of cement, of concrete or of artificial stone, whether or not reinforced	Manufacturas de cemento, hormigón o piedra artificial, incluso armadas.	Manufacturas de cemento, hormigón o piedra artificial	Articles of cement, of concrete or of artificial stone
6811	4digit	Articles of asbestos-cement, of cellulose fiber-cement or the like	Manufacturas de amiantocemento, celulosacemento o similares.	Manufacturas de amiantocemento y celulosacemento	Asbestos-cement or cellulose fiber-cement
6812	4digit	Fabricated asbestos fibers; mixtures with a basis of asbestos or with a basis of asbestos and magnesium carbonate; articles of such mixtures or of asbestos (for example, thread, woven fabric, clothing, headgear, footwear, gaskets), whether or not reinforc	Amianto (asbesto) en fibras trabajado; mezclas a base de amianto o a base de amianto y carbonato de magnesio; manufacturas de estas mezclas o de amianto (por ejemplo: hilados, tejidos, prendas de vestir, sombreros y demás tocados, calzado, juntas), incluso armadas, excepto las de las partidas 68.11 ó 68.13.	Amianto fibras	Asbestos fibres
6813	4digit	Friction material and articles thereof (for example, sheets, rolls, strips, segments, discs, washers, pads), not mounted, for brakes, for clutches or the like, with a basis of asbestos, of other mineral substances or of cellulose, whether or not combined	Guarniciones de fricción (por ejemplo: hojas, rollos, tiras, segmentos, discos, arandelas, plaquitas) sin montar, para frenos, embragues o cualquier órgano de frotamiento, a base de amianto (asbesto), de otras sustancias minerales o de celulosa, incluso combinados con textiles o demás materias.	Guarniciones de fricción	Friction material and articles thereof
6814	4digit	Worked mica and articles of mica, including agglomerated or reconstituted mica, whether or not on a support of paper, paperboard or other materials	Mica trabajada y manufacturas de mica, incluida la aglomerada o reconstituida, incluso con soporte de papel, cartón o demás materias.	Mica artículos	Mica articles
6815	4digit	Articles of stone or of other mineral substances (including carbon fibers, articles of carbon fibers and articles of peat), not elsewhere specified or included	Manufacturas de piedra o demás materias minerales (incluidas las fibras de carbono y sus manufacturas y las manufacturas de turba), no expresadas ni comprendidas en otra parte.	Manufacturas de piedra y otros minerales	Articles of stone or of other mineral substances
6901	4digit	Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths	Ladrillos, placas, baldosas y demás piezas cerámicas de harinas silíceas fósiles (por ejemplo: “Kieselguhr”, tripolita, diatomita) o de tierras silíceas análogas.	Ladrillos, placas y demás piezas cerámicas	Bricks, blocks, and other ceramic goods
6902	4digit	Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths	Ladrillos, placas, baldosas y piezas cerámicas análogas de construcción, refractarios, excepto los de harinas silíceas fósiles o de tierras silíceas análogas.	Ladrillos, placas y piezas cerámicas de construcción	Bricks, tiles and similar refractory ceramic constructional goods
6903	4digit	Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those of siliceous fossil meals or of similar siliceous earths	Los demás artículos cerámicos refractarios (por ejemplo: retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas), excepto los de harinas silíceas fósiles o de tierras silíceas análogas.	Los demás artículos cerámicos refractarios	Other refractory ceramic goods
6904	4digit	Ceramic building bricks, flooring blocks, support or filler tiles and the like	Ladrillos de construcción, bovedillas, cubrevigas y artículos similares, de cerámica.	Ladrillos de construcción de cerámica	Ceramic building bricks
6905	4digit	Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods	Tejas, elementos de chimenea, conductos de humo, ornamentos arquitectónicos y demás artículos cerámicos de construcción.	Ornamentos arquitectónicos	Architectural ceramic ornaments
6906	4digit	Ceramic pipes, conduits, guttering and pipe fittings	Tubos, canalones y accesorios de tubería, de cerámica.	Tubos de cerámica	Ceramic pipes
6907	4digit	Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and the like, whether or not on a backing	Placas y baldosas, de cerámica, sin barnizar ni esmaltar, para pavimentación o revestimiento; cubos, dados y artículos similares, de cerámica, para mosaicos, sin barnizar ni esmaltar, incluso con soporte.	Placas y baldosas, de cerámica, sin barnizar	Unglazed ceramic flags and pavers
6908	4digit	Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the like, whether or not on a backing	Placas y baldosas, de cerámica, barnizadas o esmaltadas, para pavimentación o revestimiento; cubos, dados y artículos similares, de cerámica, para mosaicos, barnizados o esmaltados, incluso con soporte.	Placas y baldosas, de cerámica, barnizadas	Glazed ceramic flags and pavers
