id	code	name_es	name_en	level	parent_id	level	Sp Length	En Length	name_short_es	name_short_en	sp short len	en short len
177	2422	Optometristas	Optometrists	4digit	217		13	12	Optometristas	Optometrists	13	12
178	2423	Nutriólogos	Nutritionists	4digit	217		11	13	Nutriólogos	Nutritionists	11	13
179	2424	Especialistas en seguridad e higiene y salud pública	Health and safety, and public health specialists	4digit	217		52	48	Especialistas en seguridad e higiene y salud pública	Health and safety, and public health specialists	52	48
180	2425	Especialistas en medicina tradicional y alternativa	Traditional and alternative medicine specialists	4digit	217		51	48	Especialistas en medicina tradicional y alternativa	Traditional and alternative medicine specialists	51	48
181	2426	Enfermeras especialistas	Nurse specialists	4digit	217		24	17	Enfermeras especialistas	Nurse specialists	24	17
182	2427	Fisioterapeutas, audiólogos y logopedas	Physiotherapists, audiologists and speech therapists	4digit	217		39	52	Fisioterapeutas, audiólogos y logopedas	Physiotherapists, audiologists and speech therapists	39	52
183	2428	Farmacólogos	Pharmacologists	4digit	217		12	15	Farmacólogos	Pharmacologists	12	15
184	25	Auxiliares y técnicos en ciencias económico-administrativas, ciencias sociales, humanistas y en artes	Assistants and technicians in economic and administrative sciences, social sciences, arts and humanities	2digit	114		101	104		Assistants in socio-econ. and admin. sciences, arts and humanities	0	66
185	251	Auxiliares en administración, contabilidad y finanzas	Administration, accounting and finance assistants	3digit	226		53	49	Auxiliares en administración, contabilidad y finanzas	Administration, accounting and finance assistants	53	49
186	2511	Auxiliares en administración, mercadotecnia, comercialización y comercio exterior	Administration, marketing, sales and foreign trade assistants	4digit	228		81	61		Assistants in administration, marketing and foreign trade	0	57
187	2512	Auxiliares en contabilidad, economía, finanzas y agentes de bolsa	Accounting, economics and financial assistants and brokers	4digit	228		65	58		Accounting, economics and financial assistants and brokers	0	58
188	2513	Tramitadores aduanales	Customs brokers	4digit	228		22	15	Tramitadores aduanales	Customs brokers	22	15
189	2514	Valuadores, subastadores y rematadores	Appraisers and auctioneers	4digit	228		38	26	Valuadores, subastadores y rematadores	Appraisers and auctioneers	38	26
190	252	Inspectores públicos	Public inspectors	3digit	226		20	17	Inspectores públicos	Public inspectors	20	17
191	2521	Oficiales del ministerio público y detectives	Official prosecutors and inspectors	4digit	234		45	35	Oficiales del ministerio público y detectives	Official prosecutors and inspectors	45	35
192	2522	Agentes aduanales y fronterizos	Customs and border agents	4digit	234		31	25	Agentes aduanales y fronterizos	Customs and border agents	31	25
193	2523	Agentes de recaudación tributaria y de licencias	Tax and license collection agents	4digit	234		48	33	Agentes de recaudación tributaria y de licencias	Tax and license collection agents	48	33
194	2524	Inspectores en seguridad social, de precios y otros inspectores públicos	Social security and pricing inspectors, and other public inspectors	4digit	234		72	67		Inspectors in social security, pricing and other	0	48
195	253	Auxiliares en ciencias sociales y humanistas	Social and human sciences assistants	3digit	226		44	36	Auxiliares en ciencias sociales y humanistas	Social and human sciences assistants	44	36
196	2531	Auxiliares en ciencias sociales y humanistas	Social and human sciences assistants	4digit	239		44	36	Auxiliares en ciencias sociales y humanistas	Social and human sciences assistants	44	36
197	2532	Auxiliares en servicios jurídicos	Legal services assistants	4digit	239		33	25	Auxiliares en servicios jurídicos	Legal services assistants	33	25
198	2533	Monjas y predicadores	Nuns and preachers	4digit	239		21	18	Monjas y predicadores	Nuns and preachers	21	18
199	254	Diseñadores de modas, industriales, gráficos y decoradores de interiores	Fashion, industrial, graphic and interior designers	3digit	226		72	51		Fashion, industrial, graphic and interior designers	0	51
200	2541	Diseñadores de moda y vestuario	Fashion and clothing designers	4digit	243		31	30	Diseñadores de moda y vestuario	Fashion and clothing designers	31	30
201	2542	Diseñadores industriales	Industrial designers	4digit	243		24	20	Diseñadores industriales	Industrial designers	24	20
202	2543	Diseñadores gráficos	Graphic designers	4digit	243		20	17	Diseñadores gráficos	Graphic designers	20	17
203	2544	Decoradores de interiores, jardines y diversos materiales (tazas, llaveros, etcétera)	Interior decorators, gardens and objects (mugs, key chains, etc.)	4digit	243		85	65		Decorators of interiors, gardens and objects	0	44
204	255	Locutores, animadores y payasos	Broadcasters, entertainers and clowns	3digit	226		31	37	Locutores, animadores y payasos	Broadcasters, entertainers and clowns	31	37
205	2551	Locutores de radio, televisión y otros medios de comunicación	Announcers on radio, television and other media	4digit	251		61	47		Announcers on radio, television and other media	0	47
206	2552	Animadores y organizadores de eventos	Entertainers and event organizers	4digit	251		37	33	Animadores y organizadores de eventos	Entertainers and event organizers	37	33
207	2553	Payasos, mimos y cirqueros	Clowns, mimes and circus performers	4digit	251		26	35	Payasos, mimos y cirqueros	Clowns, mimes and circus performers	26	35
208	256	Deportistas, entrenadores y árbitros	Athletes, coaches and referees	3digit	226		36	30	Deportistas, entrenadores y árbitros	Athletes, coaches and referees	36	30
209	2561	Deportistas	Athletes	4digit	255		11	8	Deportistas	Athletes	11	8
210	2562	Entrenadores deportivos y directores técnicos	Coaches and managers	4digit	255		45	20	Entrenadores deportivos y directores técnicos	Coaches and managers	45	20
211	2563	Árbitros y jueces deportivos	Sports referees and judges	4digit	255		28	26	Árbitros y jueces deportivos	Sports referees and judges	28	26
212	26	Auxiliares y técnicos en ciencias exactas, biológicas, ingeniería, informática y en telecomunicaciones	Assistants and technicians in exact sciences, biological sciences, engineering, informatics and telecommunications	2digit	114		102	114		Assistants in sciences, engineering, and ICT	0	44
213	261	Auxiliares y técnicos en ciencias físicas, matemáticas, biológicas, químicas, del medio ambiente y agronómicas	Assistants and technicians in physics, mathematics, biology, chemistry, environmental and agronomic sciences	3digit	259		110	108		Assistants in physical, biological and environmental sciences	0	61
214	2611	Auxiliares y técnicos en física, matemáticas, estadística y actuaría	Assistants and technicians in physics, mathematics, statistics and actuary	4digit	261		68	74		Assistants in physics, mathematics, statistics and actuary	0	58
215	2612	Auxiliares y técnicos en ciencias biológicas, químicas y del medio ambiente	Assistants and technicians in biological, chemical and environmental sciences	4digit	261		75	77		Assistants in biological, chemical and environmental sciences	0	61
216	2613	Auxiliares y técnicos en agronomía	Agronomy assistants and technicians	4digit	261		34	35	Auxiliares y técnicos en agronomía	Agronomy assistants and technicians	34	35
217	2614	Auxiliares y técnicos en veterinaria, pesca y forestación	Veterinary, fishing and forestry assistants and technicians	4digit	261		57	59	Auxiliares y técnicos en veterinaria, pesca y forestación	Veterinary, fishing and forestry assistants and technicians	57	59
218	262	Auxiliares y técnicos industriales, topógrafos, mineros y dibujantes técnicos	Industrial assistants and technicians, surveyors, miners and technical illustrators	3digit	259		77	83		Industrial assistants, surveyors and technical illustrators	0	59
219	2621	Auxiliares y técnicos industriales y químicos	Industrial and chemical assistants and technicians	4digit	267		45	50	Auxiliares y técnicos industriales y químicos	Industrial and chemical assistants and technicians	45	50
220	2622	Auxiliares y técnicos topógrafos, en hidrología y geología	Assistants, technicians and surveyors in hydrology and geology	4digit	267		58	62	Auxiliares y técnicos topógrafos, en hidrología y geología	Assistants and surveyors in hydrology and geology	58	49
221	2623	Auxiliares y técnicos mineros, metalúrgicos y petroleros	Mining, metallurgy and oil assistants and technicians	4digit	267		56	53	Auxiliares y técnicos mineros, metalúrgicos y petroleros	Mining, metallurgy and oil assistants and technicians	56	53
222	2624	Auxiliares y técnicos en construcción y arquitectura	Construction and architecture assistants and technicians	4digit	267		52	56	Auxiliares y técnicos en construcción y arquitectura	Construction and architecture assistants and technicians	52	56
223	2625	Dibujantes técnicos	Technical draftsman	4digit	267		19	19	Dibujantes técnicos	Technical draftsman	19	19
224	263	Mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración	Mechanics and technicians in maintenance and repair of mechanical equipment, motor vehicles, industrial instruments and refrigeration equipment	3digit	259		144	143		Mechanics and technicians in maintenance and repair	0	51
225	2630	Supervisores de mecánicos y técnicos en mantenimiento y reparación de equipos mecánicos, vehículos de motor, instrumentos industriales y equipo de refrigeración	Supervisors of mechanics and technicians in maintenance and repair of mechanical equipment, motor vehicles, industrial instruments and refrigeration equipment	4digit	273		160	158		Supervisors of mechanics & technicians in maintenance/repair	0	60
226	2631	Técnicos en mantenimiento y reparación de vehículos de motor	Technicians in maintenance and repair of motor vehicles	4digit	273		60	55	Técnicos en mantenimiento y reparación de vehículos de motor	Technicians in maintenance and repair of motor vehicles	60	55
227	2632	Mecánicos en mantenimiento y reparación de vehículos de motor	Mechanics in maintenance and repair of motor vehicles	4digit	273		61	53		Mechanics in maintenance and repair of motor vehicles	0	53
228	2633	Técnicos en mantenimiento y reparación de maquinaria e instrumentos industriales	Technicians in maintenance and repair of industrial machinery and equipment	4digit	273		80	75		Technicians in maintenance/repair of industrial equipment	0	57
229	2634	Mecánicos en mantenimiento y reparación de maquinaria e instrumentos industriales	Mechanics in maintenance and repair of industrial machinery and equipment	4digit	273		81	73		Mechanics in maintenance/repair of industrial equipment	0	55
230	2635	Técnicos en mantenimiento y reparación de instrumentos de precisión y musicales	Technicians in maintenance and repair of precision and musical instruments	4digit	273		79	74		Technicians in repair of precision and musical instrs.	0	54
231	2636	Mecánicos en mantenimiento y reparación de instrumentos de precisión y musicales	Mechanics in maintenance and repair of precision and musical instruments	4digit	273		80	72		Mechanics in repair of precision and musical instrs.	0	52
232	2637	Técnicos en la instalación, reparación y mantenimiento de equipos de refrigeración, climas y aire acondicionado	Technicians for the installation, repair and maintenance of refrigeration and air conditioning equipment.	4digit	273		111	105		Technicians for refrigerators & AC	0	34
233	2638	Mecánicos en instalación, mantenimiento y reparación de equipos de refrigeración, climas y aire acondicionado.	Mechanics for the installation, repair and maintenance of refrigeration and air conditioning equipment.	4digit	273		110	103		Mechanics for refrigerators & AC	0	32
234	2639	Otras ocupaciones de mecánicos y técnicos en el mantenimiento y reparación de equipos mecánicos, vehículos de motor e instrumentos industriales, no clasificados anteriormente	Other types of mechanics and technicians in maintenance and repair of mechanical equipment, motor vehicles, industrial and refrigeration equipment, not included above	4digit	273		174	166		Other types of mechanics & technicians in maintenance	0	53
235	264	Técnicos eléctricos, en electrónica y de equipos en telecomunicaciones y electromecánicos	Electrical, electronics, telecommunications equipment and electromechanical technicians	3digit	259		89	87		Technicias in electronics and ICT	0	33
236	2640	Supervisores de técnicos eléctricos, en electrónica y de equipos en telecomunicaciones y electromecánicos	Supervisors of electrical, electronics, telecommunications equipment and electromechanical technicians	4digit	297		105	102		Supervisors in electronics and ICT	0	34
237	2641	Técnicos eléctricos	Electrical technicians	4digit	297		19	22	Técnicos eléctricos	Electrical technicians	19	22
238	2642	Electricistas y linieros	Electricians and linemen	4digit	297		24	24	Electricistas y linieros	Electricians and linemen	24	24
239	2643	Técnicos en instalación y reparación de equipos electrónicos, telecomunicaciones y electrodoméstico (excepto equipos informáticos)	Technicians for the installation and repair of electronic, telecommunications equipment and home appliances (except for computers)	4digit	297		130	130		Technicians for electronics and home appliances	0	47
240	2644	Trabajadores en instalación y reparación de equipos electrónicos, telecomunicaciones y electrodoméstico (excepto equipos informáticos)	Workers in the installation and repair of electronic, telecommunications equipment and home appliances (except for computers)	4digit	297		134	125		Workers in the installation/repair of electronics and home appliances	0	69
241	2645	Técnicos en reparación de equipos electromecánicos	Technicians for the repair of electromechanical equipment	4digit	297		50	57	Técnicos en reparación de equipos electromecánicos	Technicians for the repair of electromechanical equipment	50	57
242	2646	Trabajadores en reparación de equipos electromecánicos	Workers for the repair of electromechanical equipment	4digit	297		54	53	Trabajadores en reparación de equipos electromecánicos	Workers for the repair of electromechanical equipment	54	53
243	2649	Otros técnicos eléctricos, en electrónica y de equipos en telecomunicaciones y electromecánicos, no clasificados anteriormente	Other electrical, electronics, telecommunications equipment and electromechanical technicians, not included above	4digit	297		126	113		Other electricians and ICT technicians	0	38
244	265	Auxiliares y técnicos en informática y en equipos de comunicaciones y grabación	Assistants and technicians in computing, communications and recording equipment	3digit	259		79	79		Assistants in computing, communications and recording	0	53
245	2651	Técnicos en la instalación y reparación de redes, equipos y en sistemas computacionales	Technicians for the installation and repair of networks, equipment and computer systems	4digit	311		87	87		Technicians for the installation and repair of computer networks	0	64
246	2652	Técnicos en operaciones de equipos de radio	Radio equipment operators	4digit	311		43	25	Técnicos en operaciones de equipos de radio	Radio equipment operators	43	25
247	2653	Auxiliares y técnicos de equipos de grabación y reproducción de video	Assistants and technicians for recording and playback equipment repairing	4digit	311		69	73		Assistants for recording equipment repair	0	41
248	2654	Auxiliares y técnicos de ingeniería de audio, sonido e iluminación	Assistants and technicians for audio, sound and lighting engineering	4digit	311		66	68		Assistants and technicians for audio, sound and lighting	0	56
249	2655	Fotógrafos	Photographers	4digit	311		10	13	Fotógrafos	Photographers	10	13
250	266	Controladores de tráfico aéreo y de otros transportes	Air traffic and other transport controllers	3digit	259		53	43	Controladores de tráfico aéreo y de otros transportes	Air traffic and other transport controllers	53	43
251	2661	Controladores de tráfico aéreo	Air traffic controllers	4digit	318		30	23	Controladores de tráfico aéreo	Air traffic controllers	30	23
252	2662	Controladores de tráfico de otros transportes (terrestre, ferroviario y marítimo)	Other transport traffic controllers (road, rail and sea)	4digit	318		81	56		Other transport traffic controllers (road, rail and sea)	0	56
253	27	Auxiliares y técnicos en educación, instructores y capacitadores	Education, training and coaching assistants and technicians	2digit	114		64	59		Education, training and coaching assistants and technicians	0	59
254	271	Auxiliares y técnicos en educación, instructores y capacitadores	Education, training and coaching assistants and technicians	3digit	322		64	59		Education, training and coaching assistants and technicians	0	59
255	2711	Auxiliares y técnicos en pedagogía y en educación	Pedagogy and education assistants and technicians	4digit	323		49	49	Auxiliares y técnicos en pedagogía y en educación	Pedagogy and education assistants and technicians	49	49
256	2712	Instructores en estudios y capacitación artística	Art studies and training instructors	4digit	323		49	36	Instructores en estudios y capacitación artística	Art studies and training instructors	49	36
257	2713	Instructores en estudios y capacitación comercial y administrativa	Business and administrative studies and training instructors	4digit	323		66	60		Business and administrative studies and training instructors	0	60
258	2714	Instructores en idiomas extranjeros	Foreign language teachers	4digit	323		35	25	Instructores en idiomas extranjeros	Foreign language teachers	35	25
259	2715	Instructores y capacitadores en oficios y para el trabajo	Trades and work trainers and instructors	4digit	323		57	40	Instructores y capacitadores en oficios y para el trabajo	Trades and work trainers and instructors	57	40
260	2716	Profesores en educación física y deporte	Physical education and sport teachers	4digit	323		40	37	Profesores en educación física y deporte	Physical education and sport teachers	40	37
261	28	Enfermeras, técnicos en medicina y trabajadores de apoyo en salud	Nurses, medical technicians and health care support workers	2digit	114		65	59		Nurses, medical technicians and health care support workers	0	59
262	281	Enfermeras y técnicos en medicina	Nurses and medical technicians	3digit	332		33	30	Enfermeras y técnicos en medicina	Nurses and medical technicians	33	30
263	2811	Enfermeras (técnicas)	Nurses (technical)	4digit	333		21	18	Enfermeras (técnicas)	Nurses (technical)	21	18
264	2812	Técnicos en aparatos de diagnóstico, tratamiento médico, podólogos y fisioterapeutas	Technicians for diagnostic and medical treatment devices, podiatrists and physiotherapists	4digit	333		84	90		Technicians for diagnostic and medical treatment devices	0	56
265	2813	Técnicos de laboratorios médicos	Medical laboratory technicians	4digit	333		32	30	Técnicos de laboratorios médicos	Medical laboratory technicians	32	30
266	2814	Técnicos y asistentes farmacéuticos	Pharmaceutical technicians and assistants	4digit	333		35	41	Técnicos y asistentes farmacéuticos	Pharmaceutical technicians and assistants	35	41
267	2815	Técnicos de prótesis médicas y dentales	Medical and dental prostheses technicians	4digit	333		39	41	Técnicos de prótesis médicas y dentales	Medical and dental prostheses technicians	39	41
268	2816	Técnicos dietistas y nutriólogos	Dietitians and nutritionists technicians	4digit	333		32	40	Técnicos dietistas y nutriólogos	Dietitians and nutritionists technicians	32	40
269	2817	Técnicos en medicina alternativa	Alternative medicine technicians	4digit	333		32	32	Técnicos en medicina alternativa	Alternative medicine technicians	32	32
270	282	Trabajadores de apoyo en salud	Health care support workers	3digit	332		30	27	Trabajadores de apoyo en salud	Health care support workers	30	27
271	2821	Auxiliares en enfermería y paramédicos	Nursing and paramedic assistants	4digit	342		38	32	Auxiliares en enfermería y paramédicos	Nursing and paramedic assistants	38	32
272	2822	Auxiliares y asistentes dentales	Dental assistants	4digit	342		32	17	Auxiliares y asistentes dentales	Dental assistants	32	17
273	2823	Auxiliares hospitalarios y de medicina	Hospital and medical assistants	4digit	342		38	31	Auxiliares hospitalarios y de medicina	Hospital and medical assistants	38	31
274	2824	Parteras	Midwives	4digit	342		8	8	Parteras	Midwives	8	8
275	2825	Técnicos en seguridad en el trabajo e higiene	Work health and safety technicians	4digit	342		45	34	Técnicos en seguridad en el trabajo e higiene	Work health and safety technicians	45	34
276	2826	Curanderos, hierberos y hueseros	Healers, herbalists and bonesetters	4digit	342		32	35	Curanderos, hierberos y hueseros	Healers, herbalists and bonesetters	32	35
277	2827	Fumigadores y controladores de plagas	Pest controllers and fumigators	4digit	342		37	31	Fumigadores y controladores de plagas	Pest controllers and fumigators	37	31
278	29	Otros especialistas y técnicos, no clasificados anteriormente	Other specialists and technicians, not included above	2digit	114		61	53		Other specialists and technicians, not included above	0	53
279	299	Otros especialistas y técnicos, no clasificados anteriormente	Other specialists and technicians, not included above	3digit	350		61	53		Other specialists and technicians, not included above	0	53
280	2991	Otros especialistas no clasificados anteriormente	Other specialists not included above	4digit	351		49	36	Otros especialistas no clasificados anteriormente	Other specialists not included above	49	36
281	2992	Otros técnicos no clasificados anteriormente	Other technicians not included above	4digit	351		44	36	Otros técnicos no clasificados anteriormente	Other technicians not included above	44	36
282	3	Trabajadores auxiliares en actividades administrativas	Clerks in administrative activities	1digit			54	35	Trabajadores auxiliares en actividades administrativas	Clerks in administrative activities	54	35
283	31	Secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte	Secretaries, typists, cashiers and filing and transportation control workers	2digit	354		83	76		Secretaries, cashiers, filers and transportation controlers	0	59
284	310	Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte	Supervisors of secretaries, typists, cashiers and filing and transportation control workers	3digit	355		99	91		Supervisors of secretaries, cashiers, filers and transportation controlers	0	74
285	3101	Supervisores de secretarias, capturistas, cajeros y trabajadores de control de archivo y transporte	Supervisors of secretaries, typists, cashiers and filing and transportation control workers	4digit	356		99	91		Supervisors of secretaries, cashiers, filers and transportation controlers	0	74
286	311	Secretarias, taquígrafos, mecanógrafos, capturistas de datos y operadores de máquinas de oficina	Secretaries, stenographers, typists, data entry clerks and office machine operators	3digit	355		96	83		Stenographers, typists, data entry clerks and office operators	0	62
287	3111	Secretarias	Secretaries	4digit	360		11	11	Secretarias	Secretaries	11	11
288	3112	Taquígrafos, mecanógrafos y similares	Stenographers, typists and similar workers	4digit	360		37	42	Taquígrafos, mecanógrafos y similares	Stenographers, typists and similar workers	37	42
289	3113	Capturistas de datos	Data entry clerks	4digit	360		20	17	Capturistas de datos	Data entry clerks	20	17
290	3114	Operadores de máquinas de oficina (fotocopiadora, etc.)	Operators of office machines (photocopier, etc.)	4digit	360		55	48	Operadores de máquinas de oficina (fotocopiadora, etc.)	Operators of office machines (photocopier, etc.)	55	48
291	3115	Trabajadores de apoyo en actividades administrativas diversas	Support workers in various administrative activities	4digit	360		61	52		Support workers in various administrative activities	0	52
292	312	Cajeros, cobradores y pagadores	Cashiers, collectors and payers	3digit	355		31	31	Cajeros, cobradores y pagadores	Cashiers, collectors and payers	31	31
293	3121	Cajeros, taquilleros y receptores de apuestas	Cashiers, tellers and bet runners	4digit	369		45	33	Cajeros, taquilleros y receptores de apuestas	Cashiers, tellers and bet runners	45	33
294	3122	Cobradores, pagadores y prestamistas	Collectors, payers and moneylenders	4digit	369		36	35	Cobradores, pagadores y prestamistas	Collectors, payers and moneylenders	36	35
295	313	Trabajadores en archivo y control de almacén y bodega	File and warehouse control workers	3digit	355		53	34	Trabajadores en archivo y control de almacén y bodega	File and warehouse control workers	53	34
296	3131	Trabajadores en archivo y correspondencia	File and correspondence workers	4digit	372		41	31	Trabajadores en archivo y correspondencia	File and correspondence workers	41	31
297	3132	Encargados y trabajadores en control de almacén y bodega	Warehouse control workers and managers	4digit	372		56	38	Encargados y trabajadores en control de almacén y bodega	Warehouse control workers and managers	56	38
298	314	Trabajadores en el control de la operación de transporte	Workers in the control of transport operations	3digit	355		56	46	Trabajadores en el control de la operación de transporte	Workers in the control of transport operations	56	46
299	3141	Despachadores de transporte	Transport dispatchers	4digit	375		27	21	Despachadores de transporte	Transport dispatchers	27	21
300	3142	Checadores y revisores de transporte	Transport reviewers and controllers	4digit	375		36	35	Checadores y revisores de transporte	Transport reviewers and controllers	36	35
301	32	Trabajadores que brindan y manejan información	Workers who provide and manage information	2digit	354		46	42	Trabajadores que brindan y manejan información	Workers who provide and manage information	46	42
302	320	Supervisores de trabajadores que brindan y manejan información	Supervisors of workers who provide and manage information	3digit	378		62	57		Supervisors of workers who provide and manage information	0	57
303	3201	Supervisores de trabajadores que brindan y manejan información	Supervisors of workers who provide and manage information	4digit	379		62	57		Supervisors of workers who provide and manage information	0	57
304	321	Recepcionistas, trabajadores que brindan información y telefonistas	Receptionists, workers who provide information and telephone operators	3digit	378		67	70		Receptionists, info providers and phone operators	0	49
305	3211	Recepcionistas y trabajadores que brindan información (de forma personal)	Receptionists and workers who provide information (in person)	4digit	381		73	61		Receptionists and info providers (in person)	0	44
306	3212	Trabajadores que brindan información por teléfono (centro de llamadas) y anunciadores	Workers who provide information by phone (call center) and announcers	4digit	381		85	69		Information providers by phone and announcers	0	45
307	3213	Telefonistas y telegrafistas	Telephone and telegraph operators	4digit	381		28	33	Telefonistas y telegrafistas	Telephone and telegraph operators	28	33
308	322	Trabajadores en agencias de viajes e información turística	Workers in travel agencies and tourist information	3digit	378		58	50	Trabajadores en agencias de viajes e información turística	Workers in travel agencies and tourist information	58	50
309	3221	Trabajadores en agencias de viajes	Workers in travel agencies	4digit	386		34	26	Trabajadores en agencias de viajes	Workers in travel agencies	34	26
310	3222	Guías de turismo en museos, casinos, parques, cines y otros centros recreativos	Guides in museums, casinos, parks, cinemas and other entertainment centers	4digit	386		79	74		Guides in cultural and entertainment centers	0	44
311	323	Encuestadores y codificadores	Pollsters and coders	3digit	378		29	20	Encuestadores y codificadores	Pollsters and coders	29	20
312	3231	Encuestadores	Pollsters	4digit	390		13	9	Encuestadores	Pollsters	13	9
313	3232	Codificadores de información	Information coders	4digit	390		28	18	Codificadores de información	Information coders	28	18
314	39	Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente	Other secretaries, typists, cashiers and workers who provide information, not included above	2digit	354		109	92		Other secretaries, typists, cashiers and info providers	0	55
315	399	Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente	Other secretaries, typists, cashiers and workers who provide information, not included above	3digit	393		109	92		Other secretaries, typists, cashiers and info providers	0	55
316	3999	Otras secretarias, capturistas, cajeros y trabajadores que brindan información, no clasificados anteriormente	Other secretaries, typists, cashiers and workers who provide information, not included above	4digit	395		109	92		Other secretaries, typists, cashiers and info providers	0	55
317	4	Comerciantes, empleados en ventas y agentes de ventas	Dealers, employees in sales and sales agents	1digit			53	44	Comerciantes, empleados en ventas y agentes de ventas	Dealers, employees in sales and sales agents	53	44
318	41	Comerciantes en establecimientos	Dealers at stores	2digit	399		32	17	Comerciantes en establecimientos	Dealers at stores	32	17
319	411	Comerciantes en establecimientos	Dealers at stores	3digit	400		32	17	Comerciantes en establecimientos	Dealers at stores	32	17
320	4111	Comerciantes en establecimientos	Dealers at stores	4digit	403		32	17	Comerciantes en establecimientos	Dealers at stores	32	17
321	42	Empleados de ventas en establecimientos	Sales clerks at stores	2digit	399		39	22	Empleados de ventas en establecimientos	Sales clerks at stores	39	22
322	420	Encargados y supervisores de ventas de productos y de servicios financieros y de alquiler	Managers and supervisors of product sales and financial and rental services	3digit	405		89	75		Heads and supervisors of financial and rental products and services	0	67
323	4201	Encargados y supervisores de ventas de productos y de servicios financieros y de alquiler	Managers and supervisors of product sales and financial and rental services	4digit	406		89	75		Heads and supervisors of financial and rental products and services	0	67
324	421	Empleados de ventas y vendedores por teléfono	Sales employees and telemarketers	3digit	405		45	33	Empleados de ventas y vendedores por teléfono	Sales employees and telemarketers	45	33
325	4211	Empleados de ventas, despachadores y dependientes en comercios	Sales clerks and assistants at stores	4digit	410		62	37		Sales clerks and assistants at stores	0	37
326	4212	Anaqueleros, acomodadores y seleccionadores de mercancías y alimentadores de máquinas expendedoras	Stackers, stock clerks and vending machine replenishers	4digit	410		98	55		Stackers, stock clerks and vending machine replenishers	0	55
327	4213	Vendedores por teléfono	Telemarketers	4digit	410		23	13	Vendedores por teléfono	Telemarketers	23	13
328	4214	Choferes vendedores	Drivers sellers	4digit	410		19	15	Choferes vendedores	Drivers sellers	19	15
329	422	Agentes, representantes de ventas y vendedores por catálogo	Agents, sales employees and catalog merchants	3digit	405		59	45	Agentes, representantes de ventas y vendedores por catálogo	Agents, sales employees and catalog merchants	59	45
330	4221	Agentes y representantes de ventas y consignatarios	Agents, sales representatives and consignees	4digit	416		51	44	Agentes y representantes de ventas y consignatarios	Agents, sales representatives and consignees	51	44
331	4222	Agentes de seguros y servicios financieros (ejecutivos de cuenta)	Insurance and financial services agents (account executives)	4digit	416		65	60		Insurance and financial services agents (account executives)	0	60
332	4223	Agentes de bienes raíces	Real estate agents	4digit	416		24	18	Agentes de bienes raíces	Real estate agents	24	18
333	4224	Vendedores por catálogo	Catalog merchants	4digit	416		23	17	Vendedores por catálogo	Catalog merchants	23	17
334	423	Trabajadores en la promoción de ventas y modelos	Workers in sales and promotion models	3digit	405		48	37	Trabajadores en la promoción de ventas y modelos	Workers in sales and promotion models	48	37
335	4231	Demostradores y promotores	Demonstrators and sales promoters	4digit	421		26	33	Demostradores y promotores	Demonstrators and sales promoters	26	33
336	4232	Edecanes	Personal assistants	4digit	421		8	19	Edecanes	Personal assistants	8	19
337	4233	Modelos de moda, arte y publicidad	Fashion, art and advertising models	4digit	421		34	35	Modelos de moda, arte y publicidad	Fashion, art and advertising models	34	35
338	43	Trabajadores en el alquiler	Workers in the rental business	2digit	399		27	30	Trabajadores en el alquiler	Workers in the rental business	27	30
339	431	Trabajadores en el alquiler	Workers in the rental business	3digit	425		27	30	Trabajadores en el alquiler	Workers in the rental business	27	30
340	4311	Trabajadores en el alquiler inmobiliario (casas, terrenos, etcétera)	Workers in the real estate rental business (houses, land, etc.)	4digit	426		68	63		Workers in the real estate rental business	0	42
341	4312	Trabajadores en el alquiler de bienes muebles (loza, películas, videojuegos, etcétera)	Workers in the rental of personal property (crockery, movies, video games, etc.)	4digit	426		86	80		Workers in the rental of crockery, movies, video games, etc.	0	60
342	49	Otros comerciantes, empleados en ventas y agentes de ventas en establecimientos, no clasificados anteriormente	Other traders, employees in sales and sales agents in stores, not included above	2digit	399		110	80		Other traders, employees in sales and sales agents in stores	0	60
343	499	Otros comerciantes, empleados en ventas y agentes de ventas en establecimientos, no clasificados anteriormente	Other traders, employees in sales and sales agents in stores, not included above	3digit	430		110	80		Other traders, employees in sales and sales agents in stores	0	60
344	4999	Otros comerciantes, empleados en ventas y agentes de ventas en establecimientos, no clasificados anteriormente	Other traders, employees in sales and sales agents in stores, not included above	4digit	432		110	80		Other traders, employees in sales and sales agents in stores	0	60
345	5	Trabajadores en servicios personales y vigilancia	Workers in personal services and surveillance	1digit			49	45	Trabajadores en servicios personales y vigilancia	Workers in personal services and surveillance	49	45
346	51	Trabajadores en la preparación y servicio de alimentos y bebidas en establecimientos	Workers in the preparation and service of food and beverage at stores	2digit	436		84	69		Workers in the preparation and service of food & drinks	0	55
347	510	Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería	Supervisors in the preparation and serving of food and drinks, as well as in recreational facilities and hotels	3digit	437		119	111		Supervisors of food & drinks in recreational facilities and hotels	0	66
