code	level	name_en	name_es	name_short_es	name_short_en
8502	4digit	Electric generating sets and rotary converters	Grupos electrógenos y convertidores rotativos eléctricos.	Juego de generación eléctrica y convertidores rotativos	Electric generating sets and rotary converters
8503	4digit	Parts suitable for use solely or principally with the machines of heading8501 or 8502:	Partes identificables como destinadas, exclusiva o principalmente, a las máquinas de las partidas 85.01 u 85.02.	Partes para generadores eléctricos	Parts for use with electric generators
8504	4digit	Electrical transformers, static converters (for example, rectifiers) and inductors; parts thereof	Transformadores eléctricos, convertidores eléctricos estáticos (por ejemplo, rectificadores) y bobinas de reactancia (autoinducción).	Transformadores eléctricos	Electrical transformers
8505	4digit	Electromagnets; permanent magnets and articles intended to become permanent magnets after magnetization;electromagnetic or permanent magnet chucks, clamps and similar holding devices;electromagnetic couplings, clutches and brakes; electromagnetic lifting	Electroimanes; imanes permanentes y artículos destinados a ser imantados permanentemente; platos, mandriles y dispositivos magnéticos o electromagnéticos similares, de sujeción; acoplamientos, embragues, variadores de velocidad y frenos, electromagnéticos; cabezas elevadoras electromagnéticas.	Electroimanes	Electromagnets
8506	4digit	Primary cells and primary batteries; parts thereof	Pilas y baterías de pilas, eléctricas.	Pilas y baterías de pilas, eléctricas	Primary cells and primary batteries
8507	4digit	Electric storage batteries, including separators therefor, whether or not rectangular(including square); parts thereof	Acumuladores eléctricos, incluidos sus separadores, aunque sean cuadrados o rectangulares.	Acumuladores eléctricos	Batteries
8508	4digit	Vacuum cleaners; parts thereof	Aspiradoras.	Aspiradoras	Vacuum cleaners
8509	4digit	Electromechanical domestic appliances, with self-contained electric motor, other than vacuum cleaners of heading 8508; parts thereof	Aparatos electromecánicos con motor eléctrico incorporado, de uso doméstico, excepto las aspiradoras de la partida 85.08.	Aparatos electromecánicos de uso doméstico	Electromechanical domestic appliances
8510	4digit	Shavers, hair clippers and hair-removing appliances, with self-contained electric motor; parts thereof	Afeitadoras, máquinas de cortar el pelo o esquilar y aparatos de depilar, con motor eléctrico incorporado.	Afeitadoras y peluqueadoras eléctricas	Electric shavers and hair clippers
8511	4digit	Electrical ignition or starting equipment of a kind used for spark-ignition or compression-ignition internal combustion engines (for example, ignition magnetos, magneto-dynamos, ignition coils, spark plugs and glow plugs, starter motors); generators (for	Aparatos y dispositivos eléctricos de encendido o de arranque, para motores de encendido por chispa o por compresión (por ejemplo: magnetos, dinamomagnetos, bobinas de encendido, bujías de encendido o calentamiento, motores de arranque); generadores (por ejemplo: dínamos, alternadores) y reguladores disyuntores utilizados con estos motores.	Aparatos eléctricos de encendido	Electrical ignition equipment
8512	4digit	Electrical lighting or signaling equipment (excluding articles of heading8539), windshield wipers, defrosters and demisters, of a kind used for cycles or motor vehicles;parts thereof	Aparatos eléctricos de alumbrado o señalización (excepto los artículos de la partida 85.39), limpiaparabrisas, eliminadores de escarcha o vaho, eléctricos, de los tipos utilizados en velocípedos o vehículos automóviles.	Aparatos de alumbrado para automóviles	Electrical lighting equipment used for motor vehicles
8513	4digit	Portable electric lamps designed to function by their own source of energy (for example, dry batteries, storage batteries, magnetos), other than lighting equipment of heading8512; parts thereof	Lámparas eléctricas portátiles concebidas para funcionar con su propia fuente de energía (por ejemplo: de pilas, acumuladores, electromagnéticas), excepto los aparatos de alumbrado de la partida 85.12.	Lámparas eléctricas portátiles	Portable electric lamps
8514	4digit	Industrial or laboratory electric furnaces and ovens (including those functioning by induction or dielectric loss); other industrial or laboratory equipment for the heat treatment of materials by induction or dielectric loss; parts thereof	Hornos eléctricos industriales o de laboratorio, incluidos los que funcionen por inducción o pérdidas dieléctricas; los demás aparatos industriales o de laboratorio para tratamiento térmico de materias por inducción o pérdidas dieléctricas.	Hornos eléctricos industriales	Industrial electric furnaces
8515	4digit	Electric (including electrically heated gas), laser or other light or photon beam, ultrasonic, electron beam, magnetic pulse or plasma arc soldering, brazingor welding machines and apparatus, whether or not capable of cutting; electric machines and appara	Máquinas y aparatos para soldar (aunque puedan cortar), eléctricos (incluidos los de gas calentado eléctricamente), de láser u otros haces de luz o de fotones, ultrasonido, haces de electrones, impulsos magnéticos o chorro de plasma; máquinas y aparatos eléctricos para proyectar en caliente metal o cermet.	Máquinas y aparatos para soldar	Electric soldering machines
8516	4digit	Electric instantaneous or storage water heaters and immersion heaters; electric space heating apparatus and soil heating apparatus; electrothermic hairdressing apparatus (for example, hair dryers, hair curlers, curling tong heaters) and hand dryers; elect	Calentadores eléctricos de agua de calentamiento instantáneo o acumulación y calentadores eléctricos de inmersión; aparatos eléctricos para calefacción de espacios o suelos; aparatos electrotérmicos para el cuidado del cabello (por ejemplo: secadores, rizadores, calientatenacillas) o para secar las manos; planchas eléctricas; los demás aparatos electrotérmicos de uso doméstico; resistencias calentadoras, excepto las de la partida 85.45.	Calentadores eléctricos	Electric heaters
8517	4digit	Telephone sets, including telephones for cellular networks or for other wireless networks; other apparatus for the transmission or reception of voice, images or other data,including apparatus for communication in a wired or wireless network (such as a loc	Teléfonos, incluidos los teléfonos celulares y los de otras redes inalámbricas; los demás aparatos de transmisión o recepción de voz, imagen u otros datos, incluidos los de comunicación en red con o sin cable (tales como redes locales (LAN) o extendidas (WAN)), distintos de los aparatos de transmisión o recepción de las partidas 84.43, 85.25, 85.27 u 85.28.	Telefonos	Telephones
8518	4digit	Microphones and stands therefor; loudspeakers, whether or not mounted in their enclosures; headphones and earphones,whether or not combined with a microphone, and sets consisting of a microphone and one or more loudspeakers; audio-frequency electric ampli	Micrófonos y sus soportes; altavoces (altoparlantes), incluso montados en sus cajas; auriculares, incluidos los de casco, estén o no combinados con micrófono, y juegos o conjuntos constituidos por un micrófono y uno o varios altavoces (altoparlantes); amplificadores eléctricos de audiofrecuencia; equipos eléctricos para amplificación de sonido.	Micrófonos	Microphones
8519	4digit	Sound recording or reproducing apparatus	Aparatos de grabación de sonido; aparatos de reproducción de sonido; aparatos de grabación y reproducción de sonido.	Aparatos de grabación de sonido	Sound reproducing apparatus
8520	4digit	Magnetic Tape Recorders and Other Sound Recording Apparatus	Magnetofonos y demas aparatos de grabacion de sonido, incluso con dispositivo de reproduccion de sonido incorporado.	Magnetófonos y otros de grabación de sonido	Magnetic tape recorders
8521	4digit	Video recording or reproducing apparatus, whether or not incorporating a video tuner	Aparatos de grabación o reproducción de imagen y sonido (vídeos), incluso con receptor de señales de imagen y sonido incorporado.	Aparatos de grabación de vídeos	Video recording apparatus
8522	4digit	Parts and accessories suitable for use solely or principally with the apparatus of headings 8519 to 8521	Partes y accesorios identificables como destinados, exclusiva o principalmente, a los aparatos de las partidas 85.19 u 85.21.	Partes y accesorios de equipo de vídeo o sonido	Parts and accessories for video or sound equipment
8523	4digit	Discs, tapes, solid-state non-volatile storage devices, smart cards and other media for the recording of sound or of other phenomena, whether or not recorded, including matrices and masters for the production of discs, but excluding products of Chapter 37	"Discos, cintas, dispositivos de almacenamiento permanente de datos a base de semiconductores, tarjetas inteligentes (""smart cards"") y demás soportes para grabar sonido o grabaciones análogas, grabados o no, incluso las matrices y moldes galvánicos para fabricación de discos, excepto los productos del Capítulo 37."	Soportes para grabar sonido	Sound storage media
8524	4digit	Recorded sound media records, tapes, cassettes, master records, metal matrices, compact discs	Discos, cintas y demas soportes para grabar sonido o grabaciones analogas, grabados; incluso las matrices y moldes galvanicos para fabricacion de discos, excepto los productos del capitulo 37.	Discos, cintas etc para grabación de sonido	Tapes, cassettes, records and compact disks
8525	4digit	Transmission apparatus for radio-broadcasting or television, whether or not incorporating reception apparatus or sound recording or reproducing apparatus; television cameras, digital cameras and video camera recorders	Aparatos emisores de radiodifusión o televisión, incluso con aparato receptor o de grabación o reproducción de sonido incorporado; cámaras de televisión, cámaras fotográficas digitales y videocámaras.	Aparatos emisores de radiodifusión o televisión	Transmission apparatus for radio, telephone and TV
8526	4digit	Radar apparatus, radio navigational aid apparatus and radio remote control apparatus	Aparatos de radar, radionavegación o radiotelemando.	Aparatos de radar	Radar
8527	4digit	Reception apparatus for radio broadcasting, whether or not combined, in the same housing, with sound recording or reproducing apparatus or a clock	Aparatos receptores de radiodifusión, incluso combinados en la misma envoltura con grabador o reproductor de sonido o con reloj.	Aparatos receptores de radiodifusión	Reception apparatus for radio broadcasting
8528	4digit	Monitors and projectors, not incorporating television reception apparatus; reception apparatus for television, whether or not incorporating radio-broadcast receivers or sound or video recording or reproducing apparatus	Monitores y proyectores, que no incorporen aparato receptor de televisión; aparatos receptores de televisión, incluso con aparato receptor de radiodifusión o grabación o reproducción de sonido o imagen incorporado.	Monitores y proyectores	Monitors and projectors
8529	4digit	Parts suitable for use solely or principally with the apparatus of headings8525 to 8528	Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas 85.25 a 85.28.	Partes de radios, teléfonos, y TVs	Parts of radios, telephones, and T.V.s
8530	4digit	Electrical signaling, safety or traffic control equipment for railways, streetcar lines, subways, roads, inland waterways, parking facilities, port installations or airfields (other than those of heading 8608); parts thereof	Aparatos eléctricos de señalización (excepto los de transmisión de mensajes), seguridad, control o mando, para vías férreas o similares, carreteras, vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o aeropuertos	Señales eléctricas para vías	Electric signal and traffic controls
8531	4digit	Electric sound or visual signaling apparatus (for example,bells, sirens, indicator panels, burglar or fire alarms), other than those of heading 8512 or 8530;parts thereof	Aparatos eléctricos de señalización acústica o visual (por ejemplo: timbres, sirenas, tableros indicadores, avisadores de protección contra robo o incendio), excepto los de las partidas 85.12 u 85.30.	Aparatos eléctricos de señalización acústica o visual	Electric sound or visual signaling apparatus
8532	4digit	Electrical capacitors, fixed, variable or adjustable (pre-set); parts thereof	Condensadores eléctricos fijos, variables o ajustables.	Condensadores eléctricos	Electrical capacitors
8533	4digit	Electrical resistors (including rheostats and potentiometers), other than heating resistors; parts thereof	Resistencias eléctricas, (incluidos reóstatos y potenciómetros), excepto las de calentamiento.	Resistencias eléctricas	Electrical resistors
8534	4digit	Electronic printed circuits	Circuitos impresos.	Circuitos impresos	Electronic printed circuits
8535	4digit	Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, fuses, lightning arresters, voltage limiters, surge suppressors, plugs and other connectors, junction boxe	Aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos (por ejemplo: interruptores, conmutadores, cortacircuitos, pararrayos, limitadores de tensión, supresores de sobretensión transitoria, tomas de corriente y demás conectores, cajas de empalme), para una tensión superior a 1,000 voltios.	Aparatos relacionados con circuitos eléctricos > 1000 voltios	Electrical apparatus for > 1k volts
8536	4digit	Electrical apparatus for switching or protecting electrical circuits, or for making connections to or in electrical circuits (for example, switches, relays, fuses, surge suppressors, plugs, sockets, lamp-holders and other connectors, junction boxes), for	Aparatos para corte, seccionamiento, protección, derivación, empalme o conexión de circuitos eléctricos (por ejemplo: interruptores, conmutadores, relés, cortacircuitos, supresores de sobretensión transitoria, clavijas y tomas de corriente (enchufes), portalámparas y demás conectores, cajas de empalme), para una tensión inferior o igual a 1,000 voltios; conectores para fibras ópticas, haces o cables de fibras ópticas.	Aparatos relacionados con circuitos eléctricos < 1000 voltios	Electrical apparatus for < 1k volts
8537	4digit	Boards, panels, consoles,desks, cabinets and other bases, equipped with two or more apparatus of heading 8535 or 8536,for electric control or the distribution of electricity, including those incorporating instruments or apparatus of chapter 90, and numeri	Cuadros, paneles, consolas, armarios y demás soportes equipados con varios aparatos de las partidas 85.35 u 85.36, para control o distribución de electricidad, incluidos los que incorporen instrumentos o aparatos del Capítulo 90, así como los aparatos de control numérico, excepto los aparatos de conmutación de la partida 85.17.	Cuadros para control o distribución de electricidad	Electrical boards
8538	4digit	Parts suitable for use solely or principally with the apparatus of heading 8535, 8536 or 8537	Partes identificables como destinadas, exclusiva o principalmente, a los aparatos de las partidas 85.35, 85.36 u 85.37.	Partes de aparatos relacionados con circuitos eléctricos	Parts for electrical apparatus
8539	4digit	Electrical filament or discharge lamps, including sealed beam lamp units and ultraviolet or infrared lamps; arc lamps; parts thereof	"Lámparas y tubos eléctricos de incandescencia o de descarga, incluidos los faros o unidades ""sellados"" y las lámparas y tubos de rayos ultravioletas o infrarrojos; lámparas de arco."	Lámparas y tubos eléctricos de incandescencia	Electrical filament
8540	4digit	Thermionic, cold cathode or photocathode tubes (for example, vacuum or vaporor gas filled tubes, mercury arc rectifying tubes, cathode-ray tubes, television camera tubes);parts thereof	Lámparas, tubos y válvulas electrónicos, de cátodo caliente, cátodo frío o fotocátodo (por ejemplo: lámparas, tubos y válvulas, de vacío, de vapor o gas, tubos rectificadores de vapor de mercurio, tubos catódicos, tubos y válvulas para cámaras de television), excepto lost de la partida 85.39.	Lámparas, tubos y válvulas electrónicos, de cátodo o fotocátodo	Thermionic, cold cathode or photocathode tubes
8541	4digit	Diodes, transistors and similar semiconductor devices; photosensitive semiconductor devices, including photovoltaic cells whether or not assembled in modules or made up into panels; light-emitting diodes; mounted piezoelectric crystals; parts thereof	Diodos, transistores y dispositivos semiconductores similares; dispositivos semiconductores fotosensibles, incluidas las células fotovoltaicas, aunque estén ensambladas en módulos o paneles; diodos emisores de luz; cristales piezoeléctricos montados.	Dispositivos semiconductores	Semiconductor devices
8542	4digit	Electronic integrated circuits; parts thereof	Circuitos electrónicos integrados.	Circuitos electrónicos integrados	Electronic integrated circuits
8543	4digit	Electrical machines and apparatus, having individual functions, not specified or included elsewhere in this chapter; parts thereof	Máquinas y aparatos eléctricos con función propia, no expresados ni comprendidos en otra parte de este Capítulo.	Aparatos eléctricos con función propia n.c.p.	Electrical machines with individual functions n.e.c.
8544	4digit	Insulated(including enameled or anodized) wire, cable (including coaxial cable) and other insulated electric conductors, whether or not fitted with connectors; optical fiber cables, made up of individually sheathed fibers, whether or not assembled with el	Hilos, cables (incluidos los coaxiales) y demás conductores aislados para electricidad, aunque estén laqueados, anodizados o provistos de piezas de conexión; cables de fibras ópticas constituidos por fibras enfundadas individualmente, incluso con conductores eléctricos incorporados o provistos de piezas de conexión.	Conductores aislados para electricidad	Insulated electrical wire
8545	4digit	Carbon electrodes, carbon brushes, lamp carbons, battery carbons and other articles of graphite or other carbon, with or without metal, of a kind used for electrical purposes	Electrodos y escobillas de carbón, carbón para lámparas o pilas y demás artículos de grafito u otros carbonos, incluso con metal, para usos eléctricos.	Artículos de grafito u otros carbonos para usos eléctricos	Carbon articles for eletrical purposes
8546	4digit	Electrical insulators of any material	Aisladores eléctricos de cualquier materia.	Aisladores eléctricos de cualquier materia	Electrical insulators of any material
8547	4digit	Insulating fittings for electrical machines, appliances or equipment, being fittings wholly of insulating material apart from any minor components of metal (for example, threaded sockets)incorporated during molding solely for the purposes of assembly, oth	Piezas aislantes totalmente de materia aislante o con simples piezas metálicas de ensamblado (por ejemplo, casquillos roscados) embutidas en la masa, para máquinas, aparatos o instalaciones eléctricas, excepto los aisladores de la partida 85.46; tubos aisladores y sus piezas de unión, de metal común, aislados interiormente.	Piezas aislantes para máquinas eléctricas	Insulating fittings for electrical machines
8548	4digit	Waste and scrap of primary cells, primary batteries and electric storage batteries; spent primary cells, spent primary batteries and spent electric storage batteries; electrical parts of machinery or apparatus, not specified or included elsewhere in this	Desperdicios y desechos de pilas, baterías de pilas o acumuladores, eléctricos; pilas, baterías de pilas y acumuladores, eléctricos, inservibles; partes eléctricas de máquinas o aparatos, no expresadas ni comprendidas en otra parte de este Capítulo.	Desperdicios de pilas, baterías	Waste and scrap of batteries
8601	4digit	Rail locomotives powered from an external source of electricity or by electric accumulators (batteries)	Locomotoras y locotractores, de fuente externa de electricidad o acumuladores eléctricos.	Locomotoras eléctricas	Electric trains
8602	4digit	Other rail locomotives; locomotive tenders	Las demás locomotoras y locotractores; ténderes.	Las demás locomotoras	Other rail locomotives
8603	4digit	Self-propelled railway or tramway coaches, vans and trucks, other than those of heading 8604	Automotores para vías férreas y tranvías autopropulsados, excepto los de la partida 86.04.	Automotores para vías férreas	Self-propelled railway coaches
8604	4digit	Railway or tramway maintenance or service vehicles, whether or not self-propelled (for example, workshops, cranes, ballast tampers, trackliners, testing coaches and track inspection vehicles)	Vehículos para mantenimiento o servicio de vías férreas o similares, incluso autopropulsados (por ejemplo: vagones taller, vagones grúa, vagones equipados para apisonar balasto, alinear vías, coches para ensayos y vagonetas de inspección de vías).	Vehículos para servicio de vías férreas	Railway service vehicles
8605	4digit	Railway or tramway passenger coaches, not self- propelled; luggage vans, post office coaches and other special purpose railway or tramway coaches, not self- propelled (excluding those of heading 8604)	Coches de viajeros, furgones de equipajes, coches correo y demás coches especiales, para vías férreas o similares (excepto los coches de la partida 86.04).	Coches de viajeros para vías férreas	Railway coaches, not self-propelled
8606	4digit	Railway or tramway freight cars, not self-propelled	Vagones para transporte de mercancías sobre carriles (rieles).	Vagones de carga ferroviaria	Railway cars, not self-propelled
8607	4digit	Parts of railway or tramway locomotives or rolling stock	Partes de vehículos para vías férreas o similares.	Partes de vehículos para vías férreas	Parts of railway locomotives
8608	4digit	Railway or tramway track fixtures and fittings; mechanical (including electro-mechanical) signaling, safety or traffic control equipment for railways, tramways, roads, inland waterways, parking facilities, port installations or airfields; parts of the for	Material fijo de vías férreas o similares; aparatos mecánicos (incluso electromecánicos) de señalización, seguridad, control o mando para vías férreas o similares, carreteras o vías fluviales, áreas o parques de estacionamiento, instalaciones portuarias o aeropuertos; partes.	Material fijo de vías férreas	Railway track fixtures
8609	4digit	Containers (including containers for the transport of fluids) specially designed and equipped for carriage by one or more modes of transport	Contenedores (incluidos los contenedores cisterna y los contenedores depósito) especialmente concebidos y equipados para uno o varios medios de transporte.	Contenedores de transporte multimodal	Containers for multimodal transportation
8701	4digit	Tractors (other than tractors of heading 8709)	Tractores (excepto las carretillas tractor de la partida 87.09).	Tractores	Tractors
8702	4digit	Motor vehicles for the transport of ten or more persons, including the driver	Vehículos automóviles para el transporte de diez o más personas, incluido el conductor.	Vehículos automóviles para >10 personas	Buses
8703	4digit	Motor cars and other motor vehicles principally designed for the transport of persons (other than those of heading 8702),including station wagons and racing cars	"Automóviles de turismo y demás vehículos automóviles concebidos principalmente para el transporte de personas (excepto los de la partida 87.02), incluidos los vehículos del tipo familiar (""break"" o ""station wagon"") y los de carreras."	Carros	Cars
8704	4digit	Motor vehicles for the transport of goods	Vehículos automóviles para el transporte de mercancías.	Vehículos automóviles para mercancías	Motor vehicles for transporting goods
8705	4digit	Special purpose motor vehicles, other than those principally designed for the transport of persons or goods (for example,wreckers, mobile cranes, fire fighting vehicles, concrete mixers, road sweepers, spraying vehicles, mobile workshops, mobile radiologi	Vehículos automóviles para usos especiales, excepto los concebidos principalmente para transporte de personas o mercancías (por ejemplo: coches para reparaciones (auxilio mecánico), camiones grúa, camiones de bomberos, camiones hormigonera, coches barredera, coches esparcidores, coches taller, coches radiológicos).	Vehículos automóviles para usos especiales	Special purpose motor vehicles
8706	4digit	Chassis fitted with engines, for the motor vehicles of headings 8701 to 8705:	Chasis de vehículos automóviles de las partidas 87.01 a 87.05, equipados con su motor.	Chasis de vehículos automóviles con su motor	Vehicle chassis fitted with engines
8707	4digit	Bodies (including cabs), for the motor vehicles of headings 8701 to 8705	Carrocerías de vehículos automóviles de las partidas 87.01 a 87.05, incluidas las cabinas.	Carrocerías de vehículos	Vehicle Bodies
8708	4digit	Parts and accessories of the motor vehicles of headings 8701 to 8705	Partes y accesorios de vehículos automóviles de las partidas 87.01 a 87.05.	Partes de vehículos automóviles y tractores	Parts of motor vehicles
8709	4digit	Works trucks, self-propelled, not fitted with lifting or handling equipment, of the type used in factories,warehouses, dock areas or airports for short distance transport of goods; tractors of the type used on railway station platforms; parts of the foreg	Carretillas automóvil sin dispositivo de elevación de los tipos utilizados en fábricas, almacenes, puertos o aeropuertos, para el transporte de mercancías a corta distancia; carretillas tractor de los tipos utilizados en estaciones ferroviarias; sus partes.	Carretillas automóviles y tractor	Work trucks
8710	4digit	Tanks and other armored fighting vehicles, motorized, whether or not fitted with weapons, and parts of such vehicles	Tanques y demás vehículos automóviles blindados de combate, incluso con su armamento; sus partes.	Tanques y demás vehículos automóviles blindados de combate	Tanks and other armored fighting vehicles
8711	4digit	Motorcycles (including mopeds) and cycles fitted with an auxiliary motor, with or without side-cars; side-cars	"Motocicletas (incluidos los ciclomotores) y velocípedos equipados con motor auxiliar, con ""sidecar"" o sin él; ""sidecares""."	Motocicletas	Motorcycles
8712	4digit	Bicycles and other cycles (including delivery tricycles), not motorized:	Bicicletas y demás velocípedos (incluidos los triciclos de reparto), sin motor.	Bicicletas	Bicycles
8713	4digit	Carriages for disabled persons, whether or not motorized or otherwise mechanically propelled	Sillones de ruedas y demás vehículos para personas discapacitadas, incluso con motor u otro mecanismo de propulsión.	Vehículos para personas discapacitadas	Wheelchairs
8714	4digit	Parts and accessories of vehicles of headings 8711 to 8713	Partes y accesorios de vehículos de las partidas 87.11 a 87.13.	Partes de motocicletas o carros	Parts of motorcycles or wheelchairs
8715	4digit	Baby carriages (including strollers) and parts thereof	Coches, sillas y vehículos similares para transporte de niños, y sus partes.	Vehículos para transporte de niños	Baby carriages
8716	4digit	Trailers and semi-trailers; other vehicles, not mechanically propelled; and parts thereof	Remolques y semirremolques para cualquier vehículo; los demás vehículos no automóviles; sus partes.	Remolques y semirremolques	Trailers and semi-trailers
8801	4digit	Gliders, hang gliders	Globos y dirigibles; alas planeadoras y demás aeronaves, no propulsadas con motor.	Globos, dirigibles y alas planeadoras	Gliders, hang gliders
8802	4digit	Other aircraft (for example,helicopters, airplanes); spacecraft (including satellites) and suborbital and spacecraft launch vehicles	Las demás aeronaves (por ejemplo: helicópteros, aviones); vehículos espaciales (incluidos los satélites) y sus vehículos de lanzamiento y vehículos suborbitales.	Las demás aeronaves y vehículos espaciales	Other aircraft and spacecraft
8803	4digit	Parts of goods of heading 8801or 8802	Partes de los aparatos de las partidas 88.01 u 88.02.	Partes de otras aeronaves	Parts of other aircraft
8804	4digit	Parachutes (including dirigible parachutes and paragliders) and rotochutes; parts thereof and accessories thereto	"Paracaídas, incluidos los dirigibles, planeadores (""parapentes"") o de aspas giratorias giratorias; sus partes y accesorios."	Paracaídas	Parachutes
8805	4digit	Aircraft launching gear; deck-arrestor or similar gear; ground flying trainers; parts of the foregoing articles	Aparatos y dispositivos para lanzamiento de aeronaves; aparatos y dispositivos para aterrizaje en portaaviones y aparatos y dispositivos similares; aparatos de entrenamiento de vuelo en tierra; sus partes.	Aparatos para lanzamiento y aterrizaje de aeronaves	Aircraft launching gear
8901	4digit	Cruise ships, excursion boats,ferry boats, cargo ships, barges and similar vessels for the transport of persons or goods	Trasatlánticos, barcos para excursiones, transbordadores, cargueros, gabarras (barcazas) y barcos similares para transporte de personas o mercancías.	Trasatlánticos, transbordadores y barcos similares	Cargo ships and similar vessels
8902	4digit	Fishing vessels; factory ships and other vessels for processing or preserving fishery products	Barcos de pesca; barcos factoría y demás barcos para la preparación o la conservación de los productos de la pesca.	Barcos de pesca	Fishing vessels
8903	4digit	Yachts and other vessels for pleasure or sports; row boats and canoes	Yates y demás barcos y embarcaciones de recreo o deporte; barcas (botes) de remo y canoas.	Barcos de recreo o deporte	Pleasure or sport boats
8904	4digit	Tugs and pusher craft	Remolcadores y barcos empujadores.	Remolcadores y barcos empujadores	Tugs and pusher craft
8905	4digit	Light-vessels, fire-floats,dredgers, floating cranes, and other vessels the navigability of which is subsidiary to their main function; floating docks; floating or submersible drilling or production platforms	Barcos faro, barcos bomba, dragas, pontones grúa y demás barcos en los que la navegación sea accesoria en relación con la función principal; diques flotantes; plataformas de perforación o explotación, flotantes o sumergibles.	Plataformas flotantes o sumergibles	Special function vessels, n.e.c.
8906	4digit	Other vessels, including warships and lifeboats other than row boats	Los demás barcos, incluidos los navíos de guerra y barcos de salvamento excepto los de remo.	Los demás barcos	Other vessels
8907	4digit	Other floating structures (for example, rafts, tanks, cofferdams, landing-stages,buoys and beacons)	Los demás artefactos flotantes (por ejemplo: balsas, depósitos, cajones, incluso de amarre, boyas y balizas).	Los demás artefactos flotantes	Other floating structures
8908	4digit	Vessels and other floating structures for breaking up (scrapping)	Barcos y demás artefactos flotantes para desguace.	Artefactos flotantes para desguace	Floating structures for scrapping
9001	4digit	Optical fibers and optical fiber bundles; optical fiber cables other than those of heading 8544; sheets and plates of polarizing material; lenses (including contact lenses), prisms, mirrors and other optical elements, of any material, unmounted, other tha	Fibras ópticas y haces de fibras ópticas; cables de fibras ópticas, excepto los de la partida 85.44; hojas y placas de materia polarizante; lentes (incluso de contacto), prismas, espejos y demás elementos de óptica de cualquier materia, sin montar, excepto los de vidrio sin trabajar ópticamente.	Fibras ópticas	Optical fibers
9002	4digit	Lenses, prisms, mirrors and other optical elements, of any material, mounted,being parts of or fittings for instruments or apparatus, other than such elements of glass not optically worked; parts and accessories thereof	Lentes, prismas, espejos y demás elementos de óptica de cualquier materia, montados, para instrumentos o aparatos, excepto los de vidrio sin trabajar ópticamente.	Lentes y demás elementos de óptica	Lenses and other optical elements
9003	4digit	Frames and mountings for spectacles, goggles or the like, and parts thereof	Monturas (armazones) de gafas (anteojos) o artículos similares y sus partes.	Monturas de gafas o artículos similares	Frames for spectacles, goggles
9004	4digit	Spectacles, goggles and the like, corrective, protective or other	Gafas (anteojos) correctoras, protectoras u otras, y artículos similares.	Gafas correctoras, protectoras u otras	Glasses
9005	4digit	Binoculars, monoculars, other optical telescopes, and mountings therefor; other astronomical instruments and mountings therefor, but not including instruments for radio-astronomy; parts and accessories thereof	Binoculares (incluidos los prismáticos), catalejos, anteojos astronómicos, telescopios ópticos y sus armazones; los demás instrumentos de astronomía y sus armazones, excepto los aparatos de radioastronomía.	Binoculares y telescopios ópticos	Binoculars and telescopes
9006	4digit	Photographic (other than cinematographic) cameras; photographic flashlight apparatus and flashbulbs other than discharge lamps of heading 8539; parts and accessories thereof	Cámaras fotográficas; aparatos y dispositivos, incluidos las lámparas y tubos, para la producción de destellos en fotografía, excepto las lámparas y tubos de descarga de la partida 85.39.	Cámaras fotográficas	Photographic cameras
9007	4digit	Cinematographic cameras and projectors, whether or not incorporating sound recording or reproducing apparatus; parts and accessories thereof	Cámaras y proyectores cinematográficos, incluso con grabador o reproductor de sonido incorporados.	Cámaras y proyectores cinematográficos	Cinematographic cameras and projectors
9008	4digit	Image projectors, other than cinematographic; photographic (other than cinematographic) enlargers and reducers; parts and accessories thereof	Proyectores de imagen fija; ampliadoras o reductoras, fotográficas.	Proyectores de imagen fija	Still image projectors
9009	4digit	Electrostatic photo-copyers, direct process	Aparatos de fotocopia por sistema óptico o de contacto y aparatos de termocopia.	Fotocopiadores ópticas o de contacto o de termocopia	Electrostatic photo-copyers
9010	4digit	Apparatus and equipment for photographic (including cinematographic)laboratories, not specified or included elsewhere in this chapter; negatoscopes; projection screens; parts and accessories thereof	Aparatos y material para laboratorios fotográfico o cinematográfico (incluidos los aparatos para proyectar o realizar esquemas (trazas) de circuitos sobre superficies sensibilizadas de material semiconductor), no expresados ni comprendidos	Aparatos y material para laboratorios fotográfico ncp	Apparatus and equipment for photographic laboratories, n.e.c.
9011	4digit	Compound optical microscopes, including those for photomicrography, cinemicrography or microprojection; parts and accessories thereof	Microscopios ópticos, incluso para fotomicrografía, cinefotomicrografía o microproyección.	Microscopios ópticos	Optical microscopes
9012	4digit	Microscopes other than optical microscopes; diffraction apparatus; parts and accessories thereof	Microscopios, excepto los ópticos; difractógrafos.	Microscopios, excepto los ópticos	Microscopes, other than optical
