code_col_4dig	division_2dig	prosp_cat	col_ind_name_sp_full	col_ind_name_sp_long	col_ind_name_sp_short	col_ind_name_en_long	col_ind_name_en_short	col_div_name_sp_full	col_div_name_sp_long	col_div_name_sp_short	col_div_name_en_long	col_div_name_en_short	cat_en	cat_sp
2220	22	2	Actividades de impresión	Actividades de impresión	Actividades de impresión	Printing	Printing	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Publishing, printing and reproduction of recorded media	Publishing, printing and reproduction of recorded media	Vegetables, Animals, Foodstuffs, Wood	Vegetales, Animales, Alimentos, y Madera
2231	22	2	Arte, diseño y composición	Arte, diseño y composición	Arte, diseño y composición	Art, design and composition	Art, design and composition	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Publishing, printing and reproduction of recorded media	Publishing, printing and reproduction of recorded media	Vegetables, Animals, Foodstuffs, Wood	Vegetales, Animales, Alimentos, y Madera
2232	22	2	Fotomecánica y análogos	Fotomecánica y análogos	Fotomecánica y análogos	Photoengraving	Photoengraving	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Publishing, printing and reproduction of recorded media	Publishing, printing and reproduction of recorded media	Vegetables, Animals, Foodstuffs, Wood	Vegetales, Animales, Alimentos, y Madera
2233	22	2	Encuadernación	Encuadernación	Encuadernación	Bookbinding	Bookbinding	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Publishing, printing and reproduction of recorded media	Publishing, printing and reproduction of recorded media	Vegetables, Animals, Foodstuffs, Wood	Vegetales, Animales, Alimentos, y Madera
2234	22	2	Acabado o recubrimiento	Acabado o recubrimiento	Acabado o recubrimiento	Finishing or coating	Finishing or coating	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Publishing, printing and reproduction of recorded media	Publishing, printing and reproduction of recorded media	Vegetables, Animals, Foodstuffs, Wood	Vegetales, Animales, Alimentos, y Madera
2239	22	2	Otros servicios conexos ncp	Otros servicios conexos ncp	Otros servicios conexos ncp	Other service activities n.e.c.	Other service activities n.e.c.	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Publishing, printing and reproduction of recorded media	Publishing, printing and reproduction of recorded media	Vegetables, Animals, Foodstuffs, Wood	Vegetales, Animales, Alimentos, y Madera
2240	22	2	Reproducción de materiales grabados	Reproducción de materiales grabados	Reproducción de grabaciones	Playback of recorded media	Playback of recorded media	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Actividades de edición e impresión y de reproducción de grabaciones	Publishing, printing and reproduction of recorded media	Publishing, printing and reproduction of recorded media	Vegetables, Animals, Foodstuffs, Wood	Vegetales, Animales, Alimentos, y Madera
2310	23	8	Fabricación de productos de hornos de coque	Fabricación de productos de hornos de coque	Productos de hornos de coque	Manufacture of coke oven products	Coke oven products	Coquización, fabricación de productos de la refinación del petróleo y combustible nuclear	Coquización, fabricación de productos de la refinación del petróleo y combustible nuclear	Productos de la refinación del petróleo y combustible nuclear	Manufacture of coke, refined petroleum products and nuclear fuel	Coke, refined petroleum products and nuclear fuel	Machinery	Maquinaria
2321	23	6	Fabricación de productos de la refinación del petróleo, elaborados en refinería	Fabricación de productos de la refinación del petróleo, elaborados en refinería	Productos de la refinación del petróleo, elaborados en refinería	Manufacture of refined petroleum products	Refined petroleum products	Coquización, fabricación de productos de la refinación del petróleo y combustible nuclear	Coquización, fabricación de productos de la refinación del petróleo y combustible nuclear	Productos de la refinación del petróleo y combustible nuclear	Manufacture of coke, refined petroleum products and nuclear fuel	Coke, refined petroleum products and nuclear fuel	Chemicals & Plastics	Químicos y Plásticos
2322	23	6	Elaboración de productos derivados del petróleo, fuera de refinería .	Elaboración de productos derivados del petróleo, fuera de refinería	Productos derivados del petróleo, fuera de refinería	Manufacture of refined petroleum products	Refined petroleum products	Coquización, fabricación de productos de la refinación del petróleo y combustible nuclear	Coquización, fabricación de productos de la refinación del petróleo y combustible nuclear	Productos de la refinación del petróleo y combustible nuclear	Manufacture of coke, refined petroleum products and nuclear fuel	Coke, refined petroleum products and nuclear fuel	Chemicals & Plastics	Químicos y Plásticos
2330	23	6	Elaboración de combustible nuclear	Elaboración de combustible nuclear	Combustible nuclear	Processing of nuclear fuel	Nuclear fuel	Coquización, fabricación de productos de la refinación del petróleo y combustible nuclear	Coquización, fabricación de productos de la refinación del petróleo y combustible nuclear	Productos de la refinación del petróleo y combustible nuclear	Manufacture of coke, refined petroleum products and nuclear fuel	Coke, refined petroleum products and nuclear fuel	Chemicals & Plastics	Químicos y Plásticos
2411	24	6	Fabricación de sustancias químicas básicas, excepto abonos y compuestos inorgánicos nitrogenados	Fabricación de sustancias químicas básicas, excepto abonos y compuestos inorgánicos nitrogenados	Químicos básicos, exc. abonos	Manufacture of basic chemicals, except fertilizers and nitrogen compounds	Basic chemicals, exc. fertilizers	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2412	24	6	Fabricación de abonos y compuestos inorgánicos nitrogenados	Fabricación de abonos y compuestos inorgánicos nitrogenados	Abonos	Manufacture of fertilizers and nitrogen compounds	Fertilizers	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2413	24	6	Fabricación de plásticos en formas primarias	Fabricación de plásticos en formas primarias	Plásticos en formas primarias	Manufacture of plastics in primary forms	Plastics in primary forms	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2414	24	6	Fabricación de caucho sintético en formas primarias	Fabricación de caucho sintético en formas primarias	Caucho sintético en formas primarias	Manufacture of synthetic rubber	Synthetic rubber in primary forms	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2421	24	6	Fabricación de plaguicidas y otros productos químicos de uso agropecuario	Fabricación de plaguicidas y otros productos químicos de uso agropecuario	Plaguicidas y otros de uso agropecuario	Manufacture of pesticides and other agro-chemical products	Pesticides and other agro-chemical products	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2422	24	6	Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas	Fabricación de pinturas, barnices y revestimientos similares, tintas para impresión y masillas	Pinturas, barnices y revestimientos similares	Manufacture of paints, varnishes and similar coatings, printing ink and mastics	Paints, varnishes and similar coatings	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2423	24	6	Fabricación de productos, farmacéuticos, sustancias químicas medicinales y productos botánicos	Fabricación de productos, farmacéuticos, sustancias químicas medicinales y productos botánicos	Productos farmacéuticos	Manufacture of pharmaceuticals, medicinal chemicals and botanical products	Pharmaceuticals	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2424	24	6	Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador	Fabricación de jabones y detergentes, preparados para limpiar y pulir; perfumes y preparados de tocador	Jabones y detergentes, preparados para limpiar	Manufacture of soap and detergents, cleaning and polishing preparations, perfumes and toilet preparations	Soaps and detergents, cleaning preparations	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2429	24	6	Fabricación de otros productos químicos ncp	Fabricación de otros productos químicos ncp	Otros productos químicos ncp	Manufacture of other chemical products n.e.c.	Other chemical products n.e.c.	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2430	24	6	Fabricación de fibras sintéticas y artificiales	Fabricación de fibras sintéticas y artificiales	Fibras sintéticas y artificiales	Manufacture of man-made fibres	Man-made fibres	Fabricación de sustancias y productos químicos	Fabricación de sustancias y productos químicos	Sustancias y productos químicos	Manufacture of chemicals and chemical products	Chemicals and chemical products	Chemicals & Plastics	Químicos y Plásticos
2511	25	6	Fabricación de llantas y neumáticos de caucho |	Fabricación de llantas y neumáticos de caucho |	Llantas y neumáticos de caucho	Manufacture of rubber tires and tubes; retreading and rebuilding of rubber tires	Rubber tires and tubes	Fabricación de productos de caucho y de plástico	Fabricación de productos de caucho y de plástico	Productos de caucho y de plástico	Manufacture of rubber and plastics products	Rubber and plastics products	Chemicals & Plastics	Químicos y Plásticos
2512	25	6	Reencauche de llantas usadas	Reencauche de llantas usadas	Llantas usadas	Retreading and rebuilding of rubber tires	Retreading of rubber tires	Fabricación de productos de caucho y de plástico	Fabricación de productos de caucho y de plástico	Productos de caucho y de plástico	Manufacture of rubber and plastics products	Rubber and plastics products	Chemicals & Plastics	Químicos y Plásticos
2513	25	6	Fabricación de formas básicas de caucho	Fabricación de formas básicas de caucho	Formas básicas de caucho	Manufacture of basic rubber forms	Basic rubber forms	Fabricación de productos de caucho y de plástico	Fabricación de productos de caucho y de plástico	Productos de caucho y de plástico	Manufacture of rubber and plastics products	Rubber and plastics products	Chemicals & Plastics	Químicos y Plásticos
2519	25	6	Fabricación de otros productos de caucho ncp	Fabricación de otros productos de caucho ncp	Otros productos de caucho ncp	Manufacture of other rubber products n.e.c.	Other rubber products n.e.c.	Fabricación de productos de caucho y de plástico	Fabricación de productos de caucho y de plástico	Productos de caucho y de plástico	Manufacture of rubber and plastics products	Rubber and plastics products	Chemicals & Plastics	Químicos y Plásticos
2521	25	6	Fabricación de formas básicas de plástico	Fabricación de formas básicas de plástico	Formas básicas de plástico	Manufacture of basic plastic forms	Basic plastic forms	Fabricación de productos de caucho y de plástico	Fabricación de productos de caucho y de plástico	Productos de caucho y de plástico	Manufacture of rubber and plastics products	Rubber and plastics products	Chemicals & Plastics	Químicos y Plásticos
2529	25	6	Fabricación de artículos de plástico ncp	Fabricación de artículos de plástico ncp	Artículos de plástico ncp	Manufacture of plastic articles n.e.c.	Plastic articles n.e.c.	Fabricación de productos de caucho y de plástico	Fabricación de productos de caucho y de plástico	Productos de caucho y de plástico	Manufacture of rubber and plastics products	Rubber and plastics products	Chemicals & Plastics	Químicos y Plásticos
2610	26	3	Fabricación de vidrio y de productos de vidrio	Fabricación de vidrio y de productos de vidrio	Vidrio y productos de vidrio	Manufacture of glass and glass products	Glass and glass products	Fabricación de otros productos minerales no metálicos	Fabricación de otros productos minerales no metálicos	Otros productos minerales no metálicos	Manufacture of other non-metallic mineral products	Other non-metallic mineral products	Stone & Glass	Piedra y Vidrio
2691	26	3	Fabricación de productos de cerámica no refractaria, para uso no estructural	Fabricación de productos de cerámica no refractaria, para uso no estructural	Productos de cerámica no refractaria, para uso no estructural	Manufacture of non-structural non-refractory ceramic ware	Non-structural non-refractory ceramic ware	Fabricación de otros productos minerales no metálicos	Fabricación de otros productos minerales no metálicos	Otros productos minerales no metálicos	Manufacture of other non-metallic mineral products	Other non-metallic mineral products	Stone & Glass	Piedra y Vidrio
2692	26	3	Fabricación de productos de cerámica refractaria	Fabricación de productos de cerámica refractaria	Productors de cerámica refractaria	Manufacture of refractory ceramic products	Refractory ceramic products	Fabricación de otros productos minerales no metálicos	Fabricación de otros productos minerales no metálicos	Otros productos minerales no metálicos	Manufacture of other non-metallic mineral products	Other non-metallic mineral products	Stone & Glass	Piedra y Vidrio
2693	26	3	Fabricación de productos de arcilla y cerámica no refractarias para uso estructural	Fabricación de productos de arcilla y cerámica no refractarias para uso estructural	Productos de arcilla y cerámica no refractarias para uso estructural	Manufacture of structural non-refractory clay and ceramic products	Structural non-refractory clay and ceramic products	Fabricación de otros productos minerales no metálicos	Fabricación de otros productos minerales no metálicos	Otros productos minerales no metálicos	Manufacture of other non-metallic mineral products	Other non-metallic mineral products	Stone & Glass	Piedra y Vidrio
2694	26	3	Fabricación de cemento, cal y yeso	Fabricación de cemento, cal y yeso	Cemento, cal y yeso	Manufacture of cement, lime and plaster	Cement, lime and plaster	Fabricación de otros productos minerales no metálicos	Fabricación de otros productos minerales no metálicos	Otros productos minerales no metálicos	Manufacture of other non-metallic mineral products	Other non-metallic mineral products	Stone & Glass	Piedra y Vidrio
2695	26	3	Fabricación de artículos de hormigón, cemento y yeso	Fabricación de artículos de hormigón, cemento y yeso	Artículos de hormigón, cemento y yeso	Manufacture of articles of concrete, cement and plaster	Articles of concrete, cement and plaster	Fabricación de otros productos minerales no metálicos	Fabricación de otros productos minerales no metálicos	Otros productos minerales no metálicos	Manufacture of other non-metallic mineral products	Other non-metallic mineral products	Stone & Glass	Piedra y Vidrio
2696	26	3	Corte, tallado y acabado de la piedra	Corte, tallado y acabado de la piedra	Corte, tallado y acabado de la piedra	Cutting, shaping and finishing of stone	Cutting, shaping and finishing of stone	Fabricación de otros productos minerales no metálicos	Fabricación de otros productos minerales no metálicos	Otros productos minerales no metálicos	Manufacture of other non-metallic mineral products	Other non-metallic mineral products	Stone & Glass	Piedra y Vidrio
2699	26	3	Fabricación de otros productos minerales no metálicos ncp	Fabricación de otros productos minerales no metálicos ncp	Ortos productos minerales no metálicos ncp	Manufacture of other non-metallic mineral products n.e.c.	Other non-metallic mineral products n.e.c.	Fabricación de otros productos minerales no metálicos	Fabricación de otros productos minerales no metálicos	Otros productos minerales no metálicos	Manufacture of other non-metallic mineral products	Other non-metallic mineral products	Stone & Glass	Piedra y Vidrio
2710	27	5	Industrias básicas de hierro y de acero	Industrias básicas de hierro y de acero	Industrias básicas de hierro y de acero	Manufacture of basic iron and steel	Basic iron and steel	Fabricación de productos metalúrgicos básicos	Fabricación de productos metalúrgicos básicos	Productos metalúrgicos básicos	Manufacture of basic metals	Basic metlas	Metals	Metales
2721	27	3	Industrias básicas de metales preciosos	Industrias básicas de metales preciosos	Industrias básicas de metales preciosos	Manufacture of basic precious metals	Basic precious metals	Fabricación de productos metalúrgicos básicos	Fabricación de productos metalúrgicos básicos	Productos metalúrgicos básicos	Manufacture of basic metals	Basic metlas	Stone & Glass	Piedra y Vidrio
2729	27	3	Industrias básicas de otros metales no ferrosos	Industrias básicas de otros metales no ferrosos	Industrias básicas de otros metales no ferrosos	Manufacture of other non-ferrous metals	Other non-ferrous metals	Fabricación de productos metalúrgicos básicos	Fabricación de productos metalúrgicos básicos	Productos metalúrgicos básicos	Manufacture of basic metals	Basic metlas	Stone & Glass	Piedra y Vidrio
2731	27	5	Fundición de hierro y de acero	Fundición de hierro y de acero	Fundición de hierro y de acero	Casting of iron and steel	Casting of iron and steel	Fabricación de productos metalúrgicos básicos	Fabricación de productos metalúrgicos básicos	Productos metalúrgicos básicos	Manufacture of basic metals	Basic metlas	Metals	Metales
2732	27	5	Fundición de metales no ferrosos	Fundición de metales no ferrosos	Fundición de metales no ferrosos	Casting of non-ferrous metals	Casting of non-ferrous metals	Fabricación de productos metalúrgicos básicos	Fabricación de productos metalúrgicos básicos	Productos metalúrgicos básicos	Manufacture of basic metals	Basic metlas	Metals	Metales
2811	28	5	Fabricación de productos metálicos para uso estructural	Fabricación de productos metálicos para uso estructural	Productos metálicos para uso estructural	Manufacture of structural metal products	Structural metal products	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Productos de metal exc.maquinaria y equipo	Manufacture of fabricated metal products, except machinery and equipment	Fabricated metal products, except machinery and equipment	Metals	Metales
2812	28	5	Fabricación de tanques, depósitos y recipientes de metal	Fabricación de tanques, depósitos y recipientes de metal	Tanques, depósitos y recipientes	Manufacture of tanks, reservoirs and containers of metal	Tanks, reservoirs and containers	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Productos de metal exc.maquinaria y equipo	Manufacture of fabricated metal products, except machinery and equipment	Fabricated metal products, except machinery and equipment	Metals	Metales
2813	28	5	Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central	Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central	Generadores de vapor, excepto para calefacción central	Manufacture of steam generators, except central heating hot water boilers	Steam generators, except for central heating	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Productos de metal exc.maquinaria y equipo	Manufacture of fabricated metal products, except machinery and equipment	Fabricated metal products, except machinery and equipment	Metals	Metales
2891	28	5	Forja, prensado, estampado y laminado de metal; pulvimetalurgia	Forja, prensado, estampado y laminado de metal; pulvimetalurgia	Forja, prensado, estampado y laminado de metal; pulvimetalurgia	Forging, pressing, stamping and roll-forming of metal; powder metallurgy	Forging, pressing, stamping and roll of metal; powder metallurgy	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Productos de metal exc.maquinaria y equipo	Manufacture of fabricated metal products, except machinery and equipment	Fabricated metal products, except machinery and equipment	Metals	Metales
2892	28	5	Tratamiento y revestimiento de metales; trabajos de ingeniería mecánica en general realizados a cambio de una retribución o por contrata	Tratamiento y revestimiento de metales; trabajos de ingeniería mecánica en general realizados a cambio de una retribución o por contrata	Tratamiento y revestimiento de metales; trabajos de ingeniería mecánica	Treatment and coating of metals; general mechanical engineering on a fee or contract basis	Treatment and coating of metals; general mechinical engineering	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Productos de metal exc.maquinaria y equipo	Manufacture of fabricated metal products, except machinery and equipment	Fabricated metal products, except machinery and equipment	Metals	Metales
2893	28	5	Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería	Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería	Artículos de cuchillería, herramientas de mano y artículos de ferretería	Manufacture of cutlery, hand tools and general hardware	Cutlery, hand tools and general hardware	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Productos de metal exc.maquinaria y equipo	Manufacture of fabricated metal products, except machinery and equipment	Fabricated metal products, except machinery and equipment	Metals	Metales
2899	28	5	Fabricación de otros productos elaborados de metal ncp	Fabricación de otros productos elaborados de metal ncp	Otros productos elaborados de metal ncp	Manufacture of other fabricated metal products n.e.c.	Other fabricated metal products n.e.c.	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Fabricación de productos elaborados de metal, excepto maquinaria y equipo	Productos de metal exc.maquinaria y equipo	Manufacture of fabricated metal products, except machinery and equipment	Fabricated metal products, except machinery and equipment	Metals	Metales
2911	29	8	Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas	Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas	Motores y turbinas, excepto motores para vehículos	Manufacture of engines and turbines, except aircraft, vehicle and cycle engines	Engines and turbines, except for vehicles	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2912	29	8	Fabricación de bombas, compresores, grifos y válvulas	Fabricación de bombas, compresores, grifos y válvulas	Bombas, compresores, grifos y válvulas	Manufacture of pumps, compressors, taps and valves	Pumps, compressors, taps and valves	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2913	29	8	Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión	Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión	Cojinetes, engranajes y piezas de transmisión	Manufacture of bearings, gears, gearing and driving elements	Bearings, gears and driving elementss	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2914	29	8	Fabricación de hornos, hogares y quemadores industriales	Fabricación de hornos, hogares y quemadores industriales	Hornos, hogares y quemadores industriales	Manufacture of ovens, furnaces and furnace burners	Ovens, furnaces and furnace burners	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2915	29	8	Fabricación de equipo de elevación y manipulación	Fabricación de equipo de elevación y manipulación	Equipo de elevación y manipulación	Manufacture of lifting and handling equipment	Lifting and handling equipment	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2919	29	8	Fabricación de otros tipos de maquinaria de uso general ncp	Fabricación de otros tipos de maquinaria de uso general ncp	Otros tipos de maquinaria de uso general ncp	Manufacture of other general purpose machinery n.e.c.	Other general purpose machinery n.e.c.	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2921	29	8	Fabricación de maquinaria agropecuaria y forestal	Fabricación de maquinaria agropecuaria y forestal	Maquinaria agropecuaria y forestal	Manufacture of agricultural and forestry machinery	Agricultural and forestry machinery	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2922	29	8	Fabricación de máquinas - herramienta	Fabricación de máquinas - herramienta	Máquinas - herramienta	Manufacture of machine-tools	Machine-tools	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2923	29	8	Fabricación de maquinaria para la metalurgía	Fabricación de maquinaria para la metalurgía	Maquinaria para la metalurgía	Manufacture of machinery for metallurgy	Machinery for metallurgy	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2924	29	8	Fabricación de maquinaria para la explotación de minas y canteras y para la construcción	Fabricación de maquinaria para la explotación de minas y canteras y para la construcción	Maquinaria para la explotación de minas y canteras y para la construcción	Manufacture of machinery for mining, quarrying and construction	Machinery for mining, quarrying and construction	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2925	29	8	Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco	Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco	Maquinaria para la elaboración de alimentos, bebidas y tabaco	Manufacture of machinery for food, beverage and tobacco processing	Machinery for food, beverage and tobacco processing	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2926	29	8	Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros	Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros	Maquinaria para la elaboración de productos textiles, prendas de vestir y cueros	Manufacture of machinery for textile, apparel and leather production	Machinery for textile, apparel and leather production	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2927	29	8	Fabricación de armas y municiones	Fabricación de armas y municiones	Armas y municiones	Manufacture of weapons and ammunition	Weapons and ammunition	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2929	29	8	Fabricación de otros tipos de maquinaria de uso especial ncp	Fabricación de otros tipos de maquinaria de uso especial ncp	Otros tipos de maquinaria de uso especial ncp	Manufacture of other special purpose machinery n.e.c.	Other special purpose machinery n.e.c.	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
2930	29	8	Fabricación de aparatos de uso doméstico ncp	Fabricación de aparatos de uso doméstico ncp	Aparatos de uso doméstico ncp	Manufacture of domestic appliances n.e.c.	Domestic appliances n.e.c.	Fabricación de maquinaria y equipo ncp	Fabricación de maquinaria y equipo ncp	Maquinaria y equipo ncp	Manufacture of machinery and equipment n.e.c.	Machinery and equipment nec	Machinery	Maquinaria
3000	30	8	Fabricación de maquinaria de oficina , contabilidad e informática	Fabricación de maquinaria de oficina , contabilidad e informática	Maquinaria de oficina, contabilidad e informática	Manufacture of office, accounting and computing machinery	Office, accounting and computing machinery	Fabricación de maquinaria de oficina, contabilidad e informática	Fabricación de maquinaria de oficina, contabilidad e informática	Maquinaria de oficina, contabilidad e informática	Manufacture of office, accounting and computing machinery	Office, accounting and computing machinery	Machinery	Maquinaria
3110	31	9	Fabricación de motores, generadores y transformadores eléctricos	Fabricación de motores, generadores y transformadores eléctricos	Motores, generadores y transformadores eléctricos	Manufacture of electric motors, generators and transformers	Electric motors, generators and transformers	Fabricación de maquinaria y aparatos eléctricos ncp	Fabricación de maquinaria y aparatos eléctricos ncp	Maquinaria y aparatos eléctricos ncp	Manufacture of electrical machinery and apparatus n.e.c.	Electrical machinery and apparatus nec	Electronics	Electrónicos
3120	31	9	Fabricación de aparatos de distribución y control de la energía eléctrica	Fabricación de aparatos de distribución y control de la energía eléctrica	Aparatos de distribución y control de la energía eléctrica	Manufacture of electricity distribution and control apparatus	Electricity distribution and control apparatus	Fabricación de maquinaria y aparatos eléctricos ncp	Fabricación de maquinaria y aparatos eléctricos ncp	Maquinaria y aparatos eléctricos ncp	Manufacture of electrical machinery and apparatus n.e.c.	Electrical machinery and apparatus nec	Electronics	Electrónicos
3130	31	9	Fabricación de hilos y cables aislados	Fabricación de hilos y cables aislados	Hilos y cables aislados	Manufacture of insulated wire and cable	Insulated wire and cable	Fabricación de maquinaria y aparatos eléctricos ncp	Fabricación de maquinaria y aparatos eléctricos ncp	Maquinaria y aparatos eléctricos ncp	Manufacture of electrical machinery and apparatus n.e.c.	Electrical machinery and apparatus nec	Electronics	Electrónicos
