"reniec","inei","Nombre","Nombrecompleto"
,"131103","Compin","La Libertad/Gran Chimu/Compin"
,"230402","Heroes Albarracin","Tacna/Tarata/Heroes Albarracin"
"010000","010000","Amazonas","Amazonas//"
"010100","010100","Chachapoyas","Amazonas/Chachapoyas/"
"010101","010101","Chachapoyas","Amazonas/Chachapoyas/Chachapoyas"
"010102","010102","Asuncion","Amazonas/Chachapoyas/Asuncion"
"010103","010103","Balsas","Amazonas/Chachapoyas/Balsas"
"010104","010104","Cheto","Amazonas/Chachapoyas/Cheto"
"010105","010105","Chiliquin","Amazonas/Chachapoyas/Chiliquin"
"010106","010106","Chuquibamba","Amazonas/Chachapoyas/Chuquibamba"
"010107","010107","Granada","Amazonas/Chachapoyas/Granada"
"010108","010108","Huancas","Amazonas/Chachapoyas/Huancas"
"010109","010109","La Jalca","Amazonas/Chachapoyas/La Jalca"
"010110","010110","Leimebamba","Amazonas/Chachapoyas/Leimebamba"
"010111","010111","Levanto","Amazonas/Chachapoyas/Levanto"
"010112","010112","Magdalena","Amazonas/Chachapoyas/Magdalena"
"010113","010113","Mariscal Castilla","Amazonas/Chachapoyas/Mariscal Castilla"
"010114","010114","Molinopampa","Amazonas/Chachapoyas/Molinopampa"
"010115","010115","Montevideo","Amazonas/Chachapoyas/Montevideo"
"010116","010116","Olleros","Amazonas/Chachapoyas/Olleros"
"010117","010117","Quinjalca","Amazonas/Chachapoyas/Quinjalca"
"010118","010118","San Fco De Daguas","Amazonas/Chachapoyas/San Fco De Daguas"
"010119","010119","San Isidro De Maino","Amazonas/Chachapoyas/San Isidro De Maino"
"010120","010120","Soloco","Amazonas/Chachapoyas/Soloco"
"010121","010121","Sonche","Amazonas/Chachapoyas/Sonche"
"010200","010200","Bagua","Amazonas/Bagua/"
"010201","010206","La Peca","Amazonas/Bagua/La Peca"
"010202","010202","Aramango","Amazonas/Bagua/Aramango"
"010203","010203","Copallin","Amazonas/Bagua/Copallin"
"010204","010204","El Parco","Amazonas/Bagua/El Parco"
"010205","010201","Bagua","Amazonas/Bagua/Bagua"
"010206","010205","Imaza","Amazonas/Bagua/Imaza"
"010300","010300","Bongara","Amazonas/Bongara/"
"010301","010301","Jumbilla","Amazonas/Bongara/Jumbilla"
"010302","010304","Corosha","Amazonas/Bongara/Corosha"
"010303","010305","Cuispes","Amazonas/Bongara/Cuispes"
"010304","010302","Chisquilla","Amazonas/Bongara/Chisquilla"
"010305","010303","Churuja","Amazonas/Bongara/Churuja"
"010306","010306","Florida","Amazonas/Bongara/Florida"
"010307","010308","Recta","Amazonas/Bongara/Recta"
"010308","010309","San Carlos","Amazonas/Bongara/San Carlos"
"010309","010310","Shipasbamba","Amazonas/Bongara/Shipasbamba"
"010310","010311","Valera","Amazonas/Bongara/Valera"
"010311","010312","Yambrasbamba","Amazonas/Bongara/Yambrasbamba"
"010312","010307","Jazan","Amazonas/Bongara/Jazan"
"010400","010500","Luya","Amazonas/Luya/"
"010401","010501","Lamud","Amazonas/Luya/Lamud"
"010402","010502","Camporredondo","Amazonas/Luya/Camporredondo"
"010403","010503","Cocabamba","Amazonas/Luya/Cocabamba"
"010404","010504","Colcamar","Amazonas/Luya/Colcamar"
"010405","010505","Conila","Amazonas/Luya/Conila"
"010406","010506","Inguilpata","Amazonas/Luya/Inguilpata"
"010407","010507","Longuita","Amazonas/Luya/Longuita"
"010408","010508","Lonya Chico","Amazonas/Luya/Lonya Chico"
"010409","010509","Luya","Amazonas/Luya/Luya"
"010410","010510","Luya Viejo","Amazonas/Luya/Luya Viejo"
"010411","010511","Maria","Amazonas/Luya/Maria"
"010412","010512","Ocalli","Amazonas/Luya/Ocalli"
"010413","010513","Ocumal","Amazonas/Luya/Ocumal"
"010414","010514","Pisuquia","Amazonas/Luya/Pisuquia"
"010415","010516","San Cristobal","Amazonas/Luya/San Cristobal"
"010416","010517","San Francisco De Yeso","Amazonas/Luya/San Francisco De Yeso"
"010417","010518","San Jeronimo","Amazonas/Luya/San Jeronimo"
"010418","010519","San Juan De Lopecancha","Amazonas/Luya/San Juan De Lopecancha"
"010419","010520","Santa Catalina","Amazonas/Luya/Santa Catalina"
"010420","010521","Santo Tomas","Amazonas/Luya/Santo Tomas"
"010421","010522","Tingo","Amazonas/Luya/Tingo"
"010422","010523","Trita","Amazonas/Luya/Trita"
"010423","010515","Providencia","Amazonas/Luya/Providencia"
"010500","010600","Rodriguez De Mendoza","Amazonas/Rodriguez De Mendoza/"
"010501","010601","San Nicolas","Amazonas/Rodriguez De Mendoza/San Nicolas"
"010502","010603","Cochamal","Amazonas/Rodriguez De Mendoza/Cochamal"
"010503","010602","Chirimoto","Amazonas/Rodriguez De Mendoza/Chirimoto"
"010504","010604","Huambo","Amazonas/Rodriguez De Mendoza/Huambo"
"010505","010605","Limabamba","Amazonas/Rodriguez De Mendoza/Limabamba"
"010506","010606","Longar","Amazonas/Rodriguez De Mendoza/Longar"
"010507","010608","Milpuc","Amazonas/Rodriguez De Mendoza/Milpuc"
"010508","010607","Mcal Benavides","Amazonas/Rodriguez De Mendoza/Mcal Benavides"
"010509","010609","Omia","Amazonas/Rodriguez De Mendoza/Omia"
"010510","010610","Santa Rosa","Amazonas/Rodriguez De Mendoza/Santa Rosa"
"010511","010611","Totora","Amazonas/Rodriguez De Mendoza/Totora"
"010512","010612","Vista Alegre","Amazonas/Rodriguez De Mendoza/Vista Alegre"
"010600","010400","Condorcanqui","Amazonas/Condorcanqui/"
"010601","010401","Nieva","Amazonas/Condorcanqui/Nieva"
"010602","010403","Rio Santiago","Amazonas/Condorcanqui/Rio Santiago"
"010603","010402","El Cenepa","Amazonas/Condorcanqui/El Cenepa"
"010700","010700","Utcubamba","Amazonas/Utcubamba/"
"010701","010701","Bagua Grande","Amazonas/Utcubamba/Bagua Grande"
"010702","010702","Cajaruro","Amazonas/Utcubamba/Cajaruro"
"010703","010703","Cumba","Amazonas/Utcubamba/Cumba"
"010704","010704","El Milagro","Amazonas/Utcubamba/El Milagro"
"010705","010705","Jamalca","Amazonas/Utcubamba/Jamalca"
"010706","010706","Lonya Grande","Amazonas/Utcubamba/Lonya Grande"
"010707","010707","Yamon","Amazonas/Utcubamba/Yamon"
"020000","020000","Ancash","Ancash//"
"020100","020100","Huaraz","Ancash/Huaraz/"
"020101","020101","Huaraz","Ancash/Huaraz/Huaraz"
"020102","020105","Independencia","Ancash/Huaraz/Independencia"
"020103","020102","Cochabamba","Ancash/Huaraz/Cochabamba"
"020104","020103","Colcabamba","Ancash/Huaraz/Colcabamba"
"020105","020104","Huanchay","Ancash/Huaraz/Huanchay"
"020106","020106","Jangas","Ancash/Huaraz/Jangas"
"020107","020107","La Libertad","Ancash/Huaraz/La Libertad"
"020108","020108","Olleros","Ancash/Huaraz/Olleros"
"020109","020109","Pampas","Ancash/Huaraz/Pampas"
"020110","020110","Pariacoto","Ancash/Huaraz/Pariacoto"
"020111","020111","Pira","Ancash/Huaraz/Pira"
"020112","020112","Tarica","Ancash/Huaraz/Tarica"
"020200","020200","Aija","Ancash/Aija/"
"020201","020201","Aija","Ancash/Aija/Aija"
"020203","020202","Coris","Ancash/Aija/Coris"
"020205","020203","Huacllan","Ancash/Aija/Huacllan"
"020206","020204","La Merced","Ancash/Aija/La Merced"
"020208","020205","Succha","Ancash/Aija/Succha"
"020300","020500","Bolognesi","Ancash/Bolognesi/"
"020301","020501","Chiquian","Ancash/Bolognesi/Chiquian"
"020302","020502","A Pardo Lezameta","Ancash/Bolognesi/A Pardo Lezameta"
"020304","020504","Aquia","Ancash/Bolognesi/Aquia"
"020305","020505","Cajacay","Ancash/Bolognesi/Cajacay"
"020310","020510","Huayllacayan","Ancash/Bolognesi/Huayllacayan"
"020311","020509","Huasta","Ancash/Bolognesi/Huasta"
"020313","020512","Mangas","Ancash/Bolognesi/Mangas"
"020315","020513","Pacllon","Ancash/Bolognesi/Pacllon"
"020317","020514","San Miguel De Corpanqui","Ancash/Bolognesi/San Miguel De Corpanqui"
"020320","020515","Ticllos","Ancash/Bolognesi/Ticllos"
"020321","020503","Antonio Raimondi","Ancash/Bolognesi/Antonio Raimondi"
"020322","020506","Canis","Ancash/Bolognesi/Canis"
"020323","020507","Colquioc","Ancash/Bolognesi/Colquioc"
"020324","020511","La Primavera","Ancash/Bolognesi/La Primavera"
"020325","020508","Huallanca","Ancash/Bolognesi/Huallanca"
"020400","020600","Carhuaz","Ancash/Carhuaz/"
"020401","020601","Carhuaz","Ancash/Carhuaz/Carhuaz"
"020402","020602","Acopampa","Ancash/Carhuaz/Acopampa"
"020403","020603","Amashca","Ancash/Carhuaz/Amashca"
"020404","020604","Anta","Ancash/Carhuaz/Anta"
"020405","020605","Ataquero","Ancash/Carhuaz/Ataquero"
"020406","020606","Marcara","Ancash/Carhuaz/Marcara"
"020407","020607","Pariahuanca","Ancash/Carhuaz/Pariahuanca"
"020408","020608","San Miguel De Aco","Ancash/Carhuaz/San Miguel De Aco"
"020409","020609","Shilla","Ancash/Carhuaz/Shilla"
"020410","020610","Tinco","Ancash/Carhuaz/Tinco"
"020411","020611","Yungar","Ancash/Carhuaz/Yungar"
"020500","020800","Casma","Ancash/Casma/"
"020501","020801","Casma","Ancash/Casma/Casma"
"020502","020802","Buena Vista Alta","Ancash/Casma/Buena Vista Alta"
"020503","020803","Comandante Noel","Ancash/Casma/Comandante Noel"
"020505","020804","Yautan","Ancash/Casma/Yautan"
"020600","020900","Corongo","Ancash/Corongo/"
"020601","020901","Corongo","Ancash/Corongo/Corongo"
"020602","020902","Aco","Ancash/Corongo/Aco"
"020603","020903","Bambas","Ancash/Corongo/Bambas"
"020604","020904","Cusca","Ancash/Corongo/Cusca"
"020605","020905","La Pampa","Ancash/Corongo/La Pampa"
"020606","020906","Yanac","Ancash/Corongo/Yanac"
"020607","020907","Yupan","Ancash/Corongo/Yupan"
"020700","021200","Huaylas","Ancash/Huaylas/"
"020701","021201","Caraz","Ancash/Huaylas/Caraz"
"020702","021202","Huallanca","Ancash/Huaylas/Huallanca"
"020703","021203","Huata","Ancash/Huaylas/Huata"
"020704","021204","Huaylas","Ancash/Huaylas/Huaylas"
"020705","021205","Mato","Ancash/Huaylas/Mato"
"020706","021206","Pamparomas","Ancash/Huaylas/Pamparomas"
"020707","021207","Pueblo Libre","Ancash/Huaylas/Pueblo Libre"
"020708","021208","Santa Cruz","Ancash/Huaylas/Santa Cruz"
"020709","021210","Yuracmarca","Ancash/Huaylas/Yuracmarca"
"020710","021209","Santo Toribio","Ancash/Huaylas/Santo Toribio"
"020800","021000","Huari","Ancash/Huari/"
"020801","021001","Huari","Ancash/Huari/Huari"
"020802","021003","Cajay","Ancash/Huari/Cajay"
"020803","021004","Chavin De Huantar","Ancash/Huari/Chavin De Huantar"
"020804","021005","Huacachi","Ancash/Huari/Huacachi"
"020805","021007","Huachis","Ancash/Huari/Huachis"
"020806","021006","Huacchis","Ancash/Huari/Huacchis"
"020807","021008","Huantar","Ancash/Huari/Huantar"
"020808","021009","Masin","Ancash/Huari/Masin"
"020809","021010","Paucas","Ancash/Huari/Paucas"
"020810","021011","Ponto","Ancash/Huari/Ponto"
"020811","021012","Rahuapampa","Ancash/Huari/Rahuapampa"
"020812","021013","Rapayan","Ancash/Huari/Rapayan"
"020813","021014","San Marcos","Ancash/Huari/San Marcos"
"020814","021015","San Pedro De Chana","Ancash/Huari/San Pedro De Chana"
"020815","021016","Uco","Ancash/Huari/Uco"
"020816","021002","Anra","Ancash/Huari/Anra"
"020900","021300","Mariscal Luzuriaga","Ancash/Mariscal Luzuriaga/"
"020901","021301","Piscobamba","Ancash/Mariscal Luzuriaga/Piscobamba"
"020902","021302","Casca","Ancash/Mariscal Luzuriaga/Casca"
"020903","021307","Lucma","Ancash/Mariscal Luzuriaga/Lucma"
"020904","021304","Fidel Olivas Escudero","Ancash/Mariscal Luzuriaga/Fidel Olivas Escudero"
"020905","021305","Llama","Ancash/Mariscal Luzuriaga/Llama"
"020906","021306","Llumpa","Ancash/Mariscal Luzuriaga/Llumpa"
"020907","021308","Musga","Ancash/Mariscal Luzuriaga/Musga"
"020908","021303","Eleazar Guzman Barron","Ancash/Mariscal Luzuriaga/Eleazar Guzman Barron"
"021000","021500","Pallasca","Ancash/Pallasca/"
"021001","021501","Cabana","Ancash/Pallasca/Cabana"
"021002","021502","Bolognesi","Ancash/Pallasca/Bolognesi"
"021003","021503","Conchucos","Ancash/Pallasca/Conchucos"
"021004","021504","Huacaschuque","Ancash/Pallasca/Huacaschuque"
"021005","021505","Huandoval","Ancash/Pallasca/Huandoval"
"021006","021506","Lacabamba","Ancash/Pallasca/Lacabamba"
"021007","021507","Llapo","Ancash/Pallasca/Llapo"
"021008","021508","Pallasca","Ancash/Pallasca/Pallasca"
"021009","021509","Pampas","Ancash/Pallasca/Pampas"
"021010","021510","Santa Rosa","Ancash/Pallasca/Santa Rosa"
"021011","021511","Tauca","Ancash/Pallasca/Tauca"
"021100","021600","Pomabamba","Ancash/Pomabamba/"
"021101","021601","Pomabamba","Ancash/Pomabamba/Pomabamba"
"021102","021602","Huayllan","Ancash/Pomabamba/Huayllan"
"021103","021603","Parobamba","Ancash/Pomabamba/Parobamba"
"021104","021604","Quinuabamba","Ancash/Pomabamba/Quinuabamba"
"021200","021700","Recuay","Ancash/Recuay/"
"021201","021701","Recuay","Ancash/Recuay/Recuay"
"021202","021703","Cotaparaco","Ancash/Recuay/Cotaparaco"
"021203","021704","Huayllapampa","Ancash/Recuay/Huayllapampa"
"021204","021706","Marca","Ancash/Recuay/Marca"
"021205","021707","Pampas Chico","Ancash/Recuay/Pampas Chico"
"021206","021708","Pararin","Ancash/Recuay/Pararin"
"021207","021709","Tapacocha","Ancash/Recuay/Tapacocha"
"021208","021710","Ticapampa","Ancash/Recuay/Ticapampa"
"021209","021705","Llacllin","Ancash/Recuay/Llacllin"
"021210","021702","Catac","Ancash/Recuay/Catac"
"021300","021800","Santa","Ancash/Santa/"
"021301","021801","Chimbote","Ancash/Santa/Chimbote"
"021302","021802","Caceres Del Peru","Ancash/Santa/Caceres Del Peru"
"021303","021804","Macate","Ancash/Santa/Macate"
"021304","021805","Moro","Ancash/Santa/Moro"
"021305","021806","Nepena","Ancash/Santa/Nepena"
"021306","021807","Samanco","Ancash/Santa/Samanco"
"021307","021808","Santa","Ancash/Santa/Santa"
"021308","021803","Coishco","Ancash/Santa/Coishco"
"021309","021809","Nuevo Chimbote","Ancash/Santa/Nuevo Chimbote"
"021400","021900","Sihuas","Ancash/Sihuas/"
"021401","021901","Sihuas","Ancash/Sihuas/Sihuas"
"021402","021903","Alfonso Ugarte","Ancash/Sihuas/Alfonso Ugarte"
"021403","021905","Chingalpo","Ancash/Sihuas/Chingalpo"
"021404","021906","Huayllabamba","Ancash/Sihuas/Huayllabamba"
"021405","021907","Quiches","Ancash/Sihuas/Quiches"
"021406","021910","Sicsibamba","Ancash/Sihuas/Sicsibamba"
"021407","021902","Acobamba","Ancash/Sihuas/Acobamba"
"021408","021904","Cashapampa","Ancash/Sihuas/Cashapampa"
"021409","021908","Ragash","Ancash/Sihuas/Ragash"
"021410","021909","San Juan","Ancash/Sihuas/San Juan"
"021500","022000","Yungay","Ancash/Yungay/"
"021501","022001","Yungay","Ancash/Yungay/Yungay"
"021502","022002","Cascapara","Ancash/Yungay/Cascapara"
"021503","022003","Mancos","Ancash/Yungay/Mancos"
"021504","022004","Matacoto","Ancash/Yungay/Matacoto"
"021505","022005","Quillo","Ancash/Yungay/Quillo"
"021506","022006","Ranrahirca","Ancash/Yungay/Ranrahirca"
"021507","022007","Shupluy","Ancash/Yungay/Shupluy"
"021508","022008","Yanama","Ancash/Yungay/Yanama"
"021600","020300","Antonio Raimondi","Ancash/Antonio Raimondi/"
"021601","020301","Llamellin","Ancash/Antonio Raimondi/Llamellin"
"021602","020302","Aczo","Ancash/Antonio Raimondi/Aczo"
"021603","020303","Chaccho","Ancash/Antonio Raimondi/Chaccho"
"021604","020304","Chingas","Ancash/Antonio Raimondi/Chingas"
"021605","020305","Mirgas","Ancash/Antonio Raimondi/Mirgas"
"021606","020306","San Juan De Rontoy","Ancash/Antonio Raimondi/San Juan De Rontoy"
"021700","020700","Carlos Fermin Fitzcarrald","Ancash/Carlos Fermin Fitzcarrald/"
"021701","020701","San Luis","Ancash/Carlos Fermin Fitzcarrald/San Luis"
"021702","020703","Yauya","Ancash/Carlos Fermin Fitzcarrald/Yauya"
"021703","020702","San Nicolas","Ancash/Carlos Fermin Fitzcarrald/San Nicolas"
"021800","020400","Asuncion","Ancash/Asuncion/"
"021801","020401","Chacas","Ancash/Asuncion/Chacas"
"021802","020402","Acochaca","Ancash/Asuncion/Acochaca"
"021900","021100","Huarmey","Ancash/Huarmey/"
"021901","021101","Huarmey","Ancash/Huarmey/Huarmey"
"021902","021102","Cochapeti","Ancash/Huarmey/Cochapeti"
"021903","021104","Huayan","Ancash/Huarmey/Huayan"
"021904","021105","Malvas","Ancash/Huarmey/Malvas"
"021905","021103","Culebras","Ancash/Huarmey/Culebras"
"022000","021400","Ocros","Ancash/Ocros/"
"022001","021402","Acas","Ancash/Ocros/Acas"
"022002","021403","Cajamarquilla","Ancash/Ocros/Cajamarquilla"
"022003","021404","Carhuapampa","Ancash/Ocros/Carhuapampa"
"022004","021405","Cochas","Ancash/Ocros/Cochas"
"022005","021406","Congas","Ancash/Ocros/Congas"
"022006","021407","Llipa","Ancash/Ocros/Llipa"
"022007","021401","Ocros","Ancash/Ocros/Ocros"
"022008","021408","San Cristobal De Rajan","Ancash/Ocros/San Cristobal De Rajan"
"022009","021409","San Pedro","Ancash/Ocros/San Pedro"
"022010","021410","Santiago De Chilcas","Ancash/Ocros/Santiago De Chilcas"
"030000","030000","Apurimac","Apurimac//"
"030100","030100","Abancay","Apurimac/Abancay/"
"030101","030101","Abancay","Apurimac/Abancay/Abancay"
"030102","030103","Circa","Apurimac/Abancay/Circa"
"030103","030104","Curahuasi","Apurimac/Abancay/Curahuasi"
"030104","030102","Chacoche","Apurimac/Abancay/Chacoche"
"030105","030105","Huanipaca","Apurimac/Abancay/Huanipaca"
"030106","030106","Lambrama","Apurimac/Abancay/Lambrama"
"030107","030107","Pichirhua","Apurimac/Abancay/Pichirhua"
"030108","030108","San Pedro De Cachora","Apurimac/Abancay/San Pedro De Cachora"
"030109","030109","Tamburco","Apurimac/Abancay/Tamburco"
"030200","030400","Aymaraes","Apurimac/Aymaraes/"
"030201","030401","Chalhuanca","Apurimac/Aymaraes/Chalhuanca"
"030202","030402","Capaya","Apurimac/Aymaraes/Capaya"
"030203","030403","Caraybamba","Apurimac/Aymaraes/Caraybamba"
"030204","030405","Colcabamba","Apurimac/Aymaraes/Colcabamba"
"030205","030406","Cotaruse","Apurimac/Aymaraes/Cotaruse"
"030206","030404","Chapimarca","Apurimac/Aymaraes/Chapimarca"
"030207","030407","Ihuayllo","Apurimac/Aymaraes/Ihuayllo"
"030208","030409","Lucre","Apurimac/Aymaraes/Lucre"
"030209","030410","Pocohuanca","Apurimac/Aymaraes/Pocohuanca"
"030210","030412","Sanaica","Apurimac/Aymaraes/Sanaica"
"030211","030413","Soraya","Apurimac/Aymaraes/Soraya"
"030212","030414","Tapairihua","Apurimac/Aymaraes/Tapairihua"
"030213","030415","Tintay","Apurimac/Aymaraes/Tintay"
"030214","030416","Toraya","Apurimac/Aymaraes/Toraya"
"030215","030417","Yanaca","Apurimac/Aymaraes/Yanaca"
"030216","030411","San Juan De Chacna","Apurimac/Aymaraes/San Juan De Chacna"
"030217","030408","Justo Apu Sahuaraura","Apurimac/Aymaraes/Justo Apu Sahuaraura"
"030300","030200","Andahuaylas","Apurimac/Andahuaylas/"
"030301","030201","Andahuaylas","Apurimac/Andahuaylas/Andahuaylas"
"030302","030202","Andarapa","Apurimac/Andahuaylas/Andarapa"
"030303","030203","Chiara","Apurimac/Andahuaylas/Chiara"
"030304","030204","Huancarama","Apurimac/Andahuaylas/Huancarama"
"030305","030205","Huancaray","Apurimac/Andahuaylas/Huancaray"
"030306","030207","Kishuara","Apurimac/Andahuaylas/Kishuara"
"030307","030208","Pacobamba","Apurimac/Andahuaylas/Pacobamba"
"030308","030210","Pampachiri","Apurimac/Andahuaylas/Pampachiri"
"030309","030212","San Antonio De Cachi","Apurimac/Andahuaylas/San Antonio De Cachi"
"030310","030213","San Jeronimo","Apurimac/Andahuaylas/San Jeronimo"
"030311","030216","Talavera","Apurimac/Andahuaylas/Talavera"
"030312","030218","Turpo","Apurimac/Andahuaylas/Turpo"
"030313","030209","Pacucha","Apurimac/Andahuaylas/Pacucha"
"030314","030211","Pomacocha","Apurimac/Andahuaylas/Pomacocha"
"030315","030215","Sta Maria De Chicmo","Apurimac/Andahuaylas/Sta Maria De Chicmo"
"030316","030217","Tumay Huaraca","Apurimac/Andahuaylas/Tumay Huaraca"
"030317","030206","Huayana","Apurimac/Andahuaylas/Huayana"
"030318","030214","San Miguel De Chaccrampa","Apurimac/Andahuaylas/San Miguel De Chaccrampa"
"030319","030219","Kaquiabamba","Apurimac/Andahuaylas/Kaquiabamba"
"030400","030300","Antabamba","Apurimac/Antabamba/"
"030401","030301","Antabamba","Apurimac/Antabamba/Antabamba"
"030402","030302","El Oro","Apurimac/Antabamba/El Oro"
"030403","030303","Huaquirca","Apurimac/Antabamba/Huaquirca"
"030404","030304","Juan Espinoza Medrano","Apurimac/Antabamba/Juan Espinoza Medrano"
"030405","030305","Oropesa","Apurimac/Antabamba/Oropesa"
"030406","030306","Pachaconas","Apurimac/Antabamba/Pachaconas"
"030407","030307","Sabaino","Apurimac/Antabamba/Sabaino"
"030500","030500","Cotabambas","Apurimac/Cotabambas/"
"030501","030501","Tambobamba","Apurimac/Cotabambas/Tambobamba"
"030502","030503","Coyllurqui","Apurimac/Cotabambas/Coyllurqui"
"030503","030502","Cotabambas","Apurimac/Cotabambas/Cotabambas"
"030504","030504","Haquira","Apurimac/Cotabambas/Haquira"
"030505","030505","Mara","Apurimac/Cotabambas/Mara"
"030506","030506","Challhuahuacho","Apurimac/Cotabambas/Challhuahuacho"
"030600","030700","Grau","Apurimac/Grau/"
"030601","030701","Chuquibambilla","Apurimac/Grau/Chuquibambilla"
"030602","030702","Curpahuasi","Apurimac/Grau/Curpahuasi"
"030603","030704","Huaillati","Apurimac/Grau/Huaillati"
"030604","030705","Mamara","Apurimac/Grau/Mamara"
"030605","030703","Mariscal Gamarra","Apurimac/Grau/Mariscal Gamarra"
"030606","030706","Micaela Bastidas","Apurimac/Grau/Micaela Bastidas"
"030607","030708","Progreso","Apurimac/Grau/Progreso"
"030608","030707","Pataypampa","Apurimac/Grau/Pataypampa"
"030609","030709","San Antonio","Apurimac/Grau/San Antonio"
"030610","030711","Turpay","Apurimac/Grau/Turpay"
"030611","030712","Vilcabamba","Apurimac/Grau/Vilcabamba"
"030612","030713","Virundo","Apurimac/Grau/Virundo"
"030613","030710","Santa Rosa","Apurimac/Grau/Santa Rosa"
"030614","030714","Curasco","Apurimac/Grau/Curasco"
"030700","030600","Chincheros","Apurimac/Chincheros/"
"030701","030601","Chincheros","Apurimac/Chincheros/Chincheros"
"030702","030606","Ongoy","Apurimac/Chincheros/Ongoy"
"030703","030605","Ocobamba","Apurimac/Chincheros/Ocobamba"
"030704","030603","Cocharcas","Apurimac/Chincheros/Cocharcas"
"030705","030602","Anco Huallo","Apurimac/Chincheros/Anco Huallo"
"030706","030604","Huaccana","Apurimac/Chincheros/Huaccana"
"030707","030607","Uranmarca","Apurimac/Chincheros/Uranmarca"
"030708","030608","Ranracancha","Apurimac/Chincheros/Ranracancha"
"040000","040000","Arequipa","Arequipa//"
"040100","040100","Arequipa","Arequipa/Arequipa/"
"040101","040101","Arequipa","Arequipa/Arequipa/Arequipa"
"040102","040103","Cayma","Arequipa/Arequipa/Cayma"
"040103","040104","Cerro Colorado","Arequipa/Arequipa/Cerro Colorado"
"040104","040105","Characato","Arequipa/Arequipa/Characato"
"040105","040106","Chiguata","Arequipa/Arequipa/Chiguata"
"040106","040108","La Joya","Arequipa/Arequipa/La Joya"
"040107","040110","Miraflores","Arequipa/Arequipa/Miraflores"
"040108","040111","Mollebaya","Arequipa/Arequipa/Mollebaya"
"040109","040112","Paucarpata","Arequipa/Arequipa/Paucarpata"
"040110","040113","Pocsi","Arequipa/Arequipa/Pocsi"
"040111","040114","Polobaya","Arequipa/Arequipa/Polobaya"
"040112","040115","Quequena","Arequipa/Arequipa/Quequena"
"040113","040116","Sabandia","Arequipa/Arequipa/Sabandia"
"040114","040117","Sachaca","Arequipa/Arequipa/Sachaca"
"040115","040118","San Juan De Siguas","Arequipa/Arequipa/San Juan De Siguas"
"040116","040119","San Juan De Tarucani","Arequipa/Arequipa/San Juan De Tarucani"
"040117","040120","Santa Isabel De Siguas","Arequipa/Arequipa/Santa Isabel De Siguas"
"040118","040121","Sta Rita De Siguas","Arequipa/Arequipa/Sta Rita De Siguas"
"040119","040122","Socabaya","Arequipa/Arequipa/Socabaya"
"040120","040123","Tiabaya","Arequipa/Arequipa/Tiabaya"
"040121","040124","Uchumayo","Arequipa/Arequipa/Uchumayo"
"040122","040125","Vitor","Arequipa/Arequipa/Vitor"
"040123","040126","Yanahuara","Arequipa/Arequipa/Yanahuara"
"040124","040127","Yarabamba","Arequipa/Arequipa/Yarabamba"
"040125","040128","Yura","Arequipa/Arequipa/Yura"
"040126","040109","Mariano Melgar","Arequipa/Arequipa/Mariano Melgar"
"040127","040107","Jacobo Hunter","Arequipa/Arequipa/Jacobo Hunter"
"040128","040102","Alto Selva Alegre","Arequipa/Arequipa/Alto Selva Alegre"
"040129","040129","Jose Luis Bustamante Y Rivero","Arequipa/Arequipa/Jose Luis Bustamante Y Rivero"
"040200","040500","Caylloma","Arequipa/Caylloma/"
"040201","040501","Chivay","Arequipa/Caylloma/Chivay"
"040202","040502","Achoma","Arequipa/Caylloma/Achoma"
"040203","040503","Cabanaconde","Arequipa/Caylloma/Cabanaconde"
"040204","040505","Caylloma","Arequipa/Caylloma/Caylloma"
"040205","040504","Callalli","Arequipa/Caylloma/Callalli"
"040206","040506","Coporaque","Arequipa/Caylloma/Coporaque"
"040207","040507","Huambo","Arequipa/Caylloma/Huambo"
"040208","040508","Huanca","Arequipa/Caylloma/Huanca"
"040209","040509","Ichupampa","Arequipa/Caylloma/Ichupampa"
"040210","040510","Lari","Arequipa/Caylloma/Lari"
"040211","040511","Lluta","Arequipa/Caylloma/Lluta"
"040212","040512","Maca","Arequipa/Caylloma/Maca"
"040213","040513","Madrigal","Arequipa/Caylloma/Madrigal"
"040214","040514","San Antonio De Chuca","Arequipa/Caylloma/San Antonio De Chuca"
"040215","040515","Sibayo","Arequipa/Caylloma/Sibayo"
"040216","040516","Tapay","Arequipa/Caylloma/Tapay"
"040217","040517","Tisco","Arequipa/Caylloma/Tisco"
"040218","040518","Tuti","Arequipa/Caylloma/Tuti"
"040219","040519","Yanque","Arequipa/Caylloma/Yanque"
"040220","040520","Majes","Arequipa/Caylloma/Majes"
"040300","040200","Camana","Arequipa/Camana/"
"040301","040201","Camana","Arequipa/Camana/Camana"
"040302","040202","Jose Maria Quimper","Arequipa/Camana/Jose Maria Quimper"
"040303","040203","Mariano N Valcarcel","Arequipa/Camana/Mariano N Valcarcel"
"040304","040204","Mariscal Caceres","Arequipa/Camana/Mariscal Caceres"
"040305","040205","Nicolas De Pierola","Arequipa/Camana/Nicolas De Pierola"
"040306","040206","Ocona","Arequipa/Camana/Ocona"
"040307","040207","Quilca","Arequipa/Camana/Quilca"
"040308","040208","Samuel Pastor","Arequipa/Camana/Samuel Pastor"
"040400","040300","Caraveli","Arequipa/Caraveli/"
"040401","040301","Caraveli","Arequipa/Caraveli/Caraveli"
