"","code","name","level","parent_id","name_es","name_en","name_short_es","name_short_en"
381,"3204","Synthetic organic coloring matter, whether or not chemically defined; preparations as specified in note 3 to this chapter based on synthetic organic coloring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminop","4digit",377.0,"Materias colorantes orgánicas sintéticas, aunque sean de constitución química definida; preparaciones a que se refiere la Nota 3 de este Capítulo a base de materias colorantes orgánicas sintéticas; productos orgánicos sintéticos de los tipos utilizados para el avivado fluorescente o como luminóforos, aunque sean de constitución química definida.","Synthetic organic coloring matter, whether or not chemically defined; preparations as specified in note 3 to this chapter based on synthetic organic coloring matter; synthetic organic products of a kind used as fluorescent brightening agents or as luminop","Materias colorantes orgánicas sintéticas","Synthetic organic coloring matter"
382,"3205","Color lakes; preparations as specified in note 3 to this chapter based on color lakes","4digit",377.0,"Lacas colorantes; preparaciones a que se refiere la Nota 3 de este Capítulo a base de lacas colorantes.","Color lakes; preparations as specified in note 3 to this chapter based on color lakes","Lacas colorantes","Color lakes"
383,"3206","Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined","4digit",377.0,"Las demás materias colorantes; preparaciones a que se refiere la Nota 3 de este Capítulo, excepto las de las partidas 32.03, 32.04 ó 32.05; productos inorgánicos de los tipos utilizados como luminóforos, aunque sean de constitución química definida.","Other coloring matter; preparations as specified in note 3 to this chapter, other than those of heading 3203, 3204 or 3205; inorganic products of a kind used as luminophores, whether or not chemically defined","Las demás materias colorantes","Other coloring matter"
384,"3207","Prepared pigments, prepared opacifiers and prepared colors, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of p","4digit",377.0,"Pigmentos, opacificantes y colores preparados, composiciones vitrificables, engobes, abrillantadores (lustres) líquidos y preparaciones similares, de los tipos utilizados en cerámica, esmaltado o en la industria del vidrio; frita de vidrio y demás vidrios, en polvo, gránulos, copos o escamillas.","Prepared pigments, prepared opacifiers and prepared colors, vitrifiable enamels and glazes, engobes (slips), liquid lustres and similar preparations, of a kind used in the ceramic, enamelling or glass industry; glass frit and other glass, in the form of p","Pigmentos preparados","Prepared pigments"
385,"3208","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a nonaqueous medium; solutions as defined in note 4 to this chapter","4digit",377.0,"Pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio no acuoso; disoluciones definidas en la Nota 4 de este Capítulo.","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in a nonaqueous medium; solutions as defined in note 4 to this chapter","Pinturas y barnices, non-acuosos","Paints and varnishes, nonaqueous"
386,"3209","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium","4digit",377.0,"Pinturas y barnices a base de polímeros sintéticos o naturales modificados, dispersos o disueltos en un medio acuoso.","Paints and varnishes (including enamels and lacquers) based on synthetic polymers or chemically modified natural polymers, dispersed or dissolved in an aqueous medium","Pinturas y barnices, acuosos","Paints and varnishes, aqueous"
387,"3211","Prepared driers","4digit",377.0,"Secativos preparados.","Prepared driers","Secativos preparados","Prepared driers"
388,"3212","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other coloring matter put up in forms or packings for retail","4digit",377.0,"Pigmentos (incluidos el polvo y escamillas metálicos) dispersos en medios no acuosos, líquidos o en pasta, de los tipos utilizados para la fabricación de pinturas; hojas para el marcado a fuego; tintes y demás materias colorantes presentados en formas o en envases para la venta al por menor.","Pigments (including metallic powders and flakes) dispersed in nonaqueous media, in liquid or paste form, of a kind used in the manufacture of paints (including enamels); stamping foils; dyes and other coloring matter put up in forms or packings for retail","Pigmentos, no acuosos","Pigments, nonaqueous"
389,"3213","Artists', students' or signboard painters' colors, modifying tints, amusement colors and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings","4digit",377.0,"Colores para la pintura artística, la enseñanza, la pintura de carteles, para matizar o para entretenimiento y colores similares, en pastillas, tubos, botes, frascos o en formas o envases similares.","Artists', students' or signboard painters' colors, modifying tints, amusement colors and the like, in tablets, tubes, jars, bottles, pans or in similar forms or packings","Colores para la pintura artística","Artists' colors"
390,"3214","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; nonrefractory surfacing preparations for facades, indoor walls, floors, ceilings or the like","4digit",377.0,"Masilla, cementos de resina y demás mástiques; plastes (enduidos) utilizados en pintura; plastes (enduidos) no refractarios de los tipos utilizados en albañilería.","Glaziers' putty, grafting putty, resin cements, caulking compounds and other mastics; painters' fillings; nonrefractory surfacing preparations for facades, indoor walls, floors, ceilings or the like","Masilla","Glaziers' putty"
391,"3215","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid","4digit",377.0,"Tintas de imprimir, tintas de escribir o de dibujar y demás tintas, incluso concentradas o sólidas.","Printing ink, writing or drawing ink and other inks, whether or not concentrated or solid","Tinta","Ink"
392,"33","Essential oils and resinoids; perfumery, cosmetic or toilet preparations.","2digit",277.0,"Aceites esenciales y resinoides; preparaciones de perfumería, de tocador o de cosmética","Essential oils and resinoids; perfumery, cosmetic or toilet preparations.","Aceites esenciales","Essential oils"
393,"3301","Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpe","4digit",392.0,"Aceites esenciales (desterpenados o no), incluidos los “concretos” o “absolutos”; resinoides; oleorresinas de extracción; disoluciones concentradas de aceites esenciales en grasas, aceites fijos, ceras o materias análogas, obtenidas por enflorado o maceración; subproductos terpénicos residuales de la desterpenación de los aceites esenciales; destilados acuosos aromáticos y disoluciones acuosas de aceites esenciales.","Essential oils (terpeneless or not), including concretes and absolutes; resinoids; extracted oleoresins; concentrates of essential oils in fats, in fixed oils, in waxes or the like, obtained by enfleurage or maceration; terpenic by-products of the deterpe","Aceites esenciales","Essential oils"
394,"3302","Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufa","4digit",392.0,"Mezclas de sustancias odoríferas y mezclas (incluidas las disoluciones alcohólicas) a base de una o varias de estas sustancias, de los tipos utilizados como materias básicas para la industria; las demás preparaciones a base de sustancias odoríferas, de los tipos utilizados para la elaboración de bebidas.","Mixtures of odoriferous substances and mixtures (including alcoholic solutions) with a basis of one or more of these substances, of a kind used as raw materials in industry; other preparations based on odoriferous substances, of a kind used for the manufa","Mezclas de sustancias odoríferas","Mixtures of odoriferous subtances"
395,"3303","Perfumes and toilet waters","4digit",392.0,"Perfumes y aguas de tocador.","Perfumes and toilet waters","Perfumes y aguas de tocador","Perfumes"
396,"3304","Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations","4digit",392.0,"Preparaciones de belleza, maquillaje y para el cuidado de la piel, excepto los medicamentos, incluidas las preparaciones antisolares y las bronceadoras; preparaciones para manicuras o pedicuros.","Beauty or make-up preparations and preparations for the care of the skin (other than medicaments), including sunscreen or sun tan preparations; manicure or pedicure preparations","Preparaciones de maquillaje","Beauty or make-up preparations"
397,"3305","Preparations for use on the hair","4digit",392.0,"Preparaciones capilares.","Preparations for use on the hair","Preparaciones capilares","Hair products"
398,"3306","Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages","4digit",392.0,"Preparaciones para higiene bucal o dental, incluidos los polvos y cremas para la adherencia de las dentaduras; hilo utilizado para limpieza de los espacios interdentales (hilo dental), en envases individuales para la venta al por menor.","Preparations for oral or dental hygiene, including denture fixative pastes and powders; yarn used to clean between the teeth (dental floss), in individual retail packages","Productos de higiene dental","Dental hygiene products"
399,"3307","Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed","4digit",392.0,"Preparaciones para afeitar o para antes o después del afeitado, desodorantes corporales, preparaciones para el baño, depilatorios y demás preparaciones de perfumería, de tocador o de cosmética, no expresadas ni comprendidas en otra parte; preparaciones desodorantes de locales, incluso sin perfumar, aunque tengan propiedades desinfectantes.","Pre-shave, shaving or after-shave preparations, personal deodorants, bath preparations, depilatories and other perfumery, cosmetic or toilet preparations, not elsewhere specified or included; prepared room deodorizers, whether or not perfumed","Productos para afeitar","Toiletries"
400,"34","Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.","2digit",277.0,"Jabón, agentes de superficie orgánicos, preparaciones para lavar, preparaciones lubricantes, ceras artificiales, ceras preparadas, pulido o fregar, velas y artículos similares, pastas para modelar, ""ceras para odontología"" y preparaciones para odontología a base de yeso.","Soap, organic surface-active agents, washing preparations, lubricating preparations, artificial waxes, prepared waxes, polishing or scouring preparations, candles and similar articles, modelling pastes, ""dental waxes"" and dental preparations with a basis of plaster.","",""
401,"3401","Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, molded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid","4digit",400.0,"Jabón; productos y preparaciones orgánicos tensoactivos usados como jabón, en barras, panes, trozos o piezas troqueladas o moldeadas, aunque contengan jabón; productos y preparaciones orgánicos tensoactivos para el lavado de la piel, líquidos o en crema, acondicionados para la venta al por menor, aunque contengan jabón; papel, guata, fieltro y tela sin tejer, impregnados, recubiertos o revestidos de jabón o de detergentes.","Soap; organic surface-active products and preparations for use as soap, in the form of bars, cakes, molded pieces or shapes, whether or not containing soap; organic surface-active products and preparations for washing the skin, in the form of liquid","Jabon","Soap"
402,"3402","Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401","4digit",400.0,"Agentes de superficie orgánicos (excepto el jabón); preparaciones tensoactivas, preparaciones para lavar (incluidas las preparaciones auxiliares de lavado) y preparaciones de limpieza, aunque contengan jabón, excepto las de la partida 34.01.","Organic surface-active agents (other than soap); surface-active preparations, washing preparations (including auxiliary washing preparations) and cleaning preparations, whether or not containing soap, other than those of heading 3401","Agentes de limpieza orgánicos (excepto el jabón)","Cleaning products"
403,"3403","Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, antirust or anticorrosion preparations and mold release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of t","4digit",400.0,"Preparaciones lubricantes (incluidos los aceites de corte, las preparaciones para aflojar tuercas, las preparaciones antiherrumbre o anticorrosión y las preparaciones para el desmoldeo, a base de lubricantes) y preparaciones de los tipos utilizados para el ensimado de materias textiles o el aceitado o engrasado de cueros y pieles, peletería u otras materias, excepto las que contengan como componente básico una proporción de aceites de petróleo o de mineral bituminoso superior o igual al 70% en peso.","Lubricating preparations (including cutting-oil preparations, bolt or nut release preparations, antirust or anticorrosion preparations and mold release preparations, based on lubricants) and preparations of a kind used for the oil or grease treatment of t","Preparaciones lubricantes","Lubricants"
404,"3404","Artificial waxes and prepared waxes","4digit",400.0,"Ceras artificiales y ceras preparadas.","Artificial waxes and prepared waxes","Ceras, artificiales y preparadas","Artificial and prepared waxes"
405,"3405","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated","4digit",400.0,"Betunes y cremas para el calzado, encáusticos, abrillantadores (lustres) para carrocerías, vidrio o metal, pastas y polvos para fregar y preparaciones similares (incluso papel, guata, fieltro, tela sin tejer, plástico o caucho celulares, impregnados, recubiertos o revestidos de estas preparaciones), excepto las ceras de la partida 34.04.","Polishes and creams, for footwear, furniture, floors, coachwork, glass or metal, scouring pastes and powders and similar preparations (whether or not in the form of paper, wadding, felt, nonwovens, cellular plastics or cellular rubber, impregnated, coated","Betunes y cremas","Polishes and creams"
406,"3406","Candles, tapers and the like","4digit",400.0,"Velas, cirios y artículos similares.","Candles, tapers and the like","Velas","Candles"
407,"3407","Modeling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms","4digit",400.0,"Pastas para modelar, incluidas las presentadas para entretenimiento de los niños; preparaciones llamadas “ceras para odontología” o “compuestos para impresión dental”, presentadas en juegos o surtidos, en envases para la venta al por menor o en plaquitas, herraduras, barritas o formas similares; las demás preparaciones para odontología a base de yeso fraguable.","Modeling pastes, including those put up for children's amusement; preparations known as dental wax or as dental impression compounds, put up in sets, in packings for retail sale or in plates, horseshoe shapes, sticks or similar forms","Pastas para modelar","Modeling pastes"
408,"35","Albuminoidal substances; modified starches; glues; enzymes.","2digit",277.0,"Materias albuminoideas; almidones modificados; colas; enzimas.","Albuminoidal substances; modified starches; glues; enzymes.","Materias albuminoideas; almidones modificados; colas; enzimas","Albuminoidal substances; modified starches; glues; enzymes."
409,"3501","Casein, caseinates and other casein derivatives; casein glues","4digit",408.0,"Caseína, caseinatos y demás derivados de la caseína; colas de caseína.","Casein, caseinates and other casein derivatives; casein glues","Caseina","Casein"
410,"3502","Albumins (including concentrates of two or more whey proteins, containing by weight more than 80 percent whey proteins, calculated on the dry matter), albuminates and other albumin derivatives","4digit",408.0,"Albúminas (incluidos los concentrados de varias proteínas del lactosuero, con un contenido de proteínas del lactosuero superior al 80% en peso, calculado sobre materia seca), albuminatos y demás derivados de las albúminas.","Albumins (including concentrates of two or more whey proteins, containing by weight more than 80 percent whey proteins, calculated on the dry matter), albuminates and other albumin derivatives","Albúminas","Albumins (water soluble proteins)"
411,"3503","Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or colored) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501","4digit",408.0,"Gelatinas (aunque se presenten en hojas cuadradas o rectangulares, incluso trabajadas en la superficie o coloreadas) y sus derivados; ictiocola; las demás colas de origen animal, excepto las colas de caseína de la partida 35.01.","Gelatin (including gelatin in rectangular (including square) sheets, whether or not surface-worked or colored) and gelatin derivatives; isinglass; other glues of animal origin, excluding casein glues of heading 3501","Gelatinas","Gelatin"
412,"3504","Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed","4digit",408.0,"Peptonas y sus derivados; las demás materias proteínicas y sus derivados, no expresados ni comprendidos en otra parte; polvo de cueros y pieles, incluso tratado al cromo.","Peptones and their derivatives; other protein substances and their derivatives, not elsewhere specified or included; hide powder, whether or not chromed","Peptonas","Peptones"
413,"3505","Dextrins and other modified starches (for example, pregelatinized or esterified starches); glues based on starches, or on dextrins or other modified starches","4digit",408.0,"Dextrina y demás almidones y féculas modificados (por ejemplo: almidones y féculas pregelatinizados o esterificados); colas a base de almidón, fécula, dextrina o demás almidones o féculas modificados.","Dextrins and other modified starches (for example, pregelatinized or esterified starches); glues based on starches, or on dextrins or other modified starches","Dextrina y demás almidones modificados","Dextrins and other modified starches"
414,"3506","Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg","4digit",408.0,"Colas y demás adhesivos preparados, no expresados ni comprendidos en otra parte; productos de cualquier clase utilizados como colas o adhesivos, acondicionados para la venta al por menor como colas o adhesivos, de peso neto inferior o igual a 1 kg.","Prepared glues and other prepared adhesives, not elsewhere specified or included; products suitable for use as glues or adhesives, put up for retail sale as glues or adhesives, not exceeding a net weight of 1 kg","Colas y demás adhesivos","Glues and adhesives"
415,"3507","Enzymes; prepared enzymes not elsewhere specified or included","4digit",408.0,"Enzimas; preparaciones enzimáticas no expresadas ni comprendidas en otra parte.","Enzymes; prepared enzymes not elsewhere specified or included","Enzimas","Enzymes"
416,"36","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations.","2digit",277.0,"Explosivos; productos pyrotecnicos; fósforos; aleaciones pirofóricas; materias combustibles","Explosives; pyrotechnic products; matches; pyrophoric alloys; certain combustible preparations.","Explosivos","Explosives"
417,"3601","Propellant powders","4digit",416.0,"Pólvora.","Propellant powders","Pólvora","Propellant powders"
418,"3602","Prepared explosives, except propellent powders","4digit",416.0,"Explosivos preparados, excepto la pólvora.","Prepared explosives, except propellent powders","Explosivos preparados, excepto la pólvora","Prepared explosives, except gunpowder"
419,"3603","Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators","4digit",416.0,"Mechas de seguridad; cordones detonantes; cebos y cápsulas fulminantes; inflamadores; detonadores eléctricos.","Safety fuses; detonating fuses; percussion or detonating caps; igniters; electric detonators","Mechas de seguridad y cordones detonantes","Detonators"
420,"3604","Fireworks, signaling flares, rain rockets, fog signals and other pyrotechnic articles","4digit",416.0,"Artículos para fuegos artificiales, cohetes de señales o granífugos y similares, petardos y demás artículos de pirotecnia.","Fireworks, signaling flares, rain rockets, fog signals and other pyrotechnic articles","Fuegos artificiales","Fireworks"
421,"3605","Matches","4digit",416.0,"Fósforos (cerillas), excepto los artículos de pirotecnia de la partida 36.04.","Matches","Fósforos","Matches"
422,"3606","Ferrocerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note 2 to this chapter","4digit",416.0,"Ferrocerio y demás aleaciones pirofóricas en cualquier forma; artículos de materias inflamables a que se refiere la Nota 2 de este Capítulo.","Ferrocerium and other pyrophoric alloys in all forms; articles of combustible materials as specified in note 2 to this chapter","Ferrocerio y demás aleaciones pirofóricas","Ferrocerium and other pyrophoric alloys"
423,"37","Photographic or cinematographic goods.","2digit",277.0,"Productos fotográficos o cinematográficos.","Photographic or cinematographic goods.","Productos fotográficos o cinematográficos","Photographic or cinematographic goods"
424,"3701","Photographic plates and film in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitized, unexposed, whether or not in packs","4digit",423.0,"Placas y películas planas, fotográficas, sensibilizadas, sin impresionar, excepto las de papel, cartón o textiles; películas fotográficas planas autorrevelables, sensibilizadas, sin impresionar, incluso en cargadores.","Photographic plates and film in the flat, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in the flat, sensitized, unexposed, whether or not in packs","Placas fotográficas","Photographic plates"
425,"3702","Photographic film in rolls, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitized, unexposed","4digit",423.0,"Películas fotográficas en rollos, sensibilizadas, sin impresionar, excepto las de papel, cartón o textiles; películas fotográficas autorrevelables en rollos, sensibilizadas, sin impresionar.","Photographic film in rolls, sensitized, unexposed, of any material other than paper, paperboard or textiles; instant print film in rolls, sensitized, unexposed","Películas fotográficas en rollos","Photographic film in rolls"
426,"3703","Photographic paper, paperboard and textiles, sensitized, unexposed","4digit",423.0,"Papel, cartón y textiles, fotográficos, sensibilizados, sin impresionar.","Photographic paper, paperboard and textiles, sensitized, unexposed","Papel fotográficos","Photographic paper"
427,"3704","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","4digit",423.0,"Placas, películas, papel, cartón y textiles, fotográficos, impresionados pero sin revelar.","Photographic plates, film, paper, paperboard and textiles, exposed but not developed","Fotográficos, sin revelar","Photographic film, not developed"
428,"3705","Photographic plates and film, exposed and developed, other than motion-picture film","4digit",423.0,"Placas y películas, fotográficas, impresionadas y reveladas, excepto las cinematográficas (filmes).","Photographic plates and film, exposed and developed, other than motion-picture film","Películas fotográficas, reveladas","Photographic film, developed"
429,"3706","Motion-picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track","4digit",423.0,"Películas cinematográficas (filmes), impresionadas y reveladas, con registro de sonido o sin él, o con registro de sonido solamente.","Motion-picture film, exposed and developed, whether or not incorporating sound track or consisting only of sound track","Películas cinematográficas","Motion-picture film"
430,"3707","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use","4digit",423.0,"Preparaciones químicas para uso fotográfico, excepto los barnices, colas, adhesivos y preparaciones similares; productos sin mezclar para uso fotográfico, dosificados o acondicionados para la venta al por menor listos para su empleo.","Chemical preparations for photographic uses (other than varnishes, glues, adhesives and similar preparations); unmixed products for photographic uses, put up in measured portions or put up for retail sale in a form ready for use","Químicas para uso fotográfico","Chemical preparations for photographic uses"
431,"38","Miscellaneous chemical products.","2digit",277.0,"Productos químicos diversos","Miscellaneous chemical products.","Productos químicos diversos","Miscellaneous chemical products"
432,"3801","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semimanufactures","4digit",431.0,"Grafito artificial; grafito coloidal o semicoloidal; preparaciones a base de grafito u otros carbonos, en pasta, bloques, plaquitas u otras semimanufacturas.","Artificial graphite; colloidal or semi-colloidal graphite; preparations based on graphite or other carbon in the form of pastes, blocks, plates or other semimanufactures","Grafito artificial","Artificial graphite"
433,"3802","Activated carbon; activated natural mineral products; animal black, including spent animal black","4digit",431.0,"Carbón activado; materias minerales naturales activadas; negro de origen animal, incluido el agotado.","Activated carbon; activated natural mineral products; animal black, including spent animal black","Carbón activado","Activated carbon"
434,"3803","Tall oil, whether or not refined","4digit",431.0,"“Tall oil”, incluso refinado.","Tall oil, whether or not refined","“Tall oil”","Tall oil"
435,"3804","Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulfonates, but excluding tall oil of heading 3803","4digit",431.0,"Lejías residuales de la fabricación de pastas de celulosa, aunque estén concentradas, desazucaradas o tratadas químicamente, incluidos los lignosulfonatos, excepto el “tall oil” de la partida 38.03.","Residual lyes from the manufacture of wood pulp, whether or not concentrated, desugared or chemically treated, including lignin sulfonates, but excluding tall oil of heading 3803","Lejías residuales","Residual lyes"
436,"3805","Gum, wood or sulfate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulfite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituen","4digit",431.0,"Esencias de trementina, de madera de pino o de pasta celulósica al sulfato (sulfato de trementina) y demás esencias terpénicas procedentes de la destilación o de otros tratamientos de la madera de coníferas; dipenteno en bruto; esencia de pasta celulósica al bisulfito (bisulfito de trementina) y demás paracimenos en bruto; aceite de pino con alfa-terpineol como componente principal.","Gum, wood or sulfate turpentine and other terpenic oils produced by the distillation or other treatment of coniferous woods; crude dipentene; sulfite turpentine and other crude para-cymene; pine oil containing alpha-terpineol as the main constituen","Esencias de trementina","Turpentines"
437,"3806","Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums","4digit",431.0,"Colofonias y ácidos resínicos, y sus derivados; esencia y aceites de colofonia; gomas fundidas.","Rosin and resin acids, and derivatives thereof; rosin spirit and rosin oils; run gums","Colofonias y ácidos resínicos","Rosin and resin acids"
438,"3807","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch","4digit",431.0,"Alquitranes de madera; aceites de alquitrán de madera; creosota de madera; metileno (nafta de madera); pez vegetal; pez de cervecería y preparaciones similares a base de colofonia, de ácidos resínicos o de pez vegetal.","Wood tar; wood tar oils; wood creosote; wood naphtha; vegetable pitch; brewers' pitch and similar preparations based on rosin, resin acids or on vegetable pitch","Alquitranes de madera","Wood tar and oils"
439,"3808","Insecticides, rodenticides, fungicides, herbicides, antisprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulfur-treated bands, wick","4digit",431.0,"Insecticidas, raticidas y demás antirroedores, fungicidas, herbicidas, inhibidores de germinación y reguladores del crecimiento de las plantas, desinfectantes y productos similares, presentados en formas o en envases para la venta al por menor, o como preparaciones o artículos tales como cintas, mechas y velas, azufradas, y papeles matamoscas.","Insecticides, rodenticides, fungicides, herbicides, antisprouting products and plant-growth regulators, disinfectants and similar products, put up in forms or packings for retail sale or as preparations or articles (for example, sulfur-treated bands, wick","Insecticidas, raticidas, fungicidas, etc.","Insecticides, rodenticides, fungicides, etc."
440,"3809","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included","4digit",431.0,"Aprestos y productos de acabado, aceleradores de tintura o de fijación de materias colorantes y demás productos y preparaciones (por ejemplo: aprestos y mordientes), de los tipos utilizados en la industria textil, del papel, del cuero o industrias similares, no expresados ni comprendidos en otra parte.","Finishing agents, dye carriers to accelerate the dyeing or fixing of dyestuffs and other products and preparations (for example, dressings and mordants), of a kind used in the textile, paper, leather or like industries, not elsewhere specified or included","Aprestos y aceleradores de tintura","Finishing agents"
441,"3811","Antiknock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils","4digit",431.0,"Preparaciones antidetonantes, inhibidores de oxidación, aditivos peptizantes, mejoradores de viscosidad, anticorrosivos y demás aditivos preparados para aceites minerales (incluida la gasolina) u otros líquidos utilizados para los mismos fines que los aceites minerales.","Antiknock preparations, oxidation inhibitors, gum inhibitors, viscosity improvers, anti-corrosive preparations and other prepared additives, for mineral oils (including gasoline) or for other liquids used for the same purposes as mineral oils","Antidetonantes","Anti-knock"
442,"3812","Prepared rubber accelerators; compound plasticizers for rubber or plastics, not elsewhere specified or included; antioxidizing preparations and other compound stabilizers for rubber or plastics","4digit",431.0,"Aceleradores de vulcanización preparados; plastificantes compuestos para caucho o plástico, no expresados ni comprendidos en otra parte; preparaciones antioxidantes y demás estabilizantes compuestos para caucho o plástico.","Prepared rubber accelerators; compound plasticizers for rubber or plastics, not elsewhere specified or included; antioxidizing preparations and other compound stabilizers for rubber or plastics","Aceleradores de vulcanización preparados","Prepared rubber accelerators"
443,"3813","Preparations and charges for fire extinguishers; charged fire-extinguishing grenades:","4digit",431.0,"Preparaciones y cargas para aparatos extintores; granadas y bombas extintoras.","Preparations and charges for fire extinguishers; charged fire-extinguishing grenades:","Preparaciones para aparatos extintores","Preparations for fire extinguishers"
444,"3814","Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers","4digit",431.0,"Disolventes y diluyentes orgánicos compuestos, no expresados ni comprendidos en otra parte; preparaciones para quitar pinturas o barnices.","Organic composite solvents and thinners, not elsewhere specified or included; prepared paint or varnish removers","Disolventes y diluyentes orgánicos","Organic composite solvents and thinners"
445,"3815","Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included","4digit",431.0,"Iniciadores y aceleradores de reacción y preparaciones catalíticas, no expresados ni comprendidos en otra parte.","Reaction initiators, reaction accelerators and catalytic preparations, not elsewhere specified or included","Preparaciones catalíticas","Catalytic preparations"
446,"3816","Refractory cements, mortars, concretes except graphite","4digit",431.0,"Cementos, morteros, hormigones y preparaciones similares, refractarios, excepto los productos de la partida 38.01.","Refractory cements, mortars, concretes except graphite","Cementos y hormigones refractarios","Refractory cements"
447,"3817","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902","4digit",431.0,"Mezclas de alquilbencenos y mezclas de alquilnaftalenos, excepto las de las partidas 27.07 ó 29.02.","Mixed alkylbenzenes and mixed alkylnaphthalenes, other than those of heading 2707 or 2902","Mezclas de alquilbencenos","Mixed alkylbenzenes"
448,"3818","Chemical element/compound wafers doped for electronic","4digit",431.0,"Elementos químicos dopados para uso en electrónica, en discos, obleas (“wafers”) o formas análogas; compuestos químicos dopados para uso en electrónica.","Chemical element/compound wafers doped for electronic","Químicos para uso en electrónica","Chemical elements for electronics"
