"","code","level","parent_id","name_sp_full","name_es","name_short_es","name_en","name_short_en","name"
121,"2513","class",462.0,"Fabricación de formas básicas de caucho","Fabricación de formas básicas de caucho","Formas básicas de caucho","Manufacture of basic rubber forms","Basic rubber forms","Manufacture of basic rubber forms"
122,"2519","class",462.0,"Fabricación de otros productos de caucho ncp","Fabricación de otros productos de caucho ncp","Otros productos de caucho ncp","Manufacture of other rubber products n.e.c.","Other rubber products n.e.c.","Manufacture of other rubber products n.e.c."
123,"2521","class",462.0,"Fabricación de formas básicas de plástico","Fabricación de formas básicas de plástico","Formas básicas de plástico","Manufacture of basic plastic forms","Basic plastic forms","Manufacture of basic plastic forms"
124,"2529","class",462.0,"Fabricación de artículos de plástico ncp","Fabricación de artículos de plástico ncp","Artículos de plástico ncp","Manufacture of plastic articles n.e.c.","Plastic articles n.e.c.","Manufacture of plastic articles n.e.c."
125,"2610","class",463.0,"Fabricación de vidrio y de productos de vidrio","Fabricación de vidrio y de productos de vidrio","Vidrio y productos de vidrio","Manufacture of glass and glass products","Glass and glass products","Manufacture of glass and glass products"
126,"2691","class",463.0,"Fabricación de productos de cerámica no refractaria, para uso no estructural","Fabricación de productos de cerámica no refractaria, para uso no estructural","Productos de cerámica no refractaria, para uso no estructural","Manufacture of non-structural non-refractory ceramic ware","Non-structural non-refractory ceramic ware","Manufacture of non-structural non-refractory ceramic ware"
127,"2692","class",463.0,"Fabricación de productos de cerámica refractaria","Fabricación de productos de cerámica refractaria","Productors de cerámica refractaria","Manufacture of refractory ceramic products","Refractory ceramic products","Manufacture of refractory ceramic products"
128,"2693","class",463.0,"Fabricación de productos de arcilla y cerámica no refractarias para uso estructural","Fabricación de productos de arcilla y cerámica no refractarias para uso estructural","Productos de arcilla y cerámica no refractarias para uso estructural","Manufacture of structural non-refractory clay and ceramic products","Structural non-refractory clay and ceramic products","Manufacture of structural non-refractory clay and ceramic products"
129,"2694","class",463.0,"Fabricación de cemento, cal y yeso","Fabricación de cemento, cal y yeso","Cemento, cal y yeso","Manufacture of cement, lime and plaster","Cement, lime and plaster","Manufacture of cement, lime and plaster"
130,"2695","class",463.0,"Fabricación de artículos de hormigón, cemento y yeso","Fabricación de artículos de hormigón, cemento y yeso","Artículos de hormigón, cemento y yeso","Manufacture of articles of concrete, cement and plaster","Articles of concrete, cement and plaster","Manufacture of articles of concrete, cement and plaster"
131,"2696","class",463.0,"Corte, tallado y acabado de la piedra","Corte, tallado y acabado de la piedra","Corte, tallado y acabado de la piedra","Cutting, shaping and finishing of stone","Cutting, shaping and finishing of stone","Cutting, shaping and finishing of stone"
132,"2699","class",463.0,"Fabricación de otros productos minerales no metálicos ncp","Fabricación de otros productos minerales no metálicos ncp","Ortos productos minerales no metálicos ncp","Manufacture of other non-metallic mineral products n.e.c.","Other non-metallic mineral products n.e.c.","Manufacture of other non-metallic mineral products n.e.c."
133,"2710","class",464.0,"Industrias básicas de hierro y de acero","Industrias básicas de hierro y de acero","Industrias básicas de hierro y de acero","Manufacture of basic iron and steel","Basic iron and steel","Manufacture of basic iron and steel"
134,"2721","class",464.0,"Industrias básicas de metales preciosos","Industrias básicas de metales preciosos","Industrias básicas de metales preciosos","Manufacture of basic precious metals","Basic precious metals","Manufacture of basic precious metals"
135,"2729","class",464.0,"Industrias básicas de otros metales no ferrosos","Industrias básicas de otros metales no ferrosos","Industrias básicas de otros metales no ferrosos","Manufacture of other non-ferrous metals","Other non-ferrous metals","Manufacture of other non-ferrous metals"
136,"2731","class",464.0,"Fundición de hierro y de acero","Fundición de hierro y de acero","Fundición de hierro y de acero","Casting of iron and steel","Casting of iron and steel","Casting of iron and steel"
137,"2732","class",464.0,"Fundición de metales no ferrosos","Fundición de metales no ferrosos","Fundición de metales no ferrosos","Casting of non-ferrous metals","Casting of non-ferrous metals","Casting of non-ferrous metals"
138,"2811","class",465.0,"Fabricación de productos metálicos para uso estructural","Fabricación de productos metálicos para uso estructural","Productos metálicos para uso estructural","Manufacture of structural metal products","Structural metal products","Manufacture of structural metal products"
139,"2812","class",465.0,"Fabricación de tanques, depósitos y recipientes de metal","Fabricación de tanques, depósitos y recipientes de metal","Tanques, depósitos y recipientes","Manufacture of tanks, reservoirs and containers of metal","Tanks, reservoirs and containers","Manufacture of tanks, reservoirs and containers of metal"
140,"2813","class",465.0,"Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central","Fabricación de generadores de vapor, excepto calderas de agua caliente para calefacción central","Generadores de vapor, excepto para calefacción central","Manufacture of steam generators, except central heating hot water boilers","Steam generators, except for central heating","Manufacture of steam generators, except central heating hot water boilers"
141,"2891","class",465.0,"Forja, prensado, estampado y laminado de metal; pulvimetalurgia","Forja, prensado, estampado y laminado de metal; pulvimetalurgia","Forja, prensado, estampado y laminado de metal; pulvimetalurgia","Forging, pressing, stamping and roll-forming of metal; powder metallurgy","Forging, pressing, stamping and roll of metal; powder metallurgy","Forging, pressing, stamping and roll-forming of metal; powder metallurgy"
142,"2892","class",465.0,"Tratamiento y revestimiento de metales; trabajos de ingeniería mecánica en general realizados a cambio de una retribución o por contrata","Tratamiento y revestimiento de metales; trabajos de ingeniería mecánica en general realizados a cambio de una retribución o por contrata","Tratamiento y revestimiento de metales; trabajos de ingeniería mecánica","Treatment and coating of metals; general mechanical engineering on a fee or contract basis","Treatment and coating of metals; general mechinical engineering","Treatment and coating of metals; general mechanical engineering on a fee or contract basis"
143,"2893","class",465.0,"Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería","Fabricación de artículos de cuchillería, herramientas de mano y artículos de ferretería","Artículos de cuchillería, herramientas de mano y artículos de ferretería","Manufacture of cutlery, hand tools and general hardware","Cutlery, hand tools and general hardware","Manufacture of cutlery, hand tools and general hardware"
144,"2899","class",465.0,"Fabricación de otros productos elaborados de metal ncp","Fabricación de otros productos elaborados de metal ncp","Otros productos elaborados de metal ncp","Manufacture of other fabricated metal products n.e.c.","Other fabricated metal products n.e.c.","Manufacture of other fabricated metal products n.e.c."
145,"2911","class",466.0,"Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas","Fabricación de motores y turbinas, excepto motores para aeronaves, vehículos automotores y motocicletas","Motores y turbinas, excepto motores para vehículos","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines","Engines and turbines, except for vehicles","Manufacture of engines and turbines, except aircraft, vehicle and cycle engines"
146,"2912","class",466.0,"Fabricación de bombas, compresores, grifos y válvulas","Fabricación de bombas, compresores, grifos y válvulas","Bombas, compresores, grifos y válvulas","Manufacture of pumps, compressors, taps and valves","Pumps, compressors, taps and valves","Manufacture of pumps, compressors, taps and valves"
147,"2913","class",466.0,"Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión","Fabricación de cojinetes, engranajes, trenes de engranajes y piezas de transmisión","Cojinetes, engranajes y piezas de transmisión","Manufacture of bearings, gears, gearing and driving elements","Bearings, gears and driving elementss","Manufacture of bearings, gears, gearing and driving elements"
148,"2914","class",466.0,"Fabricación de hornos, hogares y quemadores industriales","Fabricación de hornos, hogares y quemadores industriales","Hornos, hogares y quemadores industriales","Manufacture of ovens, furnaces and furnace burners","Ovens, furnaces and furnace burners","Manufacture of ovens, furnaces and furnace burners"
149,"2915","class",466.0,"Fabricación de equipo de elevación y manipulación","Fabricación de equipo de elevación y manipulación","Equipo de elevación y manipulación","Manufacture of lifting and handling equipment","Lifting and handling equipment","Manufacture of lifting and handling equipment"
150,"2919","class",466.0,"Fabricación de otros tipos de maquinaria de uso general ncp","Fabricación de otros tipos de maquinaria de uso general ncp","Otros tipos de maquinaria de uso general ncp","Manufacture of other general purpose machinery n.e.c.","Other general purpose machinery n.e.c.","Manufacture of other general purpose machinery n.e.c."
151,"2921","class",466.0,"Fabricación de maquinaria agropecuaria y forestal","Fabricación de maquinaria agropecuaria y forestal","Maquinaria agropecuaria y forestal","Manufacture of agricultural and forestry machinery","Agricultural and forestry machinery","Manufacture of agricultural and forestry machinery"
152,"2922","class",466.0,"Fabricación de máquinas - herramienta","Fabricación de máquinas - herramienta","Máquinas - herramienta","Manufacture of machine-tools","Machine-tools","Manufacture of machine-tools"
153,"2923","class",466.0,"Fabricación de maquinaria para la metalurgía","Fabricación de maquinaria para la metalurgía","Maquinaria para la metalurgía","Manufacture of machinery for metallurgy","Machinery for metallurgy","Manufacture of machinery for metallurgy"
154,"2924","class",466.0,"Fabricación de maquinaria para la explotación de minas y canteras y para la construcción","Fabricación de maquinaria para la explotación de minas y canteras y para la construcción","Maquinaria para la explotación de minas y canteras y para la construcción","Manufacture of machinery for mining, quarrying and construction","Machinery for mining, quarrying and construction","Manufacture of machinery for mining, quarrying and construction"
155,"2925","class",466.0,"Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","Fabricación de maquinaria para la elaboración de alimentos, bebidas y tabaco","Maquinaria para la elaboración de alimentos, bebidas y tabaco","Manufacture of machinery for food, beverage and tobacco processing","Machinery for food, beverage and tobacco processing","Manufacture of machinery for food, beverage and tobacco processing"
156,"2926","class",466.0,"Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros","Fabricación de maquinaria para la elaboración de productos textiles, prendas de vestir y cueros","Maquinaria para la elaboración de productos textiles, prendas de vestir y cueros","Manufacture of machinery for textile, apparel and leather production","Machinery for textile, apparel and leather production","Manufacture of machinery for textile, apparel and leather production"
157,"2927","class",466.0,"Fabricación de armas y municiones","Fabricación de armas y municiones","Armas y municiones","Manufacture of weapons and ammunition","Weapons and ammunition","Manufacture of weapons and ammunition"
158,"2929","class",466.0,"Fabricación de otros tipos de maquinaria de uso especial ncp","Fabricación de otros tipos de maquinaria de uso especial ncp","Otros tipos de maquinaria de uso especial ncp","Manufacture of other special purpose machinery n.e.c.","Other special purpose machinery n.e.c.","Manufacture of other special purpose machinery n.e.c."
159,"2930","class",466.0,"Fabricación de aparatos de uso doméstico ncp","Fabricación de aparatos de uso doméstico ncp","Aparatos de uso doméstico ncp","Manufacture of domestic appliances n.e.c.","Domestic appliances n.e.c.","Manufacture of domestic appliances n.e.c."
160,"3000","class",467.0,"Fabricación de maquinaria de oficina , contabilidad e informática","Fabricación de maquinaria de oficina , contabilidad e informática","Maquinaria de oficina, contabilidad e informática","Manufacture of office, accounting and computing machinery","Office, accounting and computing machinery","Manufacture of office, accounting and computing machinery"
161,"3110","class",468.0,"Fabricación de motores, generadores y transformadores eléctricos","Fabricación de motores, generadores y transformadores eléctricos","Motores, generadores y transformadores eléctricos","Manufacture of electric motors, generators and transformers","Electric motors, generators and transformers","Manufacture of electric motors, generators and transformers"
162,"3120","class",468.0,"Fabricación de aparatos de distribución y control de la energía eléctrica","Fabricación de aparatos de distribución y control de la energía eléctrica","Aparatos de distribución y control de la energía eléctrica","Manufacture of electricity distribution and control apparatus","Electricity distribution and control apparatus","Manufacture of electricity distribution and control apparatus"
163,"3130","class",468.0,"Fabricación de hilos y cables aislados","Fabricación de hilos y cables aislados","Hilos y cables aislados","Manufacture of insulated wire and cable","Insulated wire and cable","Manufacture of insulated wire and cable"
164,"3140","class",468.0,"Fabricación de acumuladores y de pilas eléctricas","Fabricación de acumuladores y de pilas eléctricas","Acumuladores y pilas eléctricas","Manufacture of accumulators, primary cells and primary batteries","Accumulators, primary cells and primary batteries","Manufacture of accumulators, primary cells and primary batteries"
165,"3150","class",468.0,"Fabricación de lámparas eléctricas y equipo de iluminación","Fabricación de lámparas eléctricas y equipo de iluminación","Lámparas eléctricas y equipo de iluminación","Manufacture of electric lamps and lighting equipment","Electric lamps and lighting equipment","Manufacture of electric lamps and lighting equipment"
166,"3190","class",468.0,"Fabricación de otros tipos de equipo eléctrico ncp","Fabricación de otros tipos de equipo eléctrico ncp","Otros tipos de equipo eléctrico ncp","Manufacture of other electrical equipment n.e.c.","Other electrical equipment n.e.c.","Manufacture of other electrical equipment n.e.c."
167,"3210","class",469.0,"Fabricación de tubos y válvulas electrónicas y de otros componentes electrónicos","Fabricación de tubos y válvulas electrónicas y de otros componentes electrónicos","Tubos y válvulas electrónicas y de otros componentes electrónicos","Manufacture of electronic valves and tubes and other electronic components","Electronic valves and tubes and other electronic components","Manufacture of electronic valves and tubes and other electronic components"
168,"3220","class",469.0,"Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía","Fabricación de transmisores de radio y televisión y de aparatos para telefonía y telegrafía","Transmisores de radio y televisión y de aparatos para telefonía y telegrafía","Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy","Television and radio transmitters and apparatus for line telephony and line telegraphy","Manufacture of television and radio transmitters and apparatus for line telephony and line telegraphy"
169,"3230","class",469.0,"Fabricación de receptores de radio y televisión, de aparatos de grabación, y de reproducción del sonido o de la imagen, y de productos conexos","Fabricación de receptores de radio y televisión, de aparatos de grabación, y de reproducción del sonido o de la imagen, y de productos conexos","Receptores de radio y televisión, de aparatos de grabación y de reproducción del sonido o de la imagen","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods","Television and radio receivers, sound or video recording or reproducing apparatus","Manufacture of television and radio receivers, sound or video recording or reproducing apparatus, and associated goods"
170,"3311","class",470.0,"Fabricación de equipo médico y quirúrgico y de aparatos ortésicos y protésicos","Fabricación de equipo médico y quirúrgico y de aparatos ortésicos y protésicos","Equipo médico y quirúrgico y de aparatos ortésicos y protésicos","Manufacture of medical and surgical equipment and orthopaedic appliances","Medical and surgical equipment and orthopaedic appliances","Manufacture of medical and surgical equipment and orthopaedic appliances"
171,"3312","class",470.0,"Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto equipo de control de procesos industriales","Fabricación de instrumentos y aparatos para medir, verificar, ensayar, navegar y otros fines, excepto equipo de control de procesos industriales","Instrumentos y aparatos para medir, verificar y otros fines","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment","Instruments and appliances for measuring, checking and other purposes","Manufacture of instruments and appliances for measuring, checking, testing, navigating and other purposes, except industrial process control equipment"
172,"3313","class",470.0,"Fabricación de equipo de control de procesos industriales","Fabricación de equipo de control de procesos industriales","Equipo de control de procesos industriales","Manufacture of industrial process control equipment","Industrial process control equipment","Manufacture of industrial process control equipment"
173,"3320","class",470.0,"Fabricación de instrumentos ópticos y de equipo fotográfico","Fabricación de instrumentos ópticos y de equipo fotográfico","Instrumentos ópticos y de equipo fotográfico","Manufacture of optical instruments and photographic equipment","Optical instruments and photographic equipment","Manufacture of optical instruments and photographic equipment"
174,"3330","class",470.0,"Fabricación de relojes","Fabricación de relojes","Relojes","Manufacture of watches and clocks","Watches and clocks","Manufacture of watches and clocks"
175,"3410","class",471.0,"Fabricación de vehículos automotores y sus motores","Fabricación de vehículos automotores y sus motores","Vehículos automotores y sus motores","Manufacture of motor vehicles","Motor vehicles","Manufacture of motor vehicles"
176,"3420","class",471.0,"Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques","Fabricación de carrocerías para vehículos automotores; fabricación de remolques y semirremolques","Carrocerías para vehículos automotores, remolques y semirremolques","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers","Bodies for motor vehicles, trailers and semi-trailers","Manufacture of bodies (coachwork) for motor vehicles; manufacture of trailers and semi-trailers"
177,"3430","class",471.0,"Fabricación de partes, piezas y accesorios (autopartes) para vehículos automotores y para sus motores","Fabricación de partes, piezas y accesorios (autopartes) para vehículos automotores y para sus motores","Partes, piezas y accesorios para vehículos automotores y para sus motores","Manufacture of parts and accessories for motor vehicles and their engines","Parts and accessories for motor vehicles and their engines","Manufacture of parts and accessories for motor vehicles and their engines"
178,"3511","class",472.0,"Construcción y reparación de buques","Construcción y reparación de buques","Buques","Building and repairing of ships","Ships","Building and repairing of ships"
179,"3512","class",472.0,"Construcción y reparación de embarcaciones de de recreo y de deporte","Construcción y reparación de embarcaciones de de recreo y de deporte","Embarcaciones de de recreo y de deporte","Building and repairing of pleasure and sporting boats","Pleasure and sporting boats","Building and repairing of pleasure and sporting boats"
180,"3520","class",472.0,"Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías","Fabricación de locomotoras y de material rodante para ferrocarriles y tranvías","Locomotoras y material rodante para ferrocarriles y tranvías","Manufacture of railway and tramway locomotives and rolling stock","Railway and tramway locomotives and rolling stock","Manufacture of railway and tramway locomotives and rolling stock"
181,"3530","class",472.0,"Fabricación de aeronaves y de naves espaciales","Fabricación de aeronaves y de naves espaciales","Aeronaves y naves espaciales","Manufacture of aircraft and spacecraft","Aircraft and spacecraft","Manufacture of aircraft and spacecraft"
182,"3591","class",472.0,"Fabricación de motocicletas","Fabricación de motocicletas","Motocicletas","Manufacture of motorcycles","Motorcycles","Manufacture of motorcycles"
183,"3592","class",472.0,"Fabricación de bicicletas y de sillones de ruedas para discapacitados","Fabricación de bicicletas y de sillones de ruedas para discapacitados","Bicicletas y de sillones de ruedas para discapacitados","Manufacture of bicycles and invalid carriages","Bicycles and invalid carriages","Manufacture of bicycles and invalid carriages"
184,"3599","class",472.0,"Fabricación de otros tipos de equipo de transporte ncp","Fabricación de otros tipos de equipo de transporte ncp","Otros tipos de equipo de transporte ncp","Manufacture of other transport equipment n.e.c.","Other transport equipment n.e.c.","Manufacture of other transport equipment n.e.c."
185,"3611","class",473.0,"Fabricación de muebles para el hogar","Fabricación de muebles para el hogar","Muebles para el hogar","Manufacture of home furniture","Home furniture","Manufacture of home furniture"
186,"3612","class",473.0,"Fabricación de muebles para oficina","Fabricación de muebles para oficina","Muebles para oficina","Manufacture of office furniture","Office furniture","Manufacture of office furniture"
187,"3613","class",473.0,"Fabricación de muebles para comercio y servicios","Fabricación de muebles para comercio y servicios","Muebles para comercio y servicios","Manufacture of trade and services furniture","Trade and services furniture","Manufacture of trade and services furniture"
188,"3614","class",473.0,"Fabricación de colchones y somieres","Fabricación de colchones y somieres","Colchones y somieres","Manufacture of mattresses and box springs","Mattresses and box springs","Manufacture of mattresses and box springs"
189,"3619","class",473.0,"Fabricación de otros muebles ncp","Fabricación de otros muebles ncp","Otros muebles ncp","Manufacture of other furniture n.e.c.","Other furniture n.e.c.","Manufacture of other furniture n.e.c."
190,"3691","class",473.0,"Fabricación de joyas y de artículos conexos","Fabricación de joyas y de artículos conexos","Joyas y de artículos conexos","Manufacture of jewellery and related articles","Jewellery and related articles","Manufacture of jewellery and related articles"
191,"3692","class",473.0,"Fabricación de instrumentos musicales","Fabricación de instrumentos musicales","Instrumentos musicales","Manufacture of musical instruments","Musical instruments","Manufacture of musical instruments"
192,"3693","class",473.0,"Fabricación de artículos deportivos","Fabricación de artículos deportivos","Artículos deportivos","Manufacture of sports goods","Sports goods","Manufacture of sports goods"
193,"3694","class",473.0,"Fabricación de juegos y juguetes","Fabricación de juegos y juguetes","Juegos y juguetes","Manufacture of games and toys","Games and toys","Manufacture of games and toys"
194,"3699","class",473.0,"Otras industrias manufactureras ncp","Otras industrias manufactureras ncp","Otras industrias manufactureras ncp","Other manufacturing n.e.c.","Other manufacturing n.e.c.","Other manufacturing n.e.c."
195,"3710","class",474.0,"Reciclaje de desperdicios y de desechos metálicos","Reciclaje de desperdicios y de desechos metálicos","Reciclaje de desperdicios y de desechos metálicos","Recycling of metal waste and scrap","Recycling of metal waste and scrap","Recycling of metal waste and scrap"
196,"3720","class",474.0,"Reciclaje de desperdicios y de desechos no metálicos","Reciclaje de desperdicios y de desechos no metálicos","Reciclaje de desperdicios y de desechos no metálicos","Recycling of non-metal waste and scrap","Recycling of non-metal waste and scrap","Recycling of non-metal waste and scrap"
197,"4010","class",475.0,"Generación, captación y distribución de energía eléctrica","Generación, captación y distribución de energía eléctrica","Generación, captación y distribución de energía eléctrica","Production, collection and distribution of electricity","Production, collection and distribution of electricity","Production, collection and distribution of electricity"
198,"4020","class",475.0,"Fabricación de gas; distribución de combustibles gaseosos por tuberías","Fabricación de gas; distribución de combustibles gaseosos por tuberías","Gas; distribución de combustibles gaseosos por tuberías","Manufacture of gas; distribution of gaseous fuels through mains","Gas; distribution of gaseous fuels through mains","Manufacture of gas; distribution of gaseous fuels through mains"
199,"4030","class",475.0,"Suministro de vapor y agua caliente","Suministro de vapor y agua caliente","Suministro de vapor y agua caliente","Steam and hot water supply","Steam and hot water supply","Steam and hot water supply"
200,"4100","class",476.0,"Captación, depuración y distribución de agua","Captación, depuración y distribución de agua","Captación, depuración y distribución de agua","Collection, purification and distribution of water","Collection, purification and distribution of water","Collection, purification and distribution of water"
201,"4511","class",477.0,"Trabajos de demolición y preparación de terrenos ' para la construcción de edificaciones","Trabajos de demolición y preparación de terrenos para la construcción de edificaciones","Demolición y preparación de terrenos para construcción","Demolition and site preparation for the construction of buildings","Demolition and site preparation for the construction of buildings","Demolition and site preparation for the construction of buildings"
202,"4512","class",477.0,"Trabajos de preparación de terrenos para obras civiles","Trabajos de preparación de terrenos para obras civiles","Trabajos de preparación de terrenos para obras civiles","Site preparation for civil works","Site preparation for civil works","Site preparation for civil works"
203,"4521","class",477.0,"Construcción de edificaciones para uso residencial","Construcción de edificaciones para uso residencial","Construcción de edificaciones para uso residencial","Building of complete constructions or parts thereof for residential use","Building of complete constructions or parts thereof for residential use","Building of complete constructions or parts thereof for residential use"
204,"4522","class",477.0,"Construcción de edificaciones para uso no residencial","Construcción de edificaciones para uso no residencial","Construcción de edificaciones para uso no residencial","Building of complete constructions or parts thereof for non-residential use","Building of complete constructions or parts thereof for non-residential use","Building of complete constructions or parts thereof for non-residential use"
205,"4530","class",477.0,"Construcción de obras de ingeniería civil","Construcción de obras de ingeniería civil","Construcción de obras de ingeniería civil","Building of civil engineering works","Building of civil engineering works","Building of civil engineering works"
206,"4541","class",477.0,"Instalaciones hidráulicas y trabajos conexos","Instalaciones hidráulicas y trabajos conexos","Instalaciones hidráulicas y trabajos conexos","Installation of hydraulic systems and related work","Hydraulic systems and related work","Installation of hydraulic systems and related work"
207,"4542","class",477.0,"Trabajos de electricidad","Trabajos de electricidad","Trabajos de electricidad","Electrical work","Electrical work","Electrical work"
208,"4543","class",477.0,"Trabajos de instalación de equipos","Trabajos de instalación de equipos","Trabajos de instalación de equipos","Equipment installation work","Equipment installation work","Equipment installation work"
209,"4549","class",477.0,"Otros trabajos de acondicionamiento","Otros trabajos de acondicionamiento","Otros trabajos de acondicionamiento","Other remodeling work","Other remodeling work","Other remodeling work"
210,"4551","class",477.0,"Instalación de vidrios y ventanas '","Instalación de vidrios y ventanas","Instalación de vidrios y ventanas","Installation of glass and windows","Installation of glass and windows","Installation of glass and windows"
211,"4552","class",477.0,"Trabajos de pintura y terminación de muros y pisos","Trabajos de pintura y terminación de muros y pisos","Trabajos de pintura y terminación de muros y pisos","Painting and finishing of walls and floors","Painting and finishing of walls and floors","Painting and finishing of walls and floors"
212,"4559","class",477.0,"Otros trabajos de terminación y acabado","Otros trabajos de terminación y acabado","Otros trabajos de terminación y acabado","Other finishing work","Other finishing work","Other finishing work"
213,"4560","class",477.0,"Alquiler de equipo para construcción y demolición dotado de operarios","Alquiler de equipo para construcción y demolición dotado de operarios","Alquiler de equipo para construcción y demolición dotado de operarios","Renting of construction or demolition equipment with operator","Renting of construction or demolition equipment with operator","Renting of construction or demolition equipment with operator"
214,"5011","class",478.0,"Comercio de vehículos automotores nuevos","Comercio de vehículos automotores nuevos","Comercio de automotores nuevos","Sale of new motor vehicles","Sale of new motor vehicles","Sale of new motor vehicles"
215,"5012","class",478.0,"Comercio de vehículos automotores usados 1","Comercio de vehículos automotores usados","Comercio de automotores usados","Sale of used motor vehicles","Sale of used motor vehicles","Sale of used motor vehicles"
216,"5020","class",478.0,"Mantenimiento y reparación de vehículos automotores","Mantenimiento y reparación de vehículos automotores","Mantenimiento y reparación de automotores","Maintenance and repair of motor vehicles","Maintenance and repair of motor vehicles","Maintenance and repair of motor vehicles"
217,"5030","class",478.0,"Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores","Comercio de partes, piezas (autopartes) y accesorios (lujos) para vehículos automotores","Comercio de partes, piezas y accesorios para vehículos automotores","Sale of motor vehicle parts and accessories","Sale of motor vehicle parts and accessories","Sale of motor vehicle parts and accessories"
218,"5040","class",478.0,"Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios","Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios","Comercio, mantenimiento y reparación de motocicletas y de sus partes, piezas y accesorios","Sale, maintenance and repair of motorcycles and related parts and accessories","Sale, maintenance and repair of motorcycles and related parts and accessories","Sale, maintenance and repair of motorcycles and related parts and accessories"
219,"5051","class",478.0,"Comercio al por menor de combustible para automotores","Comercio al por menor de combustible para automotores","Comercio al por menor de combustible para automotores","Retail sale of automotive fuel","Retail sale of automotive fuel","Retail sale of automotive fuel"
220,"5052","class",478.0,"Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores","Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores","Comercio al por menor de lubricantes (aceites, grasas), aditivos y productos de limpieza para vehículos automotores","Retail sale of automotive lubricants, aditives and cleaning products","Retail sale of automotive lubricants, aditives and cleaning products","Retail sale of automotive lubricants, aditives and cleaning products"
221,"5111","class",479.0,"Comercio al por mayor a cambio de una retribución o por contrata de productos agrícolas (excepto café), silvícolas y de animales vivos y sus productos","Comercio al por mayor a cambio de una retribución o por contrata de productos agrícolas (excepto café), silvícolas y de animales vivos y sus productos","Comercio al por mayor a cambio de una retribución o por contrata de productos agrícolas (excepto café), silvícolas y de animales vivos y sus productos","Wholesale on a fee or contract basis of agricultural products (except coffee), forestry and live animals and their products","Wholesale on a fee or contract basis of agricultural products (except coffee), forestry and live animals and their products","Wholesale on a fee or contract basis of agricultural products (except coffee), forestry and live animals and their products"
222,"5112","class",479.0,"Comercio al por mayor a cambio de una retribución o por contrata de café pergamino","Comercio al por mayor a cambio de una retribución o por contrata de café pergamino","Comercio al por mayor a cambio de una retribución o por contrata de café pergamino","Wholesale on a fee or contract basis of parchment coffee","Wholesale on a fee or contract basis of parchment coffee","Wholesale on a fee or contract basis of parchment coffee"
223,"5113","class",479.0,"Comercio al por mayor a cambio de una retribución o por contrata de productos manufacturados","Comercio al por mayor a cambio de una retribución o por contrata de productos manufacturados","Comercio al por mayor a cambio de una retribución o por contrata de productos manufacturados","Wholesale on a fee or contract basis of manufactured products","Wholesale on a fee or contract basis of manufactured products","Wholesale on a fee or contract basis of manufactured products"
224,"5119","class",479.0,"Comercio al por mayor a cambio de una retribución o por contrata de productos ncp","Comercio al por mayor a cambio de una retribución o por contrata de productos ncp","Comercio al por mayor a cambio de una retribución o por contrata de productos ncp","Wholesale on a fee or contract basis of goods n.e.c.","Wholesale on a fee or contract basis of goods n.e.c.","Wholesale on a fee or contract basis of goods n.e.c."
225,"5121","class",479.0,"Comercio al por mayor de materias primas, productos agrícolas, excepto café y flores","Comercio al por mayor de materias primas, productos agrícolas, excepto café y flores","Comercio al por mayor de materias primas, productos agrícolas, excepto café y flores","Wholesale of raw materials, agricultural products, except coffee and flowers","Wholesale of raw materials, agricultural products, except coffee and flowers","Wholesale of raw materials, agricultural products, except coffee and flowers"
226,"5122","class",479.0,"Comercio al por mayor de café pergamino","Comercio al por mayor de café pergamino","Comercio al por mayor de café pergamino","Wholesale of parchment coffee","Wholesale of parchment coffee","Wholesale of parchment coffee"
227,"5123","class",479.0,"Comercio al por mayor de flores y plantas ornamentales","Comercio al por mayor de flores y plantas ornamentales","Comercio al por mayor de flores y plantas ornamentales","Wholesale of flowers and ornamental plants","Wholesale of flowers and ornamental plants","Wholesale of flowers and ornamental plants"
